OID_,CBG,PlusCode,DestinationID,Total_TravelTime,Total_Kilometers
803,470930009021,"P2P4+HF Maryville, Tennessee",17,22.88160679,26.85979415
804,470930009021,"Q342+JR Maryville, Tennessee",35,23.58099978,26.4104446
805,470930009021,"47MP+W4 Blaine, Tennessee",116,24.39995592,31.96782227
806,470930009021,"V69V+HH Seymour, Tennessee",50,24.54389424,21.79143421
807,470930009021,"QVQX+Q4 Louisville, Tennessee",1,24.63733494,28.16030425
808,470930009021,"XC75+G5 Kodak, Tennessee",89,26.62624961,39.58715304
809,470930009021,"RP9J+MC Lenoir City, Tennessee",3,27.27275836,39.045539
810,470930009021,"2Q33+M3 Oak Ridge, Tennessee",79,27.60375726,36.59101803
811,470930009021,"2Q33+M3 Oak Ridge, Tennessee",142,27.60375726,36.59101803
812,470930009021,"5WWH+HH Norris, Tennessee",110,28.32975793,36.88869878
813,470930009021,"RPCP+R5 Lenoir City, Tennessee",21,28.68935838,39.60495864
814,470930009021,"2P5W+GQ Oak Ridge, Tennessee",90,28.91875107,37.42867891
815,470930009021,"RP6P+MW Lenoir City, Tennessee",10,29.04653362,40.36394311
816,470930009021,"3VR6+M3 Clinton, Tennessee",119,29.27771263,32.48283669
817,470930009021,"2QCC+4X Oak Ridge, Tennessee",80,29.39512224,39.06705886
818,470930009021,"2Q82+QV Oak Ridge, Tennessee",78,29.70147848,38.87593547
819,470930009021,"2Q82+QV Oak Ridge, Tennessee",127,29.70147848,38.87593547
820,470930009021,"2P7J+5R Oak Ridge, Tennessee",85,29.88530979,38.73649809
821,470930009021,"2P7J+5R Oak Ridge, Tennessee",97,29.88530979,38.73649809
822,470930009021,"RP2P+RV Lenoir City, Tennessee",11,30.10324198,41.14182012
823,470930009021,"4V9M+4Q Clinton, Tennessee",141,31.05525683,39.41403567
824,470930009021,"2QH5+HQ Oak Ridge, Tennessee",105,31.06106146,39.6117232
825,470930009021,"QPXW+J6 Lenoir City, Tennessee",4,31.23061102,43.19105394
826,470930009021,"4C2W+G7 New Market, Tennessee",111,31.6578178,42.96849718
827,470930009021,"2H8F+VQ Dandridge, Tennessee",123,33.47874459,53.12706876
828,470930009021,"VCHG+Q5 Sevierville, Tennessee",93,33.49616314,47.99719034
829,470930009021,"QPVQ+88 Lenoir City, Tennessee",14,33.90006668,43.51843413
830,470930009021,"VCGG+MM Sevierville, Tennessee",94,33.97046506,48.30891802
831,470930009021,"VCGG+MJ Sevierville, Tennessee",118,33.97046506,48.30891802
832,470930009021,"QPPH+XM Lenoir City, Tennessee",29,34.05340387,43.6331366
833,470930009021,"PJ9J+7H Loudon, Tennessee",131,35.73036877,55.7057931
834,470930009021,"2MP9+HM Oliver Springs, Tennessee",92,36.05310103,45.33284103
835,470930009021,"VGP3+78 Kingston, Tennessee",124,36.54623127,58.06769366
836,470930009021,"PJCV+PG Loudon, Tennessee",128,37.15536223,57.08583974
837,470930009021,"4G87+V3 Jefferson City, Tennessee",135,37.60460163,49.0697752
838,470930009021,"4G99+Q5 Jefferson City, Tennessee",132,37.91505459,49.41807593
839,470930009021,"4G98+FH Jefferson City, Tennessee",117,37.99331351,49.4931595
840,470930009021,"7634+6M Maynardville, Tennessee",138,38.3142655,44.75086355
841,470930009021,"VCRX+RP Harriman, Tennessee",81,39.45657118,61.63191366
842,470930009021,"VF72+93 Sevierville, Tennessee",96,39.69727875,51.46826494
843,470930009021,"8RPG+XG Jacksboro, Tennessee",136,40.22750715,58.73169127
844,470930009021,"8RWR+WH LaFollette, Tennessee",126,41.29679169,59.79348713
845,470930009021,"9R3V+3C LaFollette, Tennessee",140,42.28234217,60.71374901
846,470930009021,"9V87+JP LaFollette, Tennessee",121,44.46962756,63.01191086
847,470930009021,"MP76+2C Loudon, Tennessee",18,46.30069444,68.66420955
848,470930009021,"VGJQ+PQ Sevierville, Tennessee",114,47.06811357,59.76699679
849,470930009021,"RC3F+2F Pigeon Forge, Tennessee",125,47.15534725,56.87286931
850,470930009021,"9VJM+VG LaFollette, Tennessee",129,47.71086652,65.76553076
851,470930009021,"QCMX+MP Pigeon Forge, Tennessee",130,51.11251177,61.96817181
852,470930009021,"QFG4+V6 Pigeon Forge, Tennessee",137,51.79783012,62.47210573
853,470930009022,"W3X6+X5 Knoxville, Tennessee",49,2.96554897,0.937463575
854,470930009022,"X384+FG Knoxville, Tennessee",65,5.464710438,2.291815135
855,470930009022,"X3JC+HQ Knoxville, Tennessee",74,7.255553198,3.995471761
856,470930009022,"W2RC+PJ Knoxville, Tennessee",46,7.476548378,4.982414341
857,470930009022,"W3MV+W7 Knoxville, Tennessee",41,8.215775845,4.714126427
858,470930009022,"X3RH+94 Knoxville, Tennessee",91,8.23820238,5.382311977
859,470930009022,"W2R8+Q4 Knoxville, Tennessee",71,8.640869247,5.637103199
860,470930009022,"W2Q8+V4 Knoxville, Tennessee",45,8.844083343,5.679546104
861,470930009022,"W2Q8+V4 Knoxville, Tennessee",66,8.844083343,5.679546104
862,470930009022,"X3VH+69 Knoxville, Tennessee",75,8.856254769,5.730754817
863,470930009022,"W3MV+39 Knoxville, Tennessee",53,9.133255851,5.02022502
864,470930009022,"W3MV+39 Knoxville, Tennessee",63,9.133255851,5.02022502
865,470930009022,"W2W9+25 Knoxville, Tennessee",70,9.156667624,5.984389418
866,470930009022,"W2P6+V5 Knoxville, Tennessee",48,9.224895975,6.179243276
867,470930009022,"X3HV+HG Knoxville, Tennessee",60,9.244812363,5.439814428
868,470930009022,"223F+WV Knoxville, Tennessee",101,10.35201294,8.713629364
869,470930009022,"WXMX+JJ Knoxville, Tennessee",52,10.78115124,7.235094962
870,470930009022,"WXMM+6Q Knoxville, Tennessee",64,10.88897219,10.07091342
871,470930009022,"228J+54 Knoxville, Tennessee",100,11.27008948,9.273865051
872,470930009022,"V3Q7+MM Knoxville, Tennessee",54,11.30898282,11.28332559
873,470930009022,"X4XF+C6 Knoxville, Tennessee",82,11.34192789,10.44798507
874,470930009022,"236G+RW Knoxville, Tennessee",109,11.81328416,11.01938415
875,470930009022,"XXGQ+HH Knoxville, Tennessee",83,11.94656064,10.65587731
876,470930009022,"XXGQ+HH Knoxville, Tennessee",88,11.94656064,10.65587731
877,470930009022,"238H+38 Knoxville, Tennessee",107,12.09376172,10.96500682
878,470930009022,"243P+M4 Knoxville, Tennessee",77,12.25670677,11.61788488
879,470930009022,"XXJM+8F Knoxville, Tennessee",87,12.34540983,11.12668216
880,470930009022,"WXG4+7Q Knoxville, Tennessee",76,12.43858458,12.94457832
881,470930009022,"WXG3+VJ Knoxville, Tennessee",25,12.65198043,13.15108431
882,470930009022,"WWGP+FW Knoxville, Tennessee",108,12.67206885,14.24460673
883,470930009022,"24MJ+RQ Knoxville, Tennessee",104,12.96531977,13.44051499
884,470930009022,"WXF2+93 Knoxville, Tennessee",23,13.23587944,13.57634393
885,470930009022,"WXC2+HQ Knoxville, Tennessee",68,13.25473842,13.66658868
886,470930009022,"WWFR+HR Knoxville, Tennessee",62,13.29232267,14.27233058
887,470930009022,"WXC2+W7 Knoxville, Tennessee",57,13.34333144,13.74073053
888,470930009022,"24PJ+H8 Knoxville, Tennessee",103,13.62531364,13.59613987
889,470930009022,"23FC+W9 Knoxville, Tennessee",106,13.6812489,11.89291562
890,470930009022,"WXF9+C4 Knoxville, Tennessee",27,13.76990468,13.79694114
891,470930009022,"WWFP+5F Knoxville, Tennessee",24,13.84497664,15.06045998
892,470930009022,"WWC7+P3 Knoxville, Tennessee",59,13.95055822,16.54935451
893,470930009022,"2XVW+RQ Powell, Tennessee",120,14.42195436,14.75175467
894,470930009022,"WWCW+PW Knoxville, Tennessee",69,14.46385493,13.95874881
895,470930009022,"23M9+39 Knoxville, Tennessee",134,14.55228191,12.6181292
896,470930009022,"2X5G+FG Knoxville, Tennessee",99,14.6659931,13.06564285
897,470930009022,"WW8F+RV Knoxville, Tennessee",56,14.99698304,16.06276113
898,470930009022,"2X3G+JQ Knoxville, Tennessee",98,15.1184352,13.31131838
899,470930009022,"W536+GW Knoxville, Tennessee",44,15.64035328,12.277631
900,470930009022,"WW76+C9 Knoxville, Tennessee",39,15.66469452,17.47543471
901,470930009022,"WW76+C9 Knoxville, Tennessee",40,15.66469452,17.47543471
902,470930009022,"W564+JF Knoxville, Tennessee",42,16.30368508,11.6776056
903,470930009022,"W564+JF Knoxville, Tennessee",61,16.30368508,11.6776056
904,470930009022,"269C+RP Knoxville, Tennessee",84,16.32524695,18.1890046
905,470930009022,"WW65+22 Knoxville, Tennessee",26,16.9737752,18.3059961
906,470930009022,"WW55+XV Knoxville, Tennessee",22,17.2280913,18.39926149
907,470930009022,"2X93+55 Powell, Tennessee",102,17.300156,15.85346748
908,470930009022,"WV6V+M2 Knoxville, Tennessee",55,17.62632693,19.18570165
909,470930009022,"WWV4+3G Knoxville, Tennessee",72,17.83692021,19.14470004
910,470930009022,"WWV4+3G Knoxville, Tennessee",73,17.83692021,19.14470004
911,470930009022,"R324+P3 Maryville, Tennessee",30,18.05743207,20.58129689
912,470930009022,"2WCX+GC Powell, Tennessee",115,18.08546552,16.51484693
913,470930009022,"33CF+6R Knoxville, Tennessee",122,19.05781248,17.05694425
914,470930009022,"Q3V3+PQ Maryville, Tennessee",38,19.07233986,21.38555292
915,470930009022,"XWM3+8R Knoxville, Tennessee",86,19.3846489,18.74768966
916,470930009022,"WVXP+9V Knoxville, Tennessee",43,19.78043224,21.19124492
917,470930009022,"Q2F6+95 Alcoa, Tennessee",15,19.97088183,22.84853149
918,470930009022,"VVX2+XW Knoxville, Tennessee",36,20.19218805,23.94605502
919,470930009022,"VVX2+XW Knoxville, Tennessee",67,20.19218805,23.94605502
920,470930009022,"VRVH+9W Knoxville, Tennessee",13,20.24192425,25.7019495
921,470930009022,"VW6J+V3 Knoxville, Tennessee",5,20.2952844,24.00766288
922,470930009022,"VW6J+V3 Knoxville, Tennessee",9,20.2952844,24.00766288
923,470930009022,"27QH+4X Strawberry Plains, Tennessee",95,20.4272493,23.98228924
924,470930009022,"33JG+97 Knoxville, Tennessee",112,20.51225876,18.22254847
925,470930009022,"V6GG+R7 Seymour, Tennessee",47,20.9552347,18.97717378
926,470930009022,"V6GG+R7 Seymour, Tennessee",51,20.9552347,18.97717378
927,470930009022,"VW7C+36 Knoxville, Tennessee",8,21.05835401,27.8853759
928,470930009022,"VW7C+36 Knoxville, Tennessee",19,21.05835401,27.8853759
929,470930009022,"VW6F+6C Knoxville, Tennessee",2,21.09623904,24.46881191
930,470930009022,"Q2JX+88 Maryville, Tennessee",34,21.10589975,23.06273286
931,470930009022,"33M8+P9 Knoxville, Tennessee",133,21.14264853,21.63476919
932,470930009022,"Q28G+Q8 Alcoa, Tennessee",31,21.29907327,23.87747517
933,470930009022,"3WJW+J8 Heiskell, Tennessee",113,21.3809116,21.73361383
934,470930009022,"Q28H+2W Alcoa, Tennessee",139,21.69675897,24.23218827
935,470930009022,"Q27H+C9 Alcoa, Tennessee",32,21.69996687,24.23512869
936,470930009022,"VRJV+58 Knoxville, Tennessee",7,22.01326252,25.77580461
937,470930009022,"VRJV+58 Knoxville, Tennessee",20,22.01326252,25.77580461
938,470930009022,"Q26C+F9 Alcoa, Tennessee",33,22.01875843,24.34125623
939,470930009022,"VRJM+8X Farragut, Tennessee",12,22.71230193,26.41359275
940,470930009022,"V69V+HH Seymour, Tennessee",50,23.08173167,20.98026063
941,470930009022,"WRJ7+H8 Knoxville, Tennessee",58,23.14772924,28.06849411
942,470930009022,"P2R4+G7 Maryville, Tennessee",16,23.4413072,26.34783852
943,470930009022,"VRXX+X7 Knoxville, Tennessee",28,23.4599982,24.78736649
944,470930009022,"VRXX+X7 Knoxville, Tennessee",37,23.4599982,24.78736649
945,470930009022,"VRFC+WR Knoxville, Tennessee",6,23.8815315,27.70932844
946,470930009022,"P2P4+HF Maryville, Tennessee",17,24.30421535,27.29260621
947,470930009022,"Q342+JR Maryville, Tennessee",35,25.00360834,26.84325666
948,470930009022,"47MP+W4 Blaine, Tennessee",116,25.31133019,30.31295772
949,470930009022,"QVQX+Q4 Louisville, Tennessee",1,26.0599435,28.59311631
950,470930009022,"XC75+G5 Kodak, Tennessee",89,27.53762388,37.93228849
951,470930009022,"RP9J+MC Lenoir City, Tennessee",3,28.69536692,39.47835106
952,470930009022,"2Q33+M3 Oak Ridge, Tennessee",79,29.02636581,37.02383009
953,470930009022,"2Q33+M3 Oak Ridge, Tennessee",142,29.02636581,37.02383009
954,470930009022,"5WWH+HH Norris, Tennessee",110,29.1792157,35.23698536
955,470930009022,"RPCP+R5 Lenoir City, Tennessee",21,30.11196693,40.0377707
956,470930009022,"3VR6+M3 Clinton, Tennessee",119,30.1271704,30.83112326
957,470930009022,"2P5W+GQ Oak Ridge, Tennessee",90,30.34135962,37.86149096
958,470930009022,"RP6P+MW Lenoir City, Tennessee",10,30.46914218,40.79675516
959,470930009022,"2QCC+4X Oak Ridge, Tennessee",80,30.8177308,39.49987091
960,470930009022,"2Q82+QV Oak Ridge, Tennessee",78,31.12408704,39.30874753
961,470930009022,"2Q82+QV Oak Ridge, Tennessee",127,31.12408704,39.30874753
962,470930009022,"2P7J+5R Oak Ridge, Tennessee",85,31.30791835,39.16931015
963,470930009022,"2P7J+5R Oak Ridge, Tennessee",97,31.30791835,39.16931015
964,470930009022,"RP2P+RV Lenoir City, Tennessee",11,31.52585053,41.57463218
965,470930009022,"4V9M+4Q Clinton, Tennessee",141,31.90471459,37.76232224
966,470930009022,"2QH5+HQ Oak Ridge, Tennessee",105,32.48367002,40.04453526
967,470930009022,"4C2W+G7 New Market, Tennessee",111,32.56919207,41.31363263
968,470930009022,"QPXW+J6 Lenoir City, Tennessee",4,32.65321957,43.623866
969,470930009022,"2H8F+VQ Dandridge, Tennessee",123,34.39011886,51.47220421
970,470930009022,"VCHG+Q5 Sevierville, Tennessee",93,34.40753741,46.34232579
971,470930009022,"VCGG+MM Sevierville, Tennessee",94,34.88183933,46.65405347
972,470930009022,"VCGG+MJ Sevierville, Tennessee",118,34.88183933,46.65405347
973,470930009022,"QPVQ+88 Lenoir City, Tennessee",14,35.32267524,43.95124619
974,470930009022,"QPPH+XM Lenoir City, Tennessee",29,35.47601243,44.06594866
975,470930009022,"PJ9J+7H Loudon, Tennessee",131,37.15297733,56.13860515
976,470930009022,"2MP9+HM Oliver Springs, Tennessee",92,37.47570958,45.76565309
977,470930009022,"VGP3+78 Kingston, Tennessee",124,37.96883982,58.50050572
978,470930009022,"4G87+V3 Jefferson City, Tennessee",135,38.5159759,47.41491064
979,470930009022,"PJCV+PG Loudon, Tennessee",128,38.57797079,57.5186518
980,470930009022,"4G99+Q5 Jefferson City, Tennessee",132,38.82642886,47.76321137
981,470930009022,"4G98+FH Jefferson City, Tennessee",117,38.90468779,47.83829494
982,470930009022,"7634+6M Maynardville, Tennessee",138,39.16372326,43.09915012
983,470930009022,"VF72+93 Sevierville, Tennessee",96,40.60865302,49.81340038
984,470930009022,"VCRX+RP Harriman, Tennessee",81,40.87917974,62.06472571
985,470930009022,"8RPG+XG Jacksboro, Tennessee",136,41.07696492,57.07997784
986,470930009022,"8RWR+WH LaFollette, Tennessee",126,42.14624946,58.1417737
987,470930009022,"9R3V+3C LaFollette, Tennessee",140,43.13179994,59.06203559
988,470930009022,"9V87+JP LaFollette, Tennessee",121,45.31908532,61.36019744
989,470930009022,"MP76+2C Loudon, Tennessee",18,47.72330299,69.09702161
990,470930009022,"VGJQ+PQ Sevierville, Tennessee",114,47.97948784,58.11213224
991,470930009022,"RC3F+2F Pigeon Forge, Tennessee",125,48.06672152,55.21800476
992,470930009022,"9VJM+VG LaFollette, Tennessee",129,48.56032428,64.11381733
993,470930009022,"QCMX+MP Pigeon Forge, Tennessee",130,52.02388604,60.31330726
994,470930009022,"QFG4+V6 Pigeon Forge, Tennessee",137,52.7092044,60.81724118
995,470930014001,"X3JC+HQ Knoxville, Tennessee",74,4.021258041,2.311850249
996,470930014001,"X384+FG Knoxville, Tennessee",65,4.241151411,2.615746967
997,470930014001,"X3VH+69 Knoxville, Tennessee",75,5.647846691,3.401648704
998,470930014001,"X3RH+94 Knoxville, Tennessee",91,5.683244454,3.388927876
999,470930014001,"223F+WV Knoxville, Tennessee",101,6.700490809,6.186458509
1000,470930014001,"228J+54 Knoxville, Tennessee",100,7.618567357,6.746694195
1001,470930014001,"X3HV+HG Knoxville, Tennessee",60,7.67199544,6.683024613
1002,470930014001,"236G+RW Knoxville, Tennessee",109,8.161762034,8.492213296
1003,470930014001,"W3X6+X5 Knoxville, Tennessee",49,8.403460904,6.463944566
1004,470930014001,"238H+38 Knoxville, Tennessee",107,8.442239588,8.437835963
1005,470930014001,"W3MV+W7 Knoxville, Tennessee",41,8.991561852,7.086073263
1006,470930014001,"W2W9+25 Knoxville, Tennessee",70,9.264363014,6.241026109
1007,470930014001,"XXGQ+HH Knoxville, Tennessee",83,9.333954053,6.421594275
1008,470930014001,"XXGQ+HH Knoxville, Tennessee",88,9.333954053,6.421594275
1009,470930014001,"X4XF+C6 Knoxville, Tennessee",82,9.707523816,11.03182759
1010,470930014001,"XXJM+8F Knoxville, Tennessee",87,9.732803237,6.89239913
1011,470930014001,"W3MV+39 Knoxville, Tennessee",53,9.909041858,7.392171856
1012,470930014001,"W3MV+39 Knoxville, Tennessee",63,9.909041858,7.392171856
1013,470930014001,"23FC+W9 Knoxville, Tennessee",106,10.02972677,9.365744766
1014,470930014001,"W2RC+PJ Knoxville, Tennessee",46,10.2000514,9.300499682
1015,470930014001,"W2R8+Q4 Knoxville, Tennessee",71,10.26987257,6.812122366
1016,470930014001,"243P+M4 Knoxville, Tennessee",77,10.62230269,12.20172739
1017,470930014001,"2XVW+RQ Powell, Tennessee",120,10.77043223,12.22458381
1018,470930014001,"23M9+39 Knoxville, Tennessee",134,10.90075978,10.09095835
1019,470930014001,"WXMM+6Q Knoxville, Tennessee",64,10.92680491,11.79508093
1020,470930014001,"2X5G+FG Knoxville, Tennessee",99,11.01447098,10.53847199
1021,470930014001,"W2P6+V5 Knoxville, Tennessee",48,11.05986998,7.454371904
1022,470930014001,"24MJ+RQ Knoxville, Tennessee",104,11.33091569,14.02435751
1023,470930014001,"2X3G+JQ Knoxville, Tennessee",98,11.46691307,10.78414753
1024,470930014001,"W2Q8+V4 Knoxville, Tennessee",45,11.56758636,9.997631445
1025,470930014001,"W2Q8+V4 Knoxville, Tennessee",66,11.56758636,9.997631445
1026,470930014001,"WXMX+JJ Knoxville, Tennessee",52,11.61397229,11.47038847
1027,470930014001,"24PJ+H8 Knoxville, Tennessee",103,11.99090957,14.17998238
1028,470930014001,"WXG4+7Q Knoxville, Tennessee",76,12.4764173,14.66874583
1029,470930014001,"WXG3+VJ Knoxville, Tennessee",25,12.68981315,14.87525183
1030,470930014001,"WWGP+FW Knoxville, Tennessee",108,12.70990157,15.96877425
1031,470930014001,"WXF2+93 Knoxville, Tennessee",23,13.27371216,15.30051145
1032,470930014001,"WXC2+HQ Knoxville, Tennessee",68,13.29257114,15.3907562
1033,470930014001,"WWFR+HR Knoxville, Tennessee",62,13.33015538,15.9964981
1034,470930014001,"WXC2+W7 Knoxville, Tennessee",57,13.38116416,15.46489805
1035,470930014001,"V3Q7+MM Knoxville, Tennessee",54,13.6076381,15.64011904
1036,470930014001,"2X93+55 Powell, Tennessee",102,13.64863387,13.32629662
1037,470930014001,"WXF9+C4 Knoxville, Tennessee",27,13.8077374,15.52110866
1038,470930014001,"WWFP+5F Knoxville, Tennessee",24,13.88280935,16.7846275
1039,470930014001,"WWC7+P3 Knoxville, Tennessee",59,13.98839094,18.27352203
1040,470930014001,"2WCX+GC Powell, Tennessee",115,14.4339434,13.98767607
1041,470930014001,"WWCW+PW Knoxville, Tennessee",69,14.50168764,15.68291633
1042,470930014001,"269C+RP Knoxville, Tennessee",84,14.69084288,18.77284712
1043,470930014001,"WW8F+RV Knoxville, Tennessee",56,15.03481576,17.78692865
1044,470930014001,"33CF+6R Knoxville, Tennessee",122,15.40629035,14.5297734
1045,470930014001,"WW76+C9 Knoxville, Tennessee",39,15.70252724,19.19960223
1046,470930014001,"WW76+C9 Knoxville, Tennessee",40,15.70252724,19.19960223
1047,470930014001,"W536+GW Knoxville, Tennessee",44,16.41613928,14.64957784
1048,470930014001,"XWM3+8R Knoxville, Tennessee",86,16.74823132,14.42872409
1049,470930014001,"33JG+97 Knoxville, Tennessee",112,16.86073663,15.69537762
1050,470930014001,"WW65+22 Knoxville, Tennessee",26,17.01160792,20.03016362
1051,470930014001,"W564+JF Knoxville, Tennessee",42,17.07947108,14.04955243
1052,470930014001,"W564+JF Knoxville, Tennessee",61,17.07947108,14.04955243
1053,470930014001,"WW55+XV Knoxville, Tennessee",22,17.26592402,20.12342901
1054,470930014001,"33M8+P9 Knoxville, Tennessee",133,17.4911264,19.10759833
1055,470930014001,"WV6V+M2 Knoxville, Tennessee",55,17.66415965,20.90986917
1056,470930014001,"3WJW+J8 Heiskell, Tennessee",113,17.72938947,19.20644297
1057,470930014001,"WWV4+3G Knoxville, Tennessee",72,17.87475293,20.86886756
1058,470930014001,"WWV4+3G Knoxville, Tennessee",73,17.87475293,20.86886756
1059,470930014001,"27QH+4X Strawberry Plains, Tennessee",95,18.79284523,24.56613176
1060,470930014001,"WVXP+9V Knoxville, Tennessee",43,19.81826496,22.91541244
1061,470930014001,"VVX2+XW Knoxville, Tennessee",36,20.23002077,25.67022254
1062,470930014001,"VVX2+XW Knoxville, Tennessee",67,20.23002077,25.67022254
1063,470930014001,"VRVH+9W Knoxville, Tennessee",13,20.27975696,27.42611701
1064,470930014001,"R324+P3 Maryville, Tennessee",30,20.35608735,24.93809034
1065,470930014001,"VW7C+36 Knoxville, Tennessee",8,21.09618673,29.60954342
1066,470930014001,"VW7C+36 Knoxville, Tennessee",19,21.09618673,29.60954342
1067,470930014001,"Q3V3+PQ Maryville, Tennessee",38,21.37099514,25.74234637
1068,470930014001,"VW6F+6C Knoxville, Tennessee",2,21.46505914,29.7959281
1069,470930014001,"V6GG+R7 Seymour, Tennessee",47,21.73102071,21.34912062
1070,470930014001,"V6GG+R7 Seymour, Tennessee",51,21.73102071,21.34912062
1071,470930014001,"VRJV+58 Knoxville, Tennessee",7,22.05109524,27.49997213
1072,470930014001,"VRJV+58 Knoxville, Tennessee",20,22.05109524,27.49997213
1073,470930014001,"VW6J+V3 Knoxville, Tennessee",5,22.18519321,30.3354738
1074,470930014001,"VW6J+V3 Knoxville, Tennessee",9,22.18519321,30.3354738
1075,470930014001,"Q2F6+95 Alcoa, Tennessee",15,22.26953711,27.20532494
1076,470930014001,"VRJM+8X Farragut, Tennessee",12,22.75013465,28.13776026
1077,470930014001,"WRJ7+H8 Knoxville, Tennessee",58,23.18556196,29.79266163
1078,470930014001,"Q2JX+88 Maryville, Tennessee",34,23.40455502,27.41952631
1079,470930014001,"VRXX+X7 Knoxville, Tennessee",28,23.49783092,26.51153401
1080,470930014001,"VRXX+X7 Knoxville, Tennessee",37,23.49783092,26.51153401
1081,470930014001,"Q28G+Q8 Alcoa, Tennessee",31,23.59772855,28.23426862
1082,470930014001,"47MP+W4 Blaine, Tennessee",116,23.67692611,30.89680023
1083,470930014001,"V69V+HH Seymour, Tennessee",50,23.85751768,23.35220747
1084,470930014001,"VRFC+WR Knoxville, Tennessee",6,23.91936422,29.43349596
1085,470930014001,"Q28H+2W Alcoa, Tennessee",139,23.99541425,28.58898172
1086,470930014001,"Q27H+C9 Alcoa, Tennessee",32,23.99862214,28.59192214
1087,470930014001,"Q26C+F9 Alcoa, Tennessee",33,24.3174137,28.69804968
1088,470930014001,"5WWH+HH Norris, Tennessee",110,25.52769357,32.7098145
1089,470930014001,"P2R4+G7 Maryville, Tennessee",16,25.73996247,30.70463197
1090,470930014001,"XC75+G5 Kodak, Tennessee",89,25.90321981,38.51613101
1091,470930014001,"3VR6+M3 Clinton, Tennessee",119,26.47564827,28.30395241
1092,470930014001,"P2P4+HF Maryville, Tennessee",17,26.60287062,31.64939966
1093,470930014001,"Q342+JR Maryville, Tennessee",35,27.30226361,31.20005011
1094,470930014001,"4V9M+4Q Clinton, Tennessee",141,28.25319247,35.23515138
1095,470930014001,"QVQX+Q4 Louisville, Tennessee",1,28.35859878,32.94990976
1096,470930014001,"RP9J+MC Lenoir City, Tennessee",3,28.73319964,41.20251858
1097,470930014001,"2Q33+M3 Oak Ridge, Tennessee",79,29.06419853,38.74799761
1098,470930014001,"2Q33+M3 Oak Ridge, Tennessee",142,29.06419853,38.74799761
1099,470930014001,"RPCP+R5 Lenoir City, Tennessee",21,30.14979965,41.76193821
1100,470930014001,"2P5W+GQ Oak Ridge, Tennessee",90,30.37919234,39.58565848
1101,470930014001,"RP6P+MW Lenoir City, Tennessee",10,30.5069749,42.52092268
1102,470930014001,"2QCC+4X Oak Ridge, Tennessee",80,30.85556352,41.22403843
1103,470930014001,"4C2W+G7 New Market, Tennessee",111,30.93478799,41.89747515
1104,470930014001,"2Q82+QV Oak Ridge, Tennessee",78,31.16191976,41.03291505
1105,470930014001,"2Q82+QV Oak Ridge, Tennessee",127,31.16191976,41.03291505
1106,470930014001,"2P7J+5R Oak Ridge, Tennessee",85,31.34575107,40.89347767
1107,470930014001,"2P7J+5R Oak Ridge, Tennessee",97,31.34575107,40.89347767
1108,470930014001,"RP2P+RV Lenoir City, Tennessee",11,31.56368325,43.2987997
1109,470930014001,"2QH5+HQ Oak Ridge, Tennessee",105,32.52150274,41.76870278
1110,470930014001,"QPXW+J6 Lenoir City, Tennessee",4,32.69105229,45.34803352
1111,470930014001,"2H8F+VQ Dandridge, Tennessee",123,32.75571479,52.05604673
1112,470930014001,"VCHG+Q5 Sevierville, Tennessee",93,32.77313334,46.92616831
1113,470930014001,"VCGG+MM Sevierville, Tennessee",94,33.24743526,47.23789599
1114,470930014001,"VCGG+MJ Sevierville, Tennessee",118,33.24743526,47.23789599
1115,470930014001,"QPVQ+88 Lenoir City, Tennessee",14,35.36050796,45.67541371
1116,470930014001,"7634+6M Maynardville, Tennessee",138,35.51220113,40.57197927
1117,470930014001,"QPPH+XM Lenoir City, Tennessee",29,35.51384515,45.79011618
1118,470930014001,"4G87+V3 Jefferson City, Tennessee",135,36.88157183,47.99875316
1119,470930014001,"PJ9J+7H Loudon, Tennessee",131,37.19081005,57.86277267
1120,470930014001,"4G99+Q5 Jefferson City, Tennessee",132,37.19202479,48.34705389
1121,470930014001,"4G98+FH Jefferson City, Tennessee",117,37.27028371,48.42213746
1122,470930014001,"8RPG+XG Jacksboro, Tennessee",136,37.42544279,54.55280699
1123,470930014001,"2MP9+HM Oliver Springs, Tennessee",92,37.5135423,47.4898206
1124,470930014001,"VGP3+78 Kingston, Tennessee",124,38.00667254,60.22467323
1125,470930014001,"8RWR+WH LaFollette, Tennessee",126,38.49472733,55.61460284
1126,470930014001,"PJCV+PG Loudon, Tennessee",128,38.6158035,59.24281932
1127,470930014001,"VF72+93 Sevierville, Tennessee",96,38.97424895,50.3972429
1128,470930014001,"9R3V+3C LaFollette, Tennessee",140,39.48027781,56.53486473
1129,470930014001,"VCRX+RP Harriman, Tennessee",81,40.91701246,63.78889323
1130,470930014001,"9V87+JP LaFollette, Tennessee",121,41.66756319,58.83302658
1131,470930014001,"9VJM+VG LaFollette, Tennessee",129,44.90880215,61.58664648
1132,470930014001,"VGJQ+PQ Sevierville, Tennessee",114,46.34508377,58.69597476
1133,470930014001,"RC3F+2F Pigeon Forge, Tennessee",125,46.43231745,55.80184728
1134,470930014001,"MP76+2C Loudon, Tennessee",18,47.76113571,70.82118913
1135,470930014001,"QCMX+MP Pigeon Forge, Tennessee",130,50.38948197,60.89714977
1136,470930014001,"QFG4+V6 Pigeon Forge, Tennessee",137,51.07480032,61.4010837
