OID_,CBG,PlusCode,DestinationID,Total_TravelTime,Total_Kilometers
19337,470930055023,"X384+FG Knoxville, Tennessee",65,36.58680757,34.0007525
19338,470930055023,"243P+M4 Knoxville, Tennessee",77,36.87182969,46.72792451
19339,470930055023,"Q27H+C9 Alcoa, Tennessee",32,37.0972491,37.13687362
19340,470930055023,"Q28H+2W Alcoa, Tennessee",139,37.10067354,37.13981404
19341,470930055023,"X3RH+94 Knoxville, Tennessee",91,37.12129463,35.71007919
19342,470930055023,"X3VH+69 Knoxville, Tennessee",75,37.73934702,36.05852203
19343,470930055023,"Q28G+Q8 Alcoa, Tennessee",31,37.77418633,37.70496545
19344,470930055023,"24MJ+RQ Knoxville, Tennessee",104,37.91926454,48.94623587
19345,470930055023,"X4XF+C6 Knoxville, Tennessee",82,37.98062494,49.03220078
19346,470930055023,"Q26C+F9 Alcoa, Tennessee",33,38.56900307,37.9717215
19347,470930055023,"24PJ+H8 Knoxville, Tennessee",103,38.57925842,49.10186074
19348,470930055023,"QCMX+MP Pigeon Forge, Tennessee",130,38.63100445,35.52970606
19349,470930055023,"W3X6+X5 Knoxville, Tennessee",49,38.69639361,34.05514311
19350,470930055023,"R324+P3 Maryville, Tennessee",30,39.13906246,41.19149341
19351,470930055023,"QFG4+V6 Pigeon Forge, Tennessee",137,39.3163228,36.03363999
19352,470930055023,"223F+WV Knoxville, Tennessee",101,39.42979618,39.29580627
19353,470930055023,"Q3V3+PQ Maryville, Tennessee",38,39.46307781,39.21832584
19354,470930055023,"228J+54 Knoxville, Tennessee",100,40.34787273,39.85604195
19355,470930055023,"236G+RW Knoxville, Tennessee",109,40.78588902,38.29257822
19356,470930055023,"Q2F6+95 Alcoa, Tennessee",15,41.12761367,39.78606715
19357,470930055023,"238H+38 Knoxville, Tennessee",107,41.17154496,41.54718372
19358,470930055023,"W2RC+PJ Knoxville, Tennessee",46,41.29571665,43.63751368
19359,470930055023,"4G87+V3 Jefferson City, Tennessee",135,41.43658426,50.43626249
19360,470930055023,"P2P4+HF Maryville, Tennessee",17,41.61652141,40.2107158
19361,470930055023,"4G99+Q5 Jefferson City, Tennessee",132,41.74703722,50.78456322
19362,470930055023,"VW6J+V3 Knoxville, Tennessee",5,41.75485723,47.04125494
19363,470930055023,"VW6J+V3 Knoxville, Tennessee",9,41.75485723,47.04125494
19364,470930055023,"4G98+FH Jefferson City, Tennessee",117,41.82529615,50.85964679
19365,470930055023,"W2W9+25 Knoxville, Tennessee",70,41.84397413,39.72389616
19366,470930055023,"P2R4+G7 Maryville, Tennessee",16,41.84474428,40.33833827
19367,470930055023,"23FC+W9 Knoxville, Tennessee",106,41.96324662,54.45478747
19368,470930055023,"WXMM+6Q Knoxville, Tennessee",64,42.29809071,42.28820695
19369,470930055023,"W2R8+Q4 Knoxville, Tennessee",71,42.46003752,44.29220254
19370,470930055023,"VW6F+6C Knoxville, Tennessee",2,42.55581187,47.50240397
19371,470930055023,"W2Q8+V4 Knoxville, Tennessee",45,42.66325162,44.33464544
19372,470930055023,"W2Q8+V4 Knoxville, Tennessee",66,42.66325162,44.33464544
19373,470930055023,"23M9+39 Knoxville, Tennessee",134,42.83427963,55.18000105
19374,470930055023,"VW7C+36 Knoxville, Tennessee",8,42.96120613,47.71036914
19375,470930055023,"VW7C+36 Knoxville, Tennessee",19,42.96120613,47.71036914
19376,470930055023,"WXMX+JJ Knoxville, Tennessee",52,42.98525809,41.96351449
19377,470930055023,"W2P6+V5 Knoxville, Tennessee",48,43.04406425,44.83434262
19378,470930055023,"XXGQ+HH Knoxville, Tennessee",83,43.35567916,42.87317084
19379,470930055023,"XXGQ+HH Knoxville, Tennessee",88,43.35567916,42.87317084
19380,470930055023,"2XVW+RQ Powell, Tennessee",120,43.4997376,45.33393157
19381,470930055023,"2X5G+FG Knoxville, Tennessee",99,43.74377635,43.64781975
19382,470930055023,"XXJM+8F Knoxville, Tennessee",87,43.75452834,43.34397569
19383,470930055023,"4C2W+G7 New Market, Tennessee",111,43.78835982,43.52735618
19384,470930055023,"WXG4+7Q Knoxville, Tennessee",76,43.84770309,45.16187185
19385,470930055023,"WXG3+VJ Knoxville, Tennessee",25,44.06109894,45.36837784
19386,470930055023,"WWGP+FW Knoxville, Tennessee",108,44.08118737,46.46190027
19387,470930055023,"2X3G+JQ Knoxville, Tennessee",98,44.19621844,43.89349529
19388,470930055023,"WXF2+93 Knoxville, Tennessee",23,44.64499795,45.79363747
19389,470930055023,"WXC2+HQ Knoxville, Tennessee",68,44.66385694,45.88388221
19390,470930055023,"WWFR+HR Knoxville, Tennessee",62,44.70144118,46.48962412
19391,470930055023,"WXC2+W7 Knoxville, Tennessee",57,44.75244995,45.95802407
19392,470930055023,"WXF9+C4 Knoxville, Tennessee",27,45.1790232,46.01423467
19393,470930055023,"WWFP+5F Knoxville, Tennessee",24,45.25409515,47.27775351
19394,470930055023,"WWC7+P3 Knoxville, Tennessee",59,45.35967673,48.76664804
19395,470930055023,"WWCW+PW Knoxville, Tennessee",69,45.87297344,46.17604234
19396,470930055023,"2X93+55 Powell, Tennessee",102,46.37793924,46.43564438
19397,470930055023,"WW8F+RV Knoxville, Tennessee",56,46.40610156,48.28005466
19398,470930055023,"WW76+C9 Knoxville, Tennessee",39,47.07381304,49.69272824
19399,470930055023,"WW76+C9 Knoxville, Tennessee",40,47.07381304,49.69272824
19400,470930055023,"2WCX+GC Powell, Tennessee",115,47.16324876,47.09702383
19401,470930055023,"33CF+6R Knoxville, Tennessee",122,47.3398102,59.6188161
19402,470930055023,"QVQX+Q4 Louisville, Tennessee",1,47.51951633,51.62670836
19403,470930055023,"WW65+22 Knoxville, Tennessee",26,48.38289371,50.52328963
19404,470930055023,"WV6V+M2 Knoxville, Tennessee",55,48.54572058,56.53964478
19405,470930055023,"WW55+XV Knoxville, Tennessee",22,48.63720982,50.61655503
19406,470930055023,"33JG+97 Knoxville, Tennessee",112,48.79425648,60.78442032
19407,470930055023,"WWV4+3G Knoxville, Tennessee",72,49.24603872,51.36199357
19408,470930055023,"WWV4+3G Knoxville, Tennessee",73,49.24603872,51.36199357
19409,470930055023,"47MP+W4 Blaine, Tennessee",116,49.69442506,60.14936294
19410,470930055023,"33M8+P9 Knoxville, Tennessee",133,50.10224409,61.63792102
19411,470930055023,"3WJW+J8 Heiskell, Tennessee",113,50.45869484,52.31579073
19412,470930055023,"XWM3+8R Knoxville, Tennessee",86,50.79376741,50.9649832
19413,470930055023,"WVXP+9V Knoxville, Tennessee",43,51.18955075,53.40853845
19414,470930055023,"VVX2+XW Knoxville, Tennessee",36,51.37067396,59.12914211
19415,470930055023,"VVX2+XW Knoxville, Tennessee",67,51.37067396,59.12914211
19416,470930055023,"VRJV+58 Knoxville, Tennessee",7,51.58954275,59.70632422
19417,470930055023,"VRJV+58 Knoxville, Tennessee",20,51.58954275,59.70632422
19418,470930055023,"VRVH+9W Knoxville, Tennessee",13,51.65104276,57.91924303
19419,470930055023,"VRJM+8X Farragut, Tennessee",12,52.28858216,60.34411235
19420,470930055023,"VRFC+WR Knoxville, Tennessee",6,53.45781172,61.63984805
19421,470930055023,"WRJ7+H8 Knoxville, Tennessee",58,54.49810786,64.64241761
19422,470930055023,"VRXX+X7 Knoxville, Tennessee",28,54.63848411,59.97045358
19423,470930055023,"VRXX+X7 Knoxville, Tennessee",37,54.63848411,59.97045358
19424,470930055023,"5WWH+HH Norris, Tennessee",110,58.25699894,65.81916226
19425,470930055023,"RP9J+MC Lenoir City, Tennessee",3,60.10448543,71.69564459
19426,470930055023,"2Q33+M3 Oak Ridge, Tennessee",79,60.37674443,73.59775359
19427,470930055023,"2Q33+M3 Oak Ridge, Tennessee",142,60.37674443,73.59775359
19428,470930055023,"4V9M+4Q Clinton, Tennessee",141,60.98249784,68.34449914
19429,470930055023,"3VR6+M3 Clinton, Tennessee",119,61.00918411,65.23682501
19430,470930055023,"RPCP+R5 Lenoir City, Tennessee",21,61.52108545,72.25506423
19431,470930055023,"QPXW+J6 Lenoir City, Tennessee",4,61.61817149,68.40211455
19432,470930055023,"2P5W+GQ Oak Ridge, Tennessee",90,61.69173824,74.43541447
19433,470930055023,"RP6P+MW Lenoir City, Tennessee",10,61.87826069,73.0140487
19434,470930055023,"2QCC+4X Oak Ridge, Tennessee",80,62.16810941,76.07379441
19435,470930055023,"RP2P+RV Lenoir City, Tennessee",11,62.40277216,68.98766371
19436,470930055023,"2Q82+QV Oak Ridge, Tennessee",78,62.47446565,75.88267103
19437,470930055023,"2Q82+QV Oak Ridge, Tennessee",127,62.47446565,75.88267103
19438,470930055023,"2P7J+5R Oak Ridge, Tennessee",85,62.65829696,75.74323365
19439,470930055023,"2P7J+5R Oak Ridge, Tennessee",97,62.65829696,75.74323365
19440,470930055023,"QPVQ+88 Lenoir City, Tennessee",14,63.73850981,69.78567708
19441,470930055023,"2QH5+HQ Oak Ridge, Tennessee",105,63.83404863,76.61845876
19442,470930055023,"QPPH+XM Lenoir City, Tennessee",29,63.891847,69.90037954
19443,470930055023,"7634+6M Maynardville, Tennessee",138,67.44572098,85.66102197
19444,470930055023,"PJ9J+7H Loudon, Tennessee",131,68.56209584,88.35589869
19445,470930055023,"2MP9+HM Oliver Springs, Tennessee",92,68.8260882,82.33957659
19446,470930055023,"VGP3+78 Kingston, Tennessee",124,69.37795834,90.71779925
19447,470930055023,"PJCV+PG Loudon, Tennessee",128,69.9870893,89.73594533
19448,470930055023,"8RPG+XG Jacksboro, Tennessee",136,70.15474816,87.66215474
19449,470930055023,"8RWR+WH LaFollette, Tennessee",126,71.2240327,88.7239506
19450,470930055023,"9R3V+3C LaFollette, Tennessee",140,72.20958318,89.64421249
19451,470930055023,"VCRX+RP Harriman, Tennessee",81,72.28829825,94.28201925
19452,470930055023,"MP76+2C Loudon, Tennessee",18,73.67537871,83.67969663
19453,470930055023,"9V87+JP LaFollette, Tennessee",121,74.39686856,91.94237434
19454,470930055023,"9VJM+VG LaFollette, Tennessee",129,77.63810752,94.69599423
19455,470930056021,"W536+GW Knoxville, Tennessee",44,7.835890082,5.610419614
19456,470930056021,"W564+JF Knoxville, Tennessee",42,10.38668597,6.84488784
19457,470930056021,"W564+JF Knoxville, Tennessee",61,10.38668597,6.84488784
19458,470930056021,"V6GG+R7 Seymour, Tennessee",47,10.92954349,9.804872747
19459,470930056021,"V6GG+R7 Seymour, Tennessee",51,10.92954349,9.804872747
19460,470930056021,"V3Q7+MM Knoxville, Tennessee",54,12.28171786,11.68103724
19461,470930056021,"V69V+HH Seymour, Tennessee",50,13.05604046,11.8079596
19462,470930056021,"W3MV+W7 Knoxville, Tennessee",41,13.41538103,11.41729873
19463,470930056021,"W3MV+39 Knoxville, Tennessee",53,13.67666547,11.30431981
19464,470930056021,"W3MV+39 Knoxville, Tennessee",63,13.67666547,11.30431981
19465,470930056021,"R324+P3 Maryville, Tennessee",30,20.10583129,14.87493055
19466,470930056021,"Q3V3+PQ Maryville, Tennessee",38,21.12073907,15.67918657
19467,470930056021,"X3JC+HQ Knoxville, Tennessee",74,21.24283262,17.49206386
19468,470930056021,"X3HV+HG Knoxville, Tennessee",60,21.37543566,17.98397961
19469,470930056021,"X384+FG Knoxville, Tennessee",65,21.49630375,16.9151677
19470,470930056021,"W3X6+X5 Knoxville, Tennessee",49,21.83055666,21.75897394
19471,470930056021,"X3RH+94 Knoxville, Tennessee",91,22.03079081,18.62449439
19472,470930056021,"X3VH+69 Knoxville, Tennessee",75,22.6488432,18.97293723
19473,470930056021,"269C+RP Knoxville, Tennessee",84,23.18767613,24.57562956
19474,470930056021,"243P+M4 Knoxville, Tennessee",77,23.93727926,24.06054907
19475,470930056021,"W2RC+PJ Knoxville, Tennessee",46,24.03533377,24.56784667
19476,470930056021,"Q2F6+95 Alcoa, Tennessee",15,24.17007178,26.81245654
19477,470930056021,"223F+WV Knoxville, Tennessee",101,24.33929236,22.21022146
19478,470930056021,"VW6J+V3 Knoxville, Tennessee",5,24.49447435,27.97158793
19479,470930056021,"VW6J+V3 Knoxville, Tennessee",9,24.49447435,27.97158793
19480,470930056021,"Q2JX+88 Maryville, Tennessee",34,24.92714725,24.60326237
19481,470930056021,"X4XF+C6 Knoxville, Tennessee",82,25.11408449,25.23374285
19482,470930056021,"W2R8+Q4 Knoxville, Tennessee",71,25.19965464,25.22253553
19483,470930056021,"228J+54 Knoxville, Tennessee",100,25.2573689,22.77045715
19484,470930056021,"VW6F+6C Knoxville, Tennessee",2,25.29542898,28.43273696
19485,470930056021,"24MJ+RQ Knoxville, Tennessee",104,25.30316684,26.28985681
19486,470930056021,"W2Q8+V4 Knoxville, Tennessee",45,25.40286874,25.26497844
19487,470930056021,"W2Q8+V4 Knoxville, Tennessee",66,25.40286874,25.26497844
19488,470930056021,"Q28G+Q8 Alcoa, Tennessee",31,25.49826322,27.84140021
19489,470930056021,"236G+RW Knoxville, Tennessee",109,25.6953852,21.20699342
19490,470930056021,"VW7C+36 Knoxville, Tennessee",8,25.70082325,28.64070213
19491,470930056021,"VW7C+36 Knoxville, Tennessee",19,25.70082325,28.64070213
19492,470930056021,"W2W9+25 Knoxville, Tennessee",70,25.71545302,25.56982175
19493,470930056021,"W2P6+V5 Knoxville, Tennessee",48,25.78368137,25.76467561
19494,470930056021,"Q28H+2W Alcoa, Tennessee",139,25.89594892,28.19611332
19495,470930056021,"Q27H+C9 Alcoa, Tennessee",32,25.89915681,28.19905374
19496,470930056021,"24PJ+H8 Knoxville, Tennessee",103,25.96316072,26.44548168
19497,470930056021,"238H+38 Knoxville, Tennessee",107,26.08104114,24.46159892
19498,470930056021,"Q26C+F9 Alcoa, Tennessee",33,26.21794838,28.30518128
19499,470930056021,"WXMM+6Q Knoxville, Tennessee",64,27.05825133,29.87737512
19500,470930056021,"27QH+4X Strawberry Plains, Tennessee",95,27.28967849,30.3689142
19501,470930056021,"WXMX+JJ Knoxville, Tennessee",52,27.33993663,26.8205273
19502,470930056021,"P2R4+G7 Maryville, Tennessee",16,27.64049715,30.31176357
19503,470930056021,"23FC+W9 Knoxville, Tennessee",106,27.66852832,25.38950772
19504,470930056021,"XXGQ+HH Knoxville, Tennessee",83,28.11583978,30.46233901
19505,470930056021,"XXGQ+HH Knoxville, Tennessee",88,28.11583978,30.46233901
19506,470930056021,"2XVW+RQ Powell, Tennessee",120,28.40923378,28.24834677
19507,470930056021,"P2P4+HF Maryville, Tennessee",17,28.5034053,31.25653126
19508,470930056021,"XXJM+8F Knoxville, Tennessee",87,28.51468896,30.93314386
19509,470930056021,"23M9+39 Knoxville, Tennessee",134,28.53956133,26.1147213
19510,470930056021,"WXG4+7Q Knoxville, Tennessee",76,28.60786371,32.75104002
19511,470930056021,"2X5G+FG Knoxville, Tennessee",99,28.65327252,26.56223495
19512,470930056021,"WXG3+VJ Knoxville, Tennessee",25,28.82125956,32.95754601
19513,470930056021,"WWGP+FW Knoxville, Tennessee",108,28.84134799,34.05106844
19514,470930056021,"2X3G+JQ Knoxville, Tennessee",98,29.10571462,26.80791048
19515,470930056021,"Q342+JR Maryville, Tennessee",35,29.20279828,30.80718171
19516,470930056021,"WXF2+93 Knoxville, Tennessee",23,29.40515857,33.38280563
19517,470930056021,"WXC2+HQ Knoxville, Tennessee",68,29.42401756,33.47305038
19518,470930056021,"WWFR+HR Knoxville, Tennessee",62,29.4616018,34.07879229
19519,470930056021,"WXC2+W7 Knoxville, Tennessee",57,29.51261057,33.54719223
19520,470930056021,"WXF9+C4 Knoxville, Tennessee",27,29.93918382,33.60340284
19521,470930056021,"WWFP+5F Knoxville, Tennessee",24,30.01425577,34.86692168
19522,470930056021,"WWC7+P3 Knoxville, Tennessee",59,30.11983735,36.35581621
19523,470930056021,"QVQX+Q4 Louisville, Tennessee",1,30.25913345,32.55704136
19524,470930056021,"WWCW+PW Knoxville, Tennessee",69,30.63313406,33.76521051
19525,470930056021,"WV6V+M2 Knoxville, Tennessee",55,30.90767504,35.77830038
19526,470930056021,"WW8F+RV Knoxville, Tennessee",56,31.16626218,35.86922283
19527,470930056021,"2X93+55 Powell, Tennessee",102,31.28743542,29.35005958
19528,470930056021,"WW65+22 Knoxville, Tennessee",26,31.54113387,36.73298501
19529,470930056021,"VCGG+MM Sevierville, Tennessee",94,31.7753934,33.16333531
19530,470930056021,"VCGG+MJ Sevierville, Tennessee",118,31.7753934,33.16333531
19531,470930056021,"WW76+C9 Knoxville, Tennessee",39,31.83397366,37.28189641
19532,470930056021,"WW76+C9 Knoxville, Tennessee",40,31.83397366,37.28189641
19533,470930056021,"VCHG+Q5 Sevierville, Tennessee",93,31.91944399,34.69048668
19534,470930056021,"2WCX+GC Powell, Tennessee",115,32.07274494,30.01143903
19535,470930056021,"WW55+XV Knoxville, Tennessee",22,32.15945636,37.10201199
19536,470930056021,"33CF+6R Knoxville, Tennessee",122,33.0450919,30.55353635
19537,470930056021,"VF72+93 Sevierville, Tennessee",96,33.50555024,33.6586464
19538,470930056021,"VVX2+XW Knoxville, Tennessee",36,33.73262842,38.36779771
19539,470930056021,"VVX2+XW Knoxville, Tennessee",67,33.73262842,38.36779771
19540,470930056021,"VRJV+58 Knoxville, Tennessee",7,33.9514972,38.94497982
19541,470930056021,"VRJV+58 Knoxville, Tennessee",20,33.9514972,38.94497982
19542,470930056021,"WWV4+3G Knoxville, Tennessee",72,34.00619934,38.95116174
19543,470930056021,"WWV4+3G Knoxville, Tennessee",73,34.00619934,38.95116174
19544,470930056021,"XC75+G5 Kodak, Tennessee",89,34.20464112,35.24285664
19545,470930056021,"33JG+97 Knoxville, Tennessee",112,34.49953818,31.71914057
19546,470930056021,"VRVH+9W Knoxville, Tennessee",13,34.53747225,41.9466938
19547,470930056021,"VRJM+8X Farragut, Tennessee",12,34.65053661,39.58276795
19548,470930056021,"33M8+P9 Knoxville, Tennessee",133,35.12992795,35.13136129
19549,470930056021,"3WJW+J8 Heiskell, Tennessee",113,35.36819102,35.23020593
19550,470930056021,"XWM3+8R Knoxville, Tennessee",86,35.55392803,38.55415136
19551,470930056021,"VRFC+WR Knoxville, Tennessee",6,35.81976618,40.87850365
19552,470930056021,"WVXP+9V Knoxville, Tennessee",43,35.94971137,40.99770662
19553,470930056021,"WRJ7+H8 Knoxville, Tennessee",58,36.86006231,43.88107321
19554,470930056021,"VRXX+X7 Knoxville, Tennessee",28,37.00043856,39.20910918
19555,470930056021,"VRXX+X7 Knoxville, Tennessee",37,37.00043856,39.20910918
19556,470930056021,"47MP+W4 Blaine, Tennessee",116,38.6516891,45.21401583
19557,470930056021,"4C2W+G7 New Market, Tennessee",111,39.43162125,47.70025759
19558,470930056021,"RC3F+2F Pigeon Forge, Tennessee",125,40.54387377,38.90655171
19559,470930056021,"VGJQ+PQ Sevierville, Tennessee",114,40.87638506,41.95737825
19560,470930056021,"2Q33+M3 Oak Ridge, Tennessee",79,42.73869888,52.83640919
19561,470930056021,"2Q33+M3 Oak Ridge, Tennessee",142,42.73869888,52.83640919
19562,470930056021,"RP9J+MC Lenoir City, Tennessee",3,42.99091492,55.72309537
19563,470930056021,"5WWH+HH Norris, Tennessee",110,43.16649512,48.73357746
19564,470930056021,"2P5W+GQ Oak Ridge, Tennessee",90,44.05369269,53.67407007
19565,470930056021,"3VR6+M3 Clinton, Tennessee",119,44.11444982,44.32771537
19566,470930056021,"RPCP+R5 Lenoir City, Tennessee",21,44.40751493,56.282515
19567,470930056021,"2QCC+4X Oak Ridge, Tennessee",80,44.53006387,55.31245001
19568,470930056021,"QCMX+MP Pigeon Forge, Tennessee",130,44.7388369,42.13903441
19569,470930056021,"RP6P+MW Lenoir City, Tennessee",10,44.76469018,57.04149947
19570,470930056021,"2Q82+QV Oak Ridge, Tennessee",78,44.83642011,55.12132663
19571,470930056021,"2Q82+QV Oak Ridge, Tennessee",127,44.83642011,55.12132663
19572,470930056021,"2P7J+5R Oak Ridge, Tennessee",85,45.02025142,54.98188925
19573,470930056021,"2P7J+5R Oak Ridge, Tennessee",97,45.02025142,54.98188925
19574,470930056021,"2H8F+VQ Dandridge, Tennessee",123,45.06992242,61.13876598
19575,470930056021,"4G87+V3 Jefferson City, Tennessee",135,45.37840509,53.8015356
19576,470930056021,"QFG4+V6 Pigeon Forge, Tennessee",137,45.60610161,44.66248719
19577,470930056021,"4G99+Q5 Jefferson City, Tennessee",132,45.68885804,54.14983633
19578,470930056021,"4G98+FH Jefferson City, Tennessee",117,45.76711697,54.2249199
19579,470930056021,"RP2P+RV Lenoir City, Tennessee",11,45.82139853,57.81937649
19580,470930056021,"4V9M+4Q Clinton, Tennessee",141,45.89199401,51.25891434
19581,470930056021,"2QH5+HQ Oak Ridge, Tennessee",105,46.19600309,55.85711436
19582,470930056021,"QPXW+J6 Lenoir City, Tennessee",4,46.94876758,59.86861031
19583,470930056021,"QPVQ+88 Lenoir City, Tennessee",14,49.16363483,59.53113833
19584,470930056021,"QPPH+XM Lenoir City, Tennessee",29,49.31697202,59.6458408
19585,470930056021,"2MP9+HM Oliver Springs, Tennessee",92,51.18804265,61.57823219
19586,470930056021,"PJ9J+7H Loudon, Tennessee",131,51.44852533,72.38334946
19587,470930056021,"VGP3+78 Kingston, Tennessee",124,52.26438783,74.74525002
19588,470930056021,"PJCV+PG Loudon, Tennessee",128,52.87351879,73.76339611
19589,470930056021,"7634+6M Maynardville, Tennessee",138,53.15100268,56.59574222
19590,470930056021,"8RPG+XG Jacksboro, Tennessee",136,55.06424434,70.57656994
19591,470930056021,"VCRX+RP Harriman, Tennessee",81,55.17472774,78.30947002
19592,470930056021,"8RWR+WH LaFollette, Tennessee",126,56.13352888,71.6383658
19593,470930056021,"9R3V+3C LaFollette, Tennessee",140,57.11907936,72.55862769
19594,470930056021,"MP76+2C Loudon, Tennessee",18,59.10050374,73.42515788
19595,470930056021,"9V87+JP LaFollette, Tennessee",121,59.30636474,74.85678954
19596,470930056021,"9VJM+VG LaFollette, Tennessee",129,62.5476037,77.61040943
19597,470930056022,"V3Q7+MM Knoxville, Tennessee",54,6.670201147,6.391969106
19598,470930056022,"W536+GW Knoxville, Tennessee",44,9.174391835,8.839435885
19599,470930056022,"W564+JF Knoxville, Tennessee",42,11.53739764,9.832017977
19600,470930056022,"W564+JF Knoxville, Tennessee",61,11.53739764,9.832017977
19601,470930056022,"W3MV+W7 Knoxville, Tennessee",41,12.38887414,9.270008069
19602,470930056022,"W3MV+39 Knoxville, Tennessee",53,12.9576145,9.353385037
19603,470930056022,"W3MV+39 Knoxville, Tennessee",63,12.9576145,9.353385037
19604,470930056022,"R324+P3 Maryville, Tennessee",30,13.83791801,11.69780801
19605,470930056022,"Q3V3+PQ Maryville, Tennessee",38,14.8528258,12.50206403
19606,470930056022,"V6GG+R7 Seymour, Tennessee",47,15.07170166,16.00260494
19607,470930056022,"V6GG+R7 Seymour, Tennessee",51,15.07170166,16.00260494
19608,470930056022,"W3X6+X5 Knoxville, Tennessee",49,16.21903995,16.46990581
19609,470930056022,"Q2JX+88 Maryville, Tennessee",34,16.88638568,14.17924398
19610,470930056022,"V69V+HH Seymour, Tennessee",50,17.19819863,18.00569179
19611,470930056022,"X384+FG Knoxville, Tennessee",65,17.34896761,18.02739216
19612,470930056022,"X3JC+HQ Knoxville, Tennessee",74,18.38646641,20.59739081
19613,470930056022,"W2RC+PJ Knoxville, Tennessee",46,18.42381706,19.27877854
19614,470930056022,"Q2F6+95 Alcoa, Tennessee",15,18.55855507,21.52338841
19615,470930056022,"VW6J+V3 Knoxville, Tennessee",5,18.88295764,22.6825198
19616,470930056022,"VW6J+V3 Knoxville, Tennessee",9,18.88295764,22.6825198
19617,470930056022,"X3RH+94 Knoxville, Tennessee",91,19.30719909,21.98738215
19618,470930056022,"W2R8+Q4 Knoxville, Tennessee",71,19.58813793,19.9334674
19619,470930056022,"VW6F+6C Knoxville, Tennessee",2,19.68391227,23.14366883
19620,470930056022,"W2Q8+V4 Knoxville, Tennessee",45,19.79135203,19.97591031
19621,470930056022,"W2Q8+V4 Knoxville, Tennessee",66,19.79135203,19.97591031
19622,470930056022,"Q28G+Q8 Alcoa, Tennessee",31,19.88674651,22.55233208
19623,470930056022,"X3VH+69 Knoxville, Tennessee",75,19.92525148,22.33582499
19624,470930056022,"VW7C+36 Knoxville, Tennessee",8,20.08930654,23.351634
19625,470930056022,"VW7C+36 Knoxville, Tennessee",19,20.08930654,23.351634
19626,470930056022,"W2W9+25 Knoxville, Tennessee",70,20.10393631,20.28075362
19627,470930056022,"W2P6+V5 Knoxville, Tennessee",48,20.17216466,20.47560748
19628,470930056022,"Q28H+2W Alcoa, Tennessee",139,20.28443221,22.90704518
19629,470930056022,"Q27H+C9 Alcoa, Tennessee",32,20.2876401,22.9099856
19630,470930056022,"X3HV+HG Knoxville, Tennessee",60,20.37539622,22.70425227
19631,470930056022,"Q26C+F9 Alcoa, Tennessee",33,20.60643167,23.01611315
19632,470930056022,"WXMM+6Q Knoxville, Tennessee",64,21.44673462,24.58830698
19633,470930056022,"223F+WV Knoxville, Tennessee",101,21.48292615,25.31554842
19634,470930056022,"WXMX+JJ Knoxville, Tennessee",52,21.72841993,21.53145916
19635,470930056022,"P2R4+G7 Maryville, Tennessee",16,22.02898044,25.02269543
19636,470930056022,"Q342+JR Maryville, Tennessee",35,22.23750988,17.71062837
19637,470930056022,"228J+54 Knoxville, Tennessee",100,22.4010027,25.8757841
19638,470930056022,"X4XF+C6 Knoxville, Tennessee",82,22.4109246,27.05305525
19639,470930056022,"XXGQ+HH Knoxville, Tennessee",83,22.50432307,25.17327087
19640,470930056022,"XXGQ+HH Knoxville, Tennessee",88,22.50432307,25.17327087
19641,470930056022,"P2P4+HF Maryville, Tennessee",17,22.89188859,25.96746312
19642,470930056022,"XXJM+8F Knoxville, Tennessee",87,22.90317225,25.64407573
19643,470930056022,"236G+RW Knoxville, Tennessee",109,22.94419738,27.6213032
19644,470930056022,"WXG4+7Q Knoxville, Tennessee",76,22.996347,27.46197188
19645,470930056022,"WXG3+VJ Knoxville, Tennessee",25,23.20974285,27.66847788
19646,470930056022,"238H+38 Knoxville, Tennessee",107,23.22467493,27.56692587
19647,470930056022,"WWGP+FW Knoxville, Tennessee",108,23.22983128,28.7620003
19648,470930056022,"243P+M4 Knoxville, Tennessee",77,23.32570348,28.22295505
19649,470930056022,"WXF2+93 Knoxville, Tennessee",23,23.79364186,28.0937375
19650,470930056022,"WXC2+HQ Knoxville, Tennessee",68,23.81250085,28.18398225
19651,470930056022,"WWFR+HR Knoxville, Tennessee",62,23.85008509,28.78972415
19652,470930056022,"WXC2+W7 Knoxville, Tennessee",57,23.90109386,28.2581241
19653,470930056022,"24MJ+RQ Knoxville, Tennessee",104,24.03431648,30.04558517
19654,470930056022,"269C+RP Knoxville, Tennessee",84,24.28116334,27.74113015
19655,470930056022,"WXF9+C4 Knoxville, Tennessee",27,24.32766711,28.31433471
19656,470930056022,"WWFP+5F Knoxville, Tennessee",24,24.40273906,29.57785355
19657,470930056022,"WWC7+P3 Knoxville, Tennessee",59,24.50832064,31.06674808
19658,470930056022,"QVQX+Q4 Louisville, Tennessee",1,24.64761674,27.26797322
19659,470930056022,"24PJ+H8 Knoxville, Tennessee",103,24.69431035,30.20121004
19660,470930056022,"23FC+W9 Knoxville, Tennessee",106,24.81216212,28.49483467
19661,470930056022,"WWCW+PW Knoxville, Tennessee",69,25.02161735,28.47614238
19662,470930056022,"WV6V+M2 Knoxville, Tennessee",55,25.29615833,30.48923225
19663,470930056022,"2XVW+RQ Powell, Tennessee",120,25.55286757,31.35367372
19664,470930056022,"WW8F+RV Knoxville, Tennessee",56,25.55474547,30.5801547
19665,470930056022,"23M9+39 Knoxville, Tennessee",134,25.68319513,29.22004825
19666,470930056022,"2X5G+FG Knoxville, Tennessee",99,25.79690632,29.6675619
