,FacilityID,FacilityRa,Name,IncidentCu,FacilityCu,IncidentID,StartTime,EndTime,StartTimeU,EndTimeUTC,Total_Minu,Total_Trav,Total_Mile,Total_Kilo,Total_Time,Total_Walk,Total_Truc,Total_Tr_1,Shape_Leng,geometry,sg_unpack_idx,customer_PlusCode,customer_Title,placekey,safegraph_place_id,latitude,longitude,open_hours,poi_cbg,visitor_home_cbg,cbg_visitor_name
75,"WXC2+HQ Knoxville, Tennessee",1,"470930044031 - WXC2+HQ Knoxville, Tennessee",1,2,470930044031,,,,,0.0,0.439577296469,0.0,0.360105703122,0.0,0.0,0.0,0.0,445.475528651,"LINESTRING (2547269.243818154 584854.2659095955, 2547299.390000552 584785.3270293641, 2546788.453016484 584567.5937997086, 2546424.3598165 584411.0527674028, 2546280.9131847 584347.439172889)",3353,"WXC2+HQ Knoxville, Tennessee",Target Grocery,222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,"{ ""Mon"": [[""8:00"", ""23:00""]], ""Tue"": [[""8:00"", ""23:00""]], ""Wed"": [[""8:00"", ""23:00""]], ""Thu"": [[""8:00"", ""23:00""]], ""Fri"": [[""8:00"", ""23:00""]], ""Sat"": [[""8:00"", ""23:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",470930000000.0,470930044031,23.0
76,"WXC2+W7 Knoxville, Tennessee",1,"470930044032 - WXC2+W7 Knoxville, Tennessee",1,1,470930044032,,,,,0.0,3.43799952696,0.0,1.44843550895,0.0,0.0,0.0,0.0,1783.27680409,"LINESTRING (2546480.277478836 581459.4219311927, 2546654.425058398 581637.6579713197, 2546414.138617291 582102.5364170417, 2546622.300033494 582208.6335282783, 2546782.29371453 582353.8202695664, 2546492.409382342 582781.2994910236, 2546398.660540276 583027.0086987943, 2546272.234359555 582980.7965821696, 2546016.420643107 582888.3155975295, 2545801.833320762 582807.5806706151, 2545651.939529005 582749.9813072849, 2545458.464009487 583244.927012449, 2545440.328293107 583412.045658299, 2545603.039595594 583866.7543074304, 2545611.8964664 584165.4821697632, 2545915.572261413 584233.4278258489, 2546052.818997456 584263.947167141)",,,,,,,,,,,
77,"WXF9+C4 Knoxville, Tennessee",1,"470930044033 - WXF9+C4 Knoxville, Tennessee",2,1,470930044033,,,,,0.0,3.46786371796,0.0,2.23900247445,0.0,0.0,0.0,0.0,2765.79087177,"LINESTRING (2548401.593559861 579983.2444534944, 2548438.873274802 579787.3485974488, 2548597.659577176 579845.1400101391, 2548841.768043811 580079.4031293717, 2549149.986085455 580365.9248885781, 2549554.001687971 580749.0340482029, 2549873.537008994 581061.277058277, 2550735.319876878 581803.1163860876, 2551496.957692076 582368.2045994165, 2551584.306893583 582442.7801100379, 2551399.577133398 582792.2287690028, 2551284.697533588 583055.7020641757, 2551231.36967153 583203.9056609134, 2550983.737395228 584178.3237945156, 2550961.405634813 584257.9741160923, 2550910.456363558 584435.3532661988, 2550837.688618835 584666.9072906913, 2550633.976588128 585077.874141675, 2550541.667265053 585245.5112827354)",7334,"WXF9+C4 Knoxville, Tennessee",Food City,222-225@8g9-m9t-cqz,sg:dc6bf6ca9e1d47aca9a9e795f2b6a530,35.92361,-84.032175,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }",470930000000.0,470930044033,12.0
78,"WXF9+C4 Knoxville, Tennessee",1,"470930044041 - WXF9+C4 Knoxville, Tennessee",1,1,470930044041,,,,,0.0,5.11101701763,0.0,3.34805544178,0.0,0.0,0.0,0.0,4126.49477832,"LINESTRING (2557144.51312198 584572.2698799424, 2557000.570208019 584514.7320545473, 2556827.246073025 584445.6757714662, 2557049.47479707 583856.7226510413, 2556716.067944163 583795.3383435797, 2556359.346282969 583715.2799850553, 2556266.018775399 583644.2093911751, 2556143.448696238 583408.7056491765, 2555501.5561844 583224.571504089, 2555222.298001729 582974.9749602301, 2554861.261960063 582814.7486192154, 2554813.910829465 582227.6069191525, 2554610.300544022 582190.7192727117, 2554325.873515154 582195.8896607553, 2554091.701228481 582205.7193055998, 2553913.925304203 582209.408660832, 2553848.794708854 582208.0927655204, 2553786.551087712 582210.4761398137, 2553656.069392475 582218.7632893882, 2553498.796656419 582233.7919424475, 2553198.810861282 582129.4324286677, 2553063.729979055 582072.0934903797, 2552916.8796602 582010.8768678769, 2552799.707322236 581946.6188028947, 2552437.518896673 581695.3776644081, 2552364.458906546 581646.5738225132, 2552235.954911678 581556.603396343, 2552129.256845586 581707.3712283324, 2552086.636624495 581764.766695796, 2551703.281016851 582270.412172521, 2551399.577133398 582792.2287690028, 2551284.697533588 583055.7020641757, 2551231.36967153 583203.9056609134, 2550983.737395228 584178.3237945156, 2550961.405634813 584257.9741160923, 2550910.456363558 584435.3532661988, 2550837.688618835 584666.9072906913, 2550633.976588128 585077.874141675, 2550541.667265053 585245.5112827354)",7339,"WXF9+C4 Knoxville, Tennessee",Food City,222-225@8g9-m9t-cqz,sg:dc6bf6ca9e1d47aca9a9e795f2b6a530,35.92361,-84.032175,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }",470930000000.0,470930044041,5.0
79,"WXMM+6Q Knoxville, Tennessee",1,"470930044042 - WXMM+6Q Knoxville, Tennessee",2,1,470930044042,,,,,0.0,2.21961819268,0.0,1.14223736987,0.0,0.0,0.0,0.0,1408.95053415,"LINESTRING (2554207.082100337 586617.8951215516, 2554827.012556248 586848.1676710038, 2555158.47131577 587004.1552253002, 2555428.662412877 587260.8502067809, 2555373.539805967 587350.7561560503, 2555924.99262046 587609.5146822868, 2555638.350072995 588018.7665598762, 2555522.619494697 588030.984624201, 2555359.383461381 588049.5227133071, 2555376.184312532 588097.1947550067, 2555424.437502133 588200.1177508348, 2555501.699054606 588332.7556017885, 2555539.144505929 588384.4872798359, 2555576.663585821 588432.5793143102, 2555806.949410765 588612.0108749946, 2555868.294010308 588653.3046638862, 2555899.59046029 588674.2897135053)",6814,"WXMM+6Q Knoxville, Tennessee",Whole Foods Market,228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }",470930000000.0,470930044042,10.0
80,"WXMM+6Q Knoxville, Tennessee",1,"470930045001 - WXMM+6Q Knoxville, Tennessee",2,2,470930045001,,,,,0.0,4.08231456622,0.0,2.09064532276,0.0,0.0,0.0,0.0,2573.96476455,"LINESTRING (2555134.809711732 590767.3164526456, 2555861.17742495 591194.5144270695, 2556235.644317735 591416.9241667802, 2557016.07970607 591913.371772463, 2557121.80663843 591809.9339104717, 2557143.630774904 591464.4903868445, 2557270.668860447 591477.9951803044, 2557310.326454544 591420.5467274085, 2557317.725267357 591347.8789007036, 2557422.716546819 590843.9262610034, 2557484.572676816 590714.1111888465, 2557644.764402153 590407.8912155263, 2557700.332895499 590296.1532133715, 2557881.246943753 589990.3560117555, 2557738.147399457 589892.7809549797, 2557665.117276387 589843.9636062462, 2557554.276933176 589761.6092321939, 2556084.367777328 588803.3230012832, 2555935.48429013 588698.3581448006, 2555899.59046029 588674.2897135053)",6828,"WXMM+6Q Knoxville, Tennessee",Whole Foods Market,228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }",470930000000.0,470930045001,6.0
81,"WWGP+FW Knoxville, Tennessee",1,"470930045002 - WWGP+FW Knoxville, Tennessee",2,1,470930045002,,,,,0.0,2.21354995837,0.0,1.45902221837,0.0,0.0,0.0,0.0,1798.70227754,"LINESTRING (2543187.407398756 588412.0187808046, 2543167.067431144 587532.019364267, 2543143.460100514 587229.3585694723, 2542756.279591114 587043.2783031786, 2542541.135040224 586842.4072275013, 2542631.521959417 586764.0992017766, 2543080.937659462 586350.6687668519, 2543179.846735566 585992.1845017436, 2543181.362854027 585915.7564039049, 2543178.619087115 585606.2282798009, 2543174.864686608 585347.6519938769, 2542568.388983321 585168.1481658106, 2542335.760410378 585101.6447184558, 2542102.807352453 585034.1471158828)",5727,"WWGP+FW Knoxville, Tennessee",Walmart Supercenter,222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",470930000000.0,470930045002,48.0
82,"WXG3+VJ Knoxville, Tennessee",1,"470930045003 - WXG3+VJ Knoxville, Tennessee",2,1,470930045003,,,,,0.0,2.72925395888,0.0,1.40276944515,0.0,0.0,0.0,0.0,1736.95272074,"LINESTRING (2547020.769798663 589097.8459825084, 2546706.853115955 588803.9484699154, 2546612.520490421 588634.5849428507, 2546580.343668709 588466.4621766108, 2546535.272934829 588054.1430878448, 2546472.278578757 587798.0244664095, 2546236.155096023 587611.2704052327, 2546355.29481391 587427.9618796314, 2546456.022632465 587277.0542214876, 2546623.832320912 587029.1820977894, 2546712.359576774 586896.2364420921, 2546987.408208437 586468.4628237333, 2547116.620404036 586077.8285151825, 2547126.30030792 586037.9722870105, 2547181.762845398 585929.8535965927, 2547274.20146494 585749.6564357314, 2547298.900233019 585699.1775260787, 2547320.566494287 585652.2788309752, 2547394.591322103 585504.4820115877, 2547283.269247481 585444.0036914285, 2547204.144807334 585402.3733677807, 2547130.867794858 585364.5009089663, 2547048.855690936 585319.1725896873, 2547030.475891151 585309.2120942895)",,,,,,,,,,,
83,"WXMM+6Q Knoxville, Tennessee",1,"470930045004 - WXMM+6Q Knoxville, Tennessee",1,1,470930045004,,,,,0.0,4.05388689666,0.0,2.33439527363,0.0,0.0,0.0,0.0,2896.07019121,"LINESTRING (2551160.426128565 589380.9762590766, 2551017.720830844 589851.5141319676, 2551341.999877349 590069.2095355649, 2551469.719133161 589755.021516047, 2551614.5109791 589328.3103260698, 2551770.779412613 588920.0352093233, 2553380.674009071 589403.9680784197, 2553487.459283761 588954.6527684915, 2553561.415061444 588664.8742434237, 2553614.30493117 588538.5110029242, 2553719.130154681 588333.0973945935, 2553842.083853427 588109.8457151196, 2553950.09270461 587893.5746376554, 2554115.037965142 587936.9584913211, 2554959.430785108 588059.6272048006, 2555359.383461381 588049.5227133071, 2555376.184312532 588097.1947550067, 2555424.437502133 588200.1177508348, 2555501.699054606 588332.7556017885, 2555539.144505929 588384.4872798359, 2555576.663585821 588432.5793143102, 2555806.949410765 588612.0108749946, 2555868.294010308 588653.3046638862, 2555899.59046029 588674.2897135053)",6827,"WXMM+6Q Knoxville, Tennessee",Whole Foods Market,228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }",470930000000.0,470930045004,6.0
84,"WVXP+9V Knoxville, Tennessee",1,"470930046061 - WVXP+9V Knoxville, Tennessee",2,1,470930046061,,,,,0.0,7.03173645997,0.0,5.41499446981,0.0,0.0,0.0,0.0,6679.61748413,"LINESTRING (2535076.0092747 597439.6249751033, 2535203.78011625 597565.9150290618, 2535128.16961006 597648.1754028898, 2534882.295879861 597657.9290313346, 2534601.526676304 597787.1510461445, 2534435.37372125 597958.6652239185, 2534483.255924476 598083.3907641959, 2534345.484589159 598317.3550361975, 2534411.987200971 598700.946275325, 2534325.37165331 598892.2201076613, 2534148.359469756 599165.4682475372, 2533829.337736316 598980.8352093922, 2533490.854885305 598883.2072350174, 2532972.501113493 598902.2250643455, 2532229.264719577 599069.7896039279, 2531786.215181108 599174.0347216851, 2531682.092821908 599201.1363650234, 2531483.503058613 599215.4789165355, 2531306.898077872 599164.7146567513, 2530751.440154346 598960.9580960096, 2529974.705360299 598567.2368369527, 2529227.397326641 598181.3886283697, 2529130.600963821 598135.8241376047, 2528640.907522479 597896.973686489, 2528356.499885907 597756.7618732187, 2528016.432881752 597586.3508312022, 2527480.142696952 597153.6545685048, 2526792.915559039 596565.1429229949, 2526629.525582242 596441.8454377357, 2526215.091491707 596135.3115943638, 2525794.730156255 595828.6696503538, 2525186.095788517 595460.1608774863, 2524908.05523232 595294.6203598926, 2524782.140547659 595223.0256126175, 2524591.962089552 595106.5071420182, 2524460.755996968 595002.0443110266, 2524414.457199721 594946.5430071013, 2524284.367249542 594783.8491611315, 2524370.95245011 594745.4615337418, 2524460.56669372 594703.4918250396, 2524523.268982884 594675.5686877877, 2524624.790456527 594630.1870101878, 2524699.469765204 594595.212746504, 2525153.887132244 594363.647906285, 2525255.900737233 594292.7918413003, 2525264.918449096 594285.6834362809, 2525887.218233285 593791.5761605718, 2526436.972581794 593376.1828916394, 2526611.84035481 593212.0735102658, 2526881.608021273 592885.9564109219, 2527060.423274096 592670.9537314298, 2527098.334251935 592700.8114778167, 2526919.518888135 592915.8139702858, 2526805.158278222 593051.0451595694)",4584,"WVXP+9V Knoxville, Tennessee",Food City,zzw-222@8g9-m8z-zzz,sg:4f1b9f16ff12461ab417747df93a3935,35.948593,-84.112416,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }",470930000000.0,470930046061,26.0
85,"WVXP+9V Knoxville, Tennessee",1,"470930046062 - WVXP+9V Knoxville, Tennessee",2,1,470930046062,,,,,0.0,4.24648748791,0.0,1.61213084313,0.0,0.0,0.0,0.0,1992.87388924,"LINESTRING (2529098.93063202 594993.6475618657, 2528678.763404478 594715.5986199067, 2528580.757623347 594731.9074630257, 2528382.213992849 594895.5475301807, 2528218.614850666 594936.0755826994, 2528205.15026088 594713.7233402875, 2528308.638265665 594260.6174104613, 2527983.395874893 594086.8533277706, 2527435.692776273 593628.4538893739, 2527205.449057057 593900.715586072, 2527009.633535036 593769.509207502, 2526926.269823242 593640.4721511171, 2526883.494073926 593555.9080270231, 2526768.13782801 593397.1278773325, 2526643.761917771 593245.4561184153, 2526611.84035481 593212.0735102658, 2526881.608021273 592885.9564109219, 2527060.423274096 592670.9537314298, 2527098.334251935 592700.8114778167, 2526919.518888135 592915.8139702858, 2526805.158278222 593051.0451595694)",4576,"WVXP+9V Knoxville, Tennessee",Food City,zzw-222@8g9-m8z-zzz,sg:4f1b9f16ff12461ab417747df93a3935,35.948593,-84.112416,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }",470930000000.0,470930046062,83.0
86,"WWV4+3G Knoxville, Tennessee",1,"470930046063 - WWV4+3G Knoxville, Tennessee",2,1,470930046063,,,,,0.0,5.56951500225,0.0,2.75475706946,0.0,0.0,0.0,0.0,3396.94362663,"LINESTRING (2537626.517221979 593852.5684380782, 2537734.692772048 594098.4686665294, 2537720.49512498 594218.3384627593, 2537565.255327848 594284.4642667453, 2537027.458225295 594233.8523741959, 2536881.59791823 594274.6799600358, 2536799.341412507 594393.214530886, 2536731.087817877 594854.2659876987, 2536611.046158491 594786.3752787627, 2536452.962648251 594695.8935691934, 2536107.628285903 594492.5164963044, 2535783.075208909 594285.9096169283, 2535117.12477309 593825.0465382391, 2534854.946099235 593455.8320789001, 2534851.87415388 593310.1375264066, 2534828.015366233 593167.6772465366, 2534855.491928748 592822.33264967, 2535037.601699529 592290.6874997732, 2535196.437931649 591889.6590087097, 2535282.041487728 591600.0652633379, 2534970.966057188 591459.2678449985, 2534829.904512416 591405.5372289128, 2534382.969654893 591247.5267115743, 2534180.181678534 591170.7483735018, 2533595.843523435 590922.6865139969, 2533310.608489146 590822.461050364, 2533008.729205173 590816.5760489468, 2532928.465548928 590833.2161087741, 2532812.261220719 590871.0012952421, 2532656.944624803 590940.792717079, 2532611.499631169 590977.0803574837)",,,,,,,,,,,
87,"XWM3+8R Knoxville, Tennessee",1,"470930046071 - XWM3+8R Knoxville, Tennessee",1,1,470930046071,,,,,0.0,5.96551283404,0.0,5.22338071294,0.0,0.0,0.0,0.0,6448.24303931,"LINESTRING (2541427.356785679 604667.9751892708, 2541079.031676531 605072.5061480231, 2541028.685659335 605373.7053994838, 2540907.12291142 605535.1423693099, 2540490.338537083 605810.895101386, 2540374.912385929 605961.5327231729, 2540749.010668456 606198.30216712, 2542218.794635291 607290.5384833928, 2542431.475734416 607458.5952074884, 2542559.674731597 607559.4418103799, 2542711.174752328 607678.9556937692, 2542938.422561653 607858.2281952109, 2543116.034483701 608003.748945969, 2542942.818391252 608084.0522303596, 2542729.274240005 608258.2200180221, 2542677.764132309 608319.0940423148, 2542522.513397207 608538.1107076686, 2542428.007545808 608678.2325527829, 2542147.452995358 608949.3809072259, 2542084.474872966 608991.8237214516, 2541711.225609224 609162.8350713913, 2541399.439717999 609218.558282203, 2541325.352595 609224.3737161877, 2541168.233508032 609239.4695300908, 2540785.968115394 609268.3186637223, 2540178.91773198 609292.7325225431, 2539408.461824919 609201.0675670716, 2538934.778676274 609064.2971890342, 2538359.71942476 608816.3118988621, 2537929.080994557 608596.6649226677, 2537800.155245826 608532.2337593946, 2537680.173925351 608464.3380228349, 2537352.262111541 608286.7699233048, 2536745.995262017 607969.0267964198, 2536453.066915214 607817.6422449605, 2536139.64411873 607654.9362011225, 2535706.085290445 607431.6248001609, 2535685.593797855 607420.3007826353, 2534616.349507951 606867.8003674918, 2534408.397642962 606758.1487758709, 2534068.543660875 606584.0262117258, 2533763.897355717 606425.1587280401, 2533643.755881505 606364.5589100086, 2533467.979790577 606273.7466237892, 2533274.667616859 606171.670627817, 2532934.871019295 605993.9220448914, 2532779.583917473 605914.4362760632, 2532551.12452823 605793.4758833118, 2532442.276025518 605736.6440486914)",1346,"XWM3+8R Knoxville, Tennessee",Ingles Markets,zzy-222@8g9-xpw-389,sg:0ea44d2ecb514729b09318aedb5d9d44,35.98337,-84.095471,,470930000000.0,470930046071,62.0
88,"XXJM+8F Knoxville, Tennessee",1,"470930046072 - XXJM+8F Knoxville, Tennessee",1,2,470930046072,,,,,0.0,7.23536254678,0.0,6.15318493308,0.0,0.0,0.0,0.0,7581.7904539,"LINESTRING (2546998.976048585 602488.6352335052, 2547270.761283719 602661.5488651994, 2547272.628392672 602716.2000325281, 2546896.891083446 602857.9687090556, 2546772.399481671 603015.6822513068, 2546617.329471885 603074.4810351881, 2546603.824620957 603157.9522054145, 2546522.5690776 603225.5072612335, 2545818.468601267 603360.736199221, 2545617.842678846 603032.6954883941, 2545281.329804402 602840.3031646941, 2544902.90012327 602523.2897937413, 2544761.620952086 602484.0684777062, 2544023.636111841 603281.311577643, 2543910.424045276 603319.1114872284, 2543786.752962136 603287.5266075633, 2543707.59488384 603398.8219754288, 2543480.517226135 603656.4565956314, 2543459.375454093 603677.8821683794, 2543882.251306937 603992.1194323128, 2544550.121678462 604635.2777224215, 2545080.97372192 605024.5000005888, 2545449.260590296 605403.2103794494, 2546032.005745209 606008.2992791926, 2546198.924409297 606244.6483164668, 2546678.209014737 607138.9604275059, 2546789.424263377 607348.7144641568, 2546787.025034891 607468.8169404987, 2546738.24473539 607540.661106517, 2546836.049977197 607680.9700052979, 2546902.821360773 607893.4775478126, 2546922.847923033 608075.9238634869, 2546906.604518199 608148.4179742573, 2547078.595072221 608130.0094085714, 2547179.379533363 608121.1012729914, 2547268.33268107 608111.9566654136, 2547336.508439671 608106.038109669, 2547416.51562713 608100.356058117, 2547505.396125455 608094.8519702547, 2547573.571989156 608088.9337028573, 2547715.839505389 608077.2162755856, 2548074.684780546 608037.0667141094, 2548142.860923196 608031.1497701977, 2548902.184356638 607940.7772747434, 2549467.974258598 607762.798507069, 2550454.606329275 607258.3222795498, 2551102.188084743 606987.3550957213, 2551739.075056056 606807.210222772, 2552823.120406988 606464.9772220184, 2554093.682555389 605973.6373096303, 2554899.728143175 605625.8593055671, 2555171.864079904 605485.7351143511, 2555329.565314373 605401.4367524348)",6212,"XXJM+8F Knoxville, Tennessee",Food City,222-223@8g9-xqr-92k,sg:24048fceb9c242e89a8baabaf884dacb,35.980887,-84.01625,,470930000000.0,470930046072,16.0
89,"XXJM+8F Knoxville, Tennessee",1,"470930046081 - XXJM+8F Knoxville, Tennessee",1,2,470930046081,,,,,0.0,2.99113724639,0.0,1.44117645313,0.0,0.0,0.0,0.0,1768.99903221,"LINESTRING (2553035.054437775 604592.615523041, 2552632.678281365 604757.1772183437, 2552730.265375697 605054.0618190748, 2552562.794831482 605287.3431599564, 2552387.480222426 605469.4944704991, 2552473.066670092 605627.7809080413, 2552495.357701152 605843.0456694975, 2552980.99476136 605827.3595716432, 2553521.716362245 605721.7714066992, 2553998.688737523 605549.3673013238, 2554438.917701255 605438.1229098628, 2554754.550526413 605488.2040974479, 2554862.821086356 605548.6520609673, 2554899.728143175 605625.8593055671, 2555171.864079904 605485.7351143511, 2555329.565314373 605401.4367524348)",6215,"XXJM+8F Knoxville, Tennessee",Food City,222-223@8g9-xqr-92k,sg:24048fceb9c242e89a8baabaf884dacb,35.980887,-84.01625,,470930000000.0,470930046081,10.0
90,"XXGQ+HH Knoxville, Tennessee",1,"470930046082 - XXGQ+HH Knoxville, Tennessee",2,1,470930046082,,,,,0.0,3.53985584176,0.0,2.4274803812,0.0,0.0,0.0,0.0,3001.06824389,"LINESTRING (2551805.511587795 599725.0854385326, 2552106.62507764 600169.924943001, 2552402.852066833 600598.243954821, 2552266.55979435 600752.0555938657, 2552027.892597029 600845.5494543958, 2551895.07533822 600973.9463560398, 2551802.579358886 601157.769962534, 2551901.409842856 601247.1432804062, 2552098.873181605 601582.4464942871, 2552872.97959626 602235.2217575921, 2553377.289517827 602616.7793039004, 2553995.0931385 602800.3896651415, 2554686.616113849 602850.7914993922, 2554911.378809813 602858.9838428305, 2555118.03095917 603030.6531063234, 2555352.928710854 603122.7956471618, 2555557.946337756 603228.8981574846, 2555764.523914004 603549.8491647, 2555964.954057046 603735.9622449611, 2556573.106950291 604247.1173232571, 2556660.448876451 604318.0694621901, 2556665.445077346 604310.1232750082)",6271,"XXGQ+HH Knoxville, Tennessee",Walmart Neighborhood Market,222-222@8g9-xqv-pd9,sg:89c3e565fcaa4da1b2c2008f8252c4a6,35.976411,-84.0112,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }",470930000000.0,470930046082,36.0
91,"WWC7+P3 Knoxville, Tennessee",1,"470930046091 - WWC7+P3 Knoxville, Tennessee",1,1,470930046091,,,,,0.0,3.56101765984,0.0,1.78767059028,0.0,0.0,0.0,0.0,2211.84325276,"LINESTRING (2534162.214338514 588406.7568383783, 2533895.026812868 588336.2372167315, 2534345.842812566 587085.3055158425, 2534667.140367382 586705.6530648153, 2534529.01511228 586651.9819633542, 2534443.814128236 586617.5498354026, 2534314.639018686 586560.4137820092, 2534380.49657364 586372.375938381, 2534443.18154596 586195.1991050049, 2534539.708396456 585953.1481581565, 2534645.828165065 585674.8764693921, 2534696.319835613 585515.6659361895, 2534674.159654373 585285.8595386273, 2534791.013175271 584913.1362749175, 2534844.024790561 584473.6299826949, 2534856.50616278 584441.1063940561, 2534939.919496907 584264.3357996498, 2535091.520991217 583932.3422734297, 2535173.685482764 583668.1676425698, 2535233.562555329 583483.6558524872, 2535103.884739045 583445.3135870268)",,,,,,,,,,,
92,"WWV4+3G Knoxville, Tennessee",1,"470930046092 - WWV4+3G Knoxville, Tennessee",1,1,470930046092,,,,,0.0,3.00701155382,0.0,1.99986666725,0.0,0.0,0.0,0.0,2471.80479183,"LINESTRING (2536787.204581051 590786.0032877314, 2537003.725389047 590767.2811867638, 2537035.229940722 591273.9797203109, 2536956.05770118 591687.4841588862, 2536944.638680998 591967.606895338, 2537004.430457184 592088.9289043657, 2536885.440029104 592268.6369450169, 2536832.55843193 592398.6703725801, 2536814.016440041 592438.3561050404, 2536623.437791916 592343.5957154434, 2536272.014266635 592147.379430333, 2535654.194863882 591796.6749014016, 2535446.20732721 591683.377171464, 2534829.904512416 591405.5372289128, 2534382.969654893 591247.5267115743, 2534180.181678534 591170.7483735018, 2533595.843523435 590922.6865139969, 2533310.608489146 590822.461050364, 2533008.729205173 590816.5760489468, 2532928.465548928 590833.2161087741, 2532812.261220719 590871.0012952421, 2532656.944624803 590940.792717079, 2532611.499631169 590977.0803574837)",,,,,,,,,,,
93,"WWV4+3G Knoxville, Tennessee",1,"470930046093 - WWV4+3G Knoxville, Tennessee",1,1,470930046093,,,,,0.0,4.62120331291,0.0,3.2782533813,0.0,0.0,0.0,0.0,4046.56910164,"LINESTRING (2540433.452081708 589738.500224238, 2540306.687453006 589780.0858321105, 2540271.013120933 589637.3877046988, 2539899.75555484 589695.5973354926, 2539525.827095695 589739.1957404404, 2538680.612217436 589959.2022034904, 2538393.164426797 589971.7494526126, 2538418.846647349 590321.7780908105, 2538467.962922307 591436.8499551924, 2538510.871831418 592114.8959342794, 2538521.706982433 592166.0813961336, 2538101.989106639 592281.6136099834, 2537557.263393385 592431.104324343, 2537017.288603028 592489.6766995771, 2536764.134254418 592415.5322072937, 2536272.014266635 592147.379430333, 2535654.194863882 591796.6749014016, 2535446.20732721 591683.377171464, 2534829.904512416 591405.5372289128, 2534382.969654893 591247.5267115743, 2534180.181678534 591170.7483735018, 2533595.843523435 590922.6865139969, 2533310.608489146 590822.461050364, 2533008.729205173 590816.5760489468, 2532928.465548928 590833.2161087741, 2532812.261220719 590871.0012952421, 2532656.944624803 590940.792717079, 2532611.499631169 590977.0803574837)",,,,,,,,,,,
