,FacilityID,FacilityRa,Name,IncidentCu,FacilityCu,IncidentID,StartTime,EndTime,StartTimeU,EndTimeUTC,Total_Minu,Total_Trav,Total_Mile,Total_Kilo,Total_Time,Total_Walk,Total_Truc,Total_Tr_1,Shape_Leng,geometry,sg_unpack_idx,customer_PlusCode,customer_Title,placekey,safegraph_place_id,latitude,longitude,open_hours,poi_cbg,visitor_home_cbg,cbg_visitor_name
139,"W536+GW Knoxville, Tennessee",1,"470930056031 - W536+GW Knoxville, Tennessee",2,1,470930056031,,,,,0.0,5.50947832471,0.0,4.87585766762,0.0,0.0,0.0,0.0,5999.683216,"LINESTRING (2595594.751965965 578799.7581372276, 2595887.501174571 578412.8681761195, 2596056.304690919 578278.1657887065, 2596503.949776627 578262.3768245941, 2597120.721769089 578370.4160028193, 2597195.611915848 578331.9899237825, 2597305.994033779 578159.6171959531, 2597679.30377726 578156.7972802368, 2597802.676288597 578068.4514350777, 2597925.143874279 577885.420759709, 2597976.909637184 577547.9327660062, 2598031.953678339 577195.9521242094, 2598051.157834673 576584.6827019469, 2598561.758551108 576672.2403643499, 2598612.841673912 576775.29886988, 2598597.59515392 576931.5302430756, 2600080.694636125 577116.7376056425, 2600573.991075246 577182.1078848038, 2603300.528030848 577536.6282865271, 2603997.957067641 577613.8117149146, 2604260.922533083 577645.0670355274, 2605201.785955274 577833.2108590944, 2605578.784818189 578067.2395112772, 2606224.892400733 578591.1937260847, 2607007.567645755 579234.6847288016, 2607083.26488724 579294.6091860328, 2607231.617161268 579418.0327404541, 2607292.670047297 579470.353074896, 2607534.239678949 579665.0125680534, 2607652.518114863 579540.1856111351, 2607827.363112597 579536.7607829235, 2608035.327450368 579643.2985599713, 2608197.445394924 579679.6463667534, 2608620.201465721 579583.3928796476, 2608780.96664325 579546.8933978397, 2608834.687239291 579534.4886604084)",1747,"W536+GW Knoxville, Tennessee",Food City,223-224@8g9-mj4-4gk,sg:5f3cc37c1f91454aaee0c1efd505774d,35.903864,-83.837557,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }",470930000000.0,470930056031,22.0
140,"W536+GW Knoxville, Tennessee",1,"470930056032 - W536+GW Knoxville, Tennessee",1,2,470930056032,,,,,0.0,2.49101562396,0.0,1.48309240476,0.0,0.0,0.0,0.0,1824.23822584,"LINESTRING (2606850.527073996 577502.1897874125, 2607256.281169064 577627.1945813033, 2607493.541488764 577883.6557813735, 2607979.935816517 577857.9751587813, 2608270.335544711 577988.1796970746, 2608896.571152211 578336.98679756, 2609444.280717894 578753.2499417494, 2609839.482488227 578965.8918002967, 2609799.300379102 579041.4641790029, 2609731.182913098 579174.674763501, 2609609.190035461 579466.8986549473, 2609259.917814387 579320.8138673584, 2609141.004030554 579340.0306447827, 2608942.455891946 579477.6418149878, 2608834.687239291 579534.4886604084)",1740,"W536+GW Knoxville, Tennessee",Food City,223-224@8g9-mj4-4gk,sg:5f3cc37c1f91454aaee0c1efd505774d,35.903864,-83.837557,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }",470930000000.0,470930056032,46.0
141,"V3Q7+MM Knoxville, Tennessee",1,"470930056041 - V3Q7+MM Knoxville, Tennessee",1,2,470930056041,,,,,0.0,3.12239089918,0.0,2.91070248848,0.0,0.0,0.0,0.0,3580.6534919,"LINESTRING (2583801.283719723 576277.6168621621, 2583849.347495601 576443.4838591254, 2583669.725394375 576811.0474916294, 2583706.028624587 577194.1185717386, 2583946.534908802 577446.8102468745, 2584189.975492102 577561.2101579072, 2583265.022091249 577315.8336643201, 2582302.839223037 576869.4460879281, 2581630.083945192 576323.6259778111, 2581280.140857541 576061.3579725206, 2580996.759224136 575873.3200624905, 2580930.883610465 575766.3404376854, 2580526.053034642 575717.7375623415, 2580127.715525909 575501.7943260003, 2580112.286820218 575250.2437036756, 2579967.255481319 574963.1899386797, 2579629.726455029 574391.7246051907, 2579427.223760357 574019.7206054862, 2579382.971746375 573589.1570989313, 2579380.040615779 573447.0990091894, 2579369.819835352 572948.075336696, 2579520.545565295 572965.8164129568, 2579715.724440666 572842.4990421501, 2579792.369948626 572720.3237152585, 2579796.772208182 572708.9096380982)",148,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930056041,32.0
142,"V3Q7+MM Knoxville, Tennessee",1,"470930056042 - V3Q7+MM Knoxville, Tennessee",1,1,470930056042,,,,,0.0,2.52379079092,0.0,3.16861326401,0.0,0.0,0.0,0.0,3916.11789205,"LINESTRING (2575095.768470587 571175.5485602198, 2574888.196107361 571342.9804307758, 2574455.242282617 572069.3917878702, 2574321.735587772 572361.5154641089, 2574267.049392389 572709.9008736701, 2574364.988948794 573127.0132228585, 2574407.355755424 573226.2036264527, 2574356.783790182 573236.0693204583, 2574175.168478998 572711.6214109915, 2574185.301508183 571659.6073796229, 2574276.896299924 571246.4568805776, 2574647.933308747 571214.1637097753, 2575236.692354064 571113.6137223941, 2575679.867202342 571173.866853484, 2576328.429186556 571471.4526005792, 2576419.322253762 571517.0500054697, 2577598.248678876 572095.2220092084, 2577800.986593176 572175.9428711333, 2578328.339336033 572318.1071422735, 2578561.531064436 572359.4239720482, 2578874.835305853 572395.147736244, 2579016.679953533 572412.6991019096, 2579300.368516454 572447.8036235473, 2579828.70738912 572542.6843004714, 2579796.772208182 572708.9096380982)",150,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930056042,16.0
143,"WXMX+JJ Knoxville, Tennessee",1,"470930057011 - WXMX+JJ Knoxville, Tennessee",1,2,470930057011,,,,,0.0,6.0592872433,0.0,4.24649879007,0.0,0.0,0.0,0.0,5235.67293773,"LINESTRING (2561038.732531903 577463.3227404314, 2561206.503997472 577533.4786538454, 2561405.409509184 577512.0613714309, 2561592.97435595 577610.5630825468, 2561641.224667955 577713.4958329943, 2561521.856934233 578046.0154844188, 2561266.366052101 578372.1097830993, 2561076.837966274 578659.5051764355, 2561079.840910424 578947.1976683189, 2561608.428839204 579460.4567343978, 2561950.994944286 579944.4288889363, 2561976.374006873 580006.8440840329, 2561923.433345074 580133.1913176007, 2561748.752491524 580129.6143719689, 2561676.578251149 580182.7503526405, 2561472.291498311 580757.4726662883, 2561106.479797908 580975.7248784659, 2561055.18196869 581022.0073294096, 2561044.141742442 581127.3679236236, 2561037.517757664 581451.2727527275, 2561239.693859748 581702.9895880074, 2561372.676196885 581862.2694397942, 2561566.337390289 582095.609911074, 2561768.504518094 582347.3306388021, 2561800.527312047 582519.1090117773, 2561756.899648649 582769.4384387563, 2561694.392486878 583073.9948190232, 2561667.336216413 583382.9182992368, 2561690.233631085 583711.0690505763, 2561808.094661949 584463.5100864174, 2561834.268677797 584631.5280387603, 2561813.82401062 584762.1823931941, 2561719.59811575 584880.4029753185, 2561656.092502972 584944.6389773397, 2561516.645328555 585101.9845026701, 2561222.582594822 585434.5714755139, 2560953.472818276 585705.7760669613, 2560729.794815709 586072.5758617348, 2560492.199938026 586541.0381694066, 2560421.665309679 586659.7471530146, 2560350.387438151 586814.8499078166, 2560256.606002894 587056.8752486712, 2560240.913912357 587100.2456891189, 2560134.774305609 587367.5056039403, 2560037.962292301 587613.110499037, 2559988.076901302 587735.883121807, 2559960.025688317 587804.4876655907, 2559847.07968151 588115.3004073163, 2559812.66362578 588205.6206107792, 2559793.493123921 588274.4067855397, 2559993.574451188 588336.7463304439, 2560084.809801226 588364.0957599274, 2560264.319870238 588418.7352075552, 2560501.199055915 588493.2184368573)",1584,"WXMX+JJ Knoxville, Tennessee",Food City,223-223@8g9-mkf-33q,sg:12be941abfc24e6393689e101457bf10,35.934116,-84.000896,,470930000000.0,470930057011,4.0
144,"WXMX+JJ Knoxville, Tennessee",1,"470930057012 - WXMX+JJ Knoxville, Tennessee",2,2,470930057012,,,,,0.0,7.5862721863,0.0,6.33664490331,0.0,0.0,0.0,0.0,7801.05635492,"LINESTRING (2568017.103701513 573976.6694446724, 2567965.902571671 574257.3456408314, 2567959.227188757 574293.6166683044, 2567850.44081565 574826.5803469209, 2567787.001712398 575029.1592279874, 2567759.123923074 575374.4690601022, 2567417.788965843 575549.4586283434, 2567264.84345408 575782.9572936471, 2567116.890947841 575918.2551338115, 2566737.134180142 576376.4496391033, 2566429.364886424 576504.8113953237, 2566073.136699934 576541.1544933148, 2565914.43997689 576479.6278764813, 2565868.898482866 576533.3026349008, 2566189.961401642 576765.6590912624, 2566236.587259179 576803.0298535617, 2566361.208701223 576936.673293861, 2566539.52298774 577482.8484866987, 2566553.715009734 577799.9003861549, 2566600.445214788 577975.6288339503, 2566539.894798073 578469.5431492156, 2566434.945009909 578674.9093903023, 2566341.356987837 578760.3601174209, 2565614.227835441 578829.1083902984, 2565554.822678787 578980.8027982571, 2565639.146933022 579200.9948900988, 2565503.587235449 579311.0700298494, 2565258.667585549 579553.6067797421, 2565034.063841918 579672.7730160308, 2565033.802845219 579829.3269906447, 2565072.593887771 580103.1939722601, 2565204.926186622 580437.2417841245, 2564866.440846963 580765.2370354055, 2564447.368489105 581699.6112427803, 2564152.373065426 581930.2043988091, 2563419.305309535 582148.1615064775, 2562567.654874084 582083.3552703545, 2562090.695192728 582233.7797177694, 2561768.504518094 582347.3306388021, 2561800.527312047 582519.1090117773, 2561756.899648649 582769.4384387563, 2561694.392486878 583073.9948190232, 2561667.336216413 583382.9182992368, 2561690.233631085 583711.0690505763, 2561808.094661949 584463.5100864174, 2561834.268677797 584631.5280387603, 2561813.82401062 584762.1823931941, 2561719.59811575 584880.4029753185, 2561656.092502972 584944.6389773397, 2561516.645328555 585101.9845026701, 2561222.582594822 585434.5714755139, 2560953.472818276 585705.7760669613, 2560729.794815709 586072.5758617348, 2560492.199938026 586541.0381694066, 2560421.665309679 586659.7471530146, 2560350.387438151 586814.8499078166, 2560256.606002894 587056.8752486712, 2560240.913912357 587100.2456891189, 2560134.774305609 587367.5056039403, 2560037.962292301 587613.110499037, 2559988.076901302 587735.883121807, 2559960.025688317 587804.4876655907, 2559847.07968151 588115.3004073163, 2559812.66362578 588205.6206107792, 2559793.493123921 588274.4067855397, 2559993.574451188 588336.7463304439, 2560084.809801226 588364.0957599274, 2560264.319870238 588418.7352075552, 2560501.199055915 588493.2184368573)",1553,"WXMX+JJ Knoxville, Tennessee",Food City,223-223@8g9-mkf-33q,sg:12be941abfc24e6393689e101457bf10,35.934116,-84.000896,,470930000000.0,470930057012,8.0
145,"WXMX+JJ Knoxville, Tennessee",1,"470930057013 - WXMX+JJ Knoxville, Tennessee",2,2,470930057013,,,,,0.0,8.07725881588,0.0,5.70952123393,0.0,0.0,0.0,0.0,7044.80694844,"LINESTRING (2561117.652814721 573621.3422059229, 2560898.930298098 573886.2965659677, 2560364.592316617 574374.1811920919, 2560276.039777321 574503.4447308067, 2560231.747335801 574786.5299170798, 2559861.10966796 575383.352239095, 2560028.380329609 575896.4906685711, 2560032.806540637 576115.0343146158, 2559974.678504359 576350.5057654154, 2560048.68424405 576643.2878904653, 2560498.873935001 577082.1063831863, 2561100.579374614 577498.5442583804, 2561405.409509184 577512.0613714309, 2561592.97435595 577610.5630825468, 2561641.224667955 577713.4958329943, 2561521.856934233 578046.0154844188, 2561266.366052101 578372.1097830993, 2561076.837966274 578659.5051764355, 2561079.840910424 578947.1976683189, 2561608.428839204 579460.4567343978, 2561950.994944286 579944.4288889363, 2561976.374006873 580006.8440840329, 2561923.433345074 580133.1913176007, 2561748.752491524 580129.6143719689, 2561676.578251149 580182.7503526405, 2561472.291498311 580757.4726662883, 2561106.479797908 580975.7248784659, 2561055.18196869 581022.0073294096, 2561044.141742442 581127.3679236236, 2561037.517757664 581451.2727527275, 2561239.693859748 581702.9895880074, 2561372.676196885 581862.2694397942, 2561566.337390289 582095.609911074, 2561768.504518094 582347.3306388021, 2561800.527312047 582519.1090117773, 2561756.899648649 582769.4384387563, 2561694.392486878 583073.9948190232, 2561667.336216413 583382.9182992368, 2561690.233631085 583711.0690505763, 2561808.094661949 584463.5100864174, 2561834.268677797 584631.5280387603, 2561813.82401062 584762.1823931941, 2561719.59811575 584880.4029753185, 2561656.092502972 584944.6389773397, 2561516.645328555 585101.9845026701, 2561222.582594822 585434.5714755139, 2560953.472818276 585705.7760669613, 2560729.794815709 586072.5758617348, 2560492.199938026 586541.0381694066, 2560421.665309679 586659.7471530146, 2560350.387438151 586814.8499078166, 2560256.606002894 587056.8752486712, 2560240.913912357 587100.2456891189, 2560134.774305609 587367.5056039403, 2560037.962292301 587613.110499037, 2559988.076901302 587735.883121807, 2559960.025688317 587804.4876655907, 2559847.07968151 588115.3004073163, 2559812.66362578 588205.6206107792, 2559793.493123921 588274.4067855397, 2559993.574451188 588336.7463304439, 2560084.809801226 588364.0957599274, 2560264.319870238 588418.7352075552, 2560501.199055915 588493.2184368573)",,,,,,,,,,,
146,"WWFR+HR Knoxville, Tennessee",1,"470930057041 - WWFR+HR Knoxville, Tennessee",1,2,470930057041,,,,,0.0,4.74498865245,0.0,2.36841046094,0.0,0.0,0.0,0.0,2920.51861208,"LINESTRING (2543526.895551012 578594.2736363526, 2543315.645904161 578847.8664168511, 2542988.290764956 578626.5640811156, 2542451.028848023 579282.1935272202, 2542072.444494508 580002.8679641976, 2541838.404705 580005.5178966882, 2541832.787718012 580289.3934573582, 2542138.326964114 580564.8638302902, 2542528.997183107 580878.4327576963, 2542744.98444795 581188.5448156181, 2542790.839170874 581265.9116782059, 2542842.470260516 581350.6746328092, 2542882.691626068 581413.3667040962, 2542983.208322214 581571.9163879482, 2543104.231160288 581741.7957567705, 2543114.991907771 581945.8974698443, 2543128.352886316 582317.530102203, 2543162.510985035 583133.7609044263, 2543170.382225591 583334.1645754557, 2543170.456809227 583927.6268134827, 2543171.324106822 584182.5046260771, 2543173.201977528 584386.4304061363, 2543390.672153322 584470.843874573, 2543399.972296366 584474.460715164)",,,,,,,,,,,
147,"WW8F+RV Knoxville, Tennessee",1,"470930057042 - WW8F+RV Knoxville, Tennessee",1,1,470930057042,,,,,0.0,0.693396760175,0.0,0.41708761651,0.0,0.0,0.0,0.0,517.617379193,"LINESTRING (2539256.621388336 581748.8922774247, 2539147.907076883 581867.49322813, 2539056.654758804 581989.4850945829, 2538989.660774181 582082.8278579996, 2538904.474059206 582197.6580173197, 2538726.463235712 582063.0834722068, 2538472.480031258 581876.043584162, 2538411.168259914 581831.1472058742, 2538261.491478277 581716.7992868184)",,,,,,,,,,,
148,"WW8F+RV Knoxville, Tennessee",1,"470930057043 - WW8F+RV Knoxville, Tennessee",1,2,470930057043,,,,,0.0,4.6208382465,0.0,3.31366233885,0.0,0.0,0.0,0.0,4082.49431208,"LINESTRING (2541273.596618079 576334.047959854, 2541184.018344807 576399.0594074347, 2541036.899236968 576348.8215915386, 2540810.880053119 575943.8642491198, 2540696.474246801 575886.9923567253, 2540515.701842084 575890.7053711578, 2540178.348902914 575873.1260946523, 2539792.462892887 575312.1086871387, 2539654.721624829 575236.5768830323, 2539562.637907543 575249.3254486923, 2539503.937209853 575371.9574927093, 2539393.750093888 575551.8284695273, 2539338.585344203 575645.403694772, 2539200.889868641 575868.4237273856, 2539047.889557332 576116.6290930492, 2538643.848734089 576778.5915502027, 2538490.786157082 577030.4393250984, 2538365.233707012 577239.1389698348, 2538019.555320753 577796.6731873954, 2538268.44343946 577943.5587560465, 2538542.23372889 578029.0419375927, 2538712.963713775 578083.3726024339, 2538830.755110733 578118.4584210281, 2538602.81612445 578412.5221111566, 2538312.203360398 578730.8408843648, 2538032.109000829 579267.8200011413, 2537725.491581961 579647.7243547518, 2537435.247988897 580250.045096223, 2537294.627115748 580473.0165050384, 2537208.871540336 580616.9669420248, 2537190.321864448 580656.6521624266, 2537116.481024621 580797.1959423091, 2537283.236176486 580902.4125146213, 2537458.300246857 581036.9201009215, 2537694.105112819 581245.4385898608, 2538244.851944678 581704.0873084768, 2538261.491478277 581716.7992868184)",,,,,,,,,,,
149,"WW65+22 Knoxville, Tennessee",1,"470930057061 - WW65+22 Knoxville, Tennessee",2,1,470930057061,,,,,0.0,2.48858843593,0.0,1.50210731058,0.0,0.0,0.0,0.0,1853.39819242,"LINESTRING (2530299.811192595 577165.6873723425, 2530362.85866712 577173.8974978578, 2530354.673141515 577596.0742421551, 2530340.989161128 577996.2992247746, 2530333.085978096 578403.918163846, 2530316.161939319 578665.7291966672, 2530293.530824956 578763.5928014527, 2530270.970681018 578857.8166266462, 2530447.490757664 578919.4927176367, 2531163.22325101 579126.3453453229, 2531266.356233332 579153.8340760921, 2531546.500203982 579217.5293568852, 2531646.742457258 579241.3224126996, 2532168.535522521 579367.9743655062, 2532457.41599264 579439.1301742994, 2532598.965657132 579471.0121986042, 2532725.711443186 579502.6063619371, 2532828.912580007 579526.4612285056, 2533014.660202657 579570.1283296129, 2533197.446523558 579613.7391310032, 2533338.357597096 579646.8678099043)",3814,"WW65+22 Knoxville, Tennessee",Gordon Food Service Store,222-222@8g9-m95-kfz,sg:691bef878b834fcc9129b8aeebd57a5e,35.910077,-84.092382,"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""20:00""]], ""Sat"": [[""7:00"", ""20:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",470930000000.0,470930057061,15.0
150,"WW76+C9 Knoxville, Tennessee",1,"470930057062 - WW76+C9 Knoxville, Tennessee",2,2,470930057062,,,,,0.0,2.81555381331,0.0,1.21273910844,0.0,0.0,0.0,0.0,1496.73054565,"LINESTRING (2536322.184916356 578137.8793905836, 2536341.458871546 578178.79689063, 2536081.366411432 578301.1304497157, 2536005.951526775 578219.5550485554, 2535781.992785995 578160.5574384815, 2535704.875986184 578468.5188005121, 2535645.200488814 578642.1109837063, 2535539.22077191 578760.1842927375, 2535247.849059274 578816.3783516989, 2535212.361779817 578964.9585006454, 2535128.406080544 579320.1186493492, 2535217.413979258 579463.8520114772, 2535212.033098753 579587.5351845084, 2535172.80311647 579776.0915301681, 2535147.409047717 579862.9749005259, 2535137.744232618 579902.835057834, 2535125.04727923 579946.2768626559, 2535118.485308642 579978.9161396255, 2535063.2000488 580079.7783726335, 2535019.117282448 580213.6274959043, 2534953.812598733 580372.5477603615, 2534932.162924986 580419.4553772931, 2534913.616278855 580459.1419997097, 2534876.594538654 580534.875857703, 2534839.501581002 580614.2493411809, 2534799.306177079 580700.8438098436, 2534712.8525602 580881.1961858454, 2534663.562405389 580978.5356837282, 2534652.724766888 581000.5020486366)",7567,"WW76+C9 Knoxville, Tennessee",Kroger Grocery Pickup and Delivery,zzw-222@8g9-m96-68v,sg:6a4ce399508342bf9690543dac6a4bae,35.913714,-84.089227,,470930000000.0,470930057062,49.0
151,"VW7C+36 Knoxville, Tennessee",1,"470930057071 - VW7C+36 Knoxville, Tennessee",1,1,470930057071,,,,,0.0,5.64144109444,0.0,5.14274671165,0.0,0.0,0.0,0.0,6330.84091669,"LINESTRING (2535441.0043504 572594.6970026125, 2535466.18816446 572500.1688894095, 2535727.296406076 572479.7920337484, 2535900.019031177 572282.9274736596, 2536015.192488157 572150.4717794434, 2536057.294925179 572118.5288022807, 2536510.083720732 571992.6884393624, 2536625.261112837 571860.2351022181, 2536695.052452373 571624.9496799881, 2536873.210236788 571453.6830302137, 2536905.752133097 571305.0472695638, 2536804.129847648 571048.1970938236, 2536795.958518952 571011.6284884464, 2536805.949189825 570804.2973729428, 2536819.936602645 570695.3469937395, 2536883.701482623 570616.4992597009, 2536787.322108755 570545.4337399455, 2536717.241032999 570493.0881841216, 2536638.417019097 570433.289890133, 2536492.543534239 570317.5654833022, 2536116.043921338 570026.2062829607, 2535733.541974084 569738.3752292042, 2535593.300113009 569637.3290176168, 2535458.909930388 569540.0388590478, 2535231.30674626 569360.8288076143, 2534659.467433583 568905.4744277158, 2534531.065508296 568804.6649473357, 2534431.854567013 568726.2706702637, 2534207.200774407 568547.1262541526, 2533982.7571861 568357.0654972129, 2533927.404050541 568308.6553049913, 2533805.346354813 568186.1278994366, 2533651.416100519 568026.5716767807, 2533584.639663167 567956.0944060035, 2533482.958075171 567852.1697757072, 2533398.692967667 567766.7888486858, 2533259.426058555 567614.8020576016, 2533129.327225296 567448.4313086362, 2533057.191433012 567348.7245513004, 2532884.148021657 567105.0615012514, 2532840.851075473 567045.9658605946, 2532780.277825688 566961.0481585129, 2533222.716368001 566609.2236977865, 2533925.850358694 566109.5755130748, 2534013.385004247 566027.5445077827, 2534203.479120434 565852.8535991316, 2534330.162609863 565738.8202237324, 2536776.703288238 563529.3713756751, 2537698.522509842 562615.4066188362, 2538229.430735196 562141.6065440915, 2538333.161122899 561990.7307370286, 2538300.155086092 561709.7397085404, 2538119.621381463 561545.9966512583, 2538054.444602415 561544.7162656868, 2537789.16304034 561772.5182054337, 2537783.274328066 561777.8132793218)",6516,"VW7C+36 Knoxville, Tennessee",Target Grocery,zzw-226@8g9-m8f-tn5,sg:53655b1a27234a20ba7353cba8198d88,35.862827,-84.079378,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""21:00""]] }",470930000000.0,470930057071,29.0
152,"VW7C+36 Knoxville, Tennessee",1,"470930057072 - VW7C+36 Knoxville, Tennessee",2,1,470930057072,,,,,0.0,6.06456643006,0.0,5.00945233176,0.0,0.0,0.0,0.0,6168.87868212,"LINESTRING (2526490.826891569 564278.7598714496, 2526968.149433943 563495.3278977262, 2527119.635121545 563323.4885343359, 2527375.837013135 563561.4366187027, 2527725.201833686 563732.0088130938, 2528870.113739732 564292.9526981908, 2530476.878240586 565485.4685045076, 2530956.89059849 565640.4095525012, 2531295.632779997 565745.2851400251, 2531336.820605301 565760.6480431227, 2531668.858039315 565905.4468103227, 2531768.651651788 565954.7160712561, 2531876.907013752 566025.9949174051, 2532197.78806599 566287.0889584677, 2532302.583546373 566383.7878867125, 2532401.170945563 566494.9296045556, 2532447.573067419 566546.8033975499, 2532508.502230712 566613.5232177872, 2532615.832620773 566732.117559233, 2532708.281244525 566854.0632265464, 2532780.277825688 566961.0481585129, 2533222.716368001 566609.2236977865, 2533925.850358694 566109.5755130748, 2534013.385004247 566027.5445077827, 2534203.479120434 565852.8535991316, 2534330.162609863 565738.8202237324, 2536776.703288238 563529.3713756751, 2537698.522509842 562615.4066188362, 2538229.430735196 562141.6065440915, 2538333.161122899 561990.7307370286, 2538300.155086092 561709.7397085404, 2538119.621381463 561545.9966512583, 2538054.444602415 561544.7162656868, 2537789.16304034 561772.5182054337, 2537783.274328066 561777.8132793218)",6517,"VW7C+36 Knoxville, Tennessee",Target Grocery,zzw-226@8g9-m8f-tn5,sg:53655b1a27234a20ba7353cba8198d88,35.862827,-84.079378,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""21:00""]] }",470930000000.0,470930057072,29.0
153,"VW6F+6C Knoxville, Tennessee",1,"470930057081 - VW6F+6C Knoxville, Tennessee",2,1,470930057081,,,,,0.0,5.23124718992,0.0,4.12681059292,0.0,0.0,0.0,0.0,5084.03526359,"LINESTRING (2530618.513589486 562509.425474381, 2530547.990493802 562428.578312618, 2530695.411419341 562314.9309647925, 2530900.389426788 562289.7800325729, 2531001.253062495 562437.3685259763, 2531231.339408957 562492.8043106743, 2531281.489847463 562504.7002695441, 2531923.211264779 562728.3299578414, 2532020.856534513 562278.7687881215, 2532014.46950712 561692.4764268933, 2532102.656834409 561424.7716822064, 2532112.110650299 561395.8290477245, 2532243.545505592 561037.9454830365, 2532248.14496835 560801.3832879917, 2532078.45738121 560230.1207724467, 2532032.484423189 559850.5846197879, 2532347.778527771 559183.1674980653, 2532578.770065749 558736.2019379882, 2532898.123243442 558775.1831818094, 2533482.204102302 559070.5395111628, 2533945.436504893 559330.7838309534, 2534565.972688137 559579.5431790277, 2534633.903785504 559591.7917689964, 2535235.706011846 559585.3439952943, 2535858.461762474 559568.3960286557, 2536335.868539616 559708.8100438341, 2537519.763076203 560096.0993707454, 2538039.275021496 560204.6006675379, 2538192.479002163 560251.3000786604, 2538304.275767628 560293.5456981434, 2538474.897269677 560358.7930322825, 2538810.355761489 560481.8950229884, 2538857.472553203 560497.3851964864, 2538562.148352773 560895.7071435443, 2538504.355385357 560971.0280335981, 2538410.009618775 561096.6018393133, 2538222.135968544 561337.8732855758)",5402,"VW6F+6C Knoxville, Tennessee",Publix Super Market at Northshore Town Center,222-224@8g9-m8f-t5f,sg:5783a7f863584f7e8cfcaf1fbf39aac7,35.860586,-84.076468,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }",470930000000.0,470930057081,52.0
154,"VW6F+6C Knoxville, Tennessee",1,"470930057091 - VW6F+6C Knoxville, Tennessee",1,1,470930057091,,,,,0.0,4.17356451893,0.0,2.52343139166,0.0,0.0,0.0,0.0,3101.10602568,"LINESTRING (2535242.657247587 561568.8711840794, 2535307.814910794 561203.2690879783, 2535279.235350974 560845.9119235394, 2535326.023086149 560726.6798748064, 2535446.949597454 560605.2569953289, 2535139.092225809 560282.489420836, 2534888.32723566 560222.9778325617, 2534779.013164179 560053.3659320073, 2534590.392476478 559998.7116353305, 2534386.814929574 559951.0485070581, 2534565.972688137 559579.5431790277, 2534633.903785504 559591.7917689964, 2535235.706011846 559585.3439952943, 2535858.461762474 559568.3960286557, 2536335.868539616 559708.8100438341, 2537519.763076203 560096.0993707454, 2538039.275021496 560204.6006675379, 2538192.479002163 560251.3000786604, 2538304.275767628 560293.5456981434, 2538474.897269677 560358.7930322825, 2538810.355761489 560481.8950229884, 2538857.472553203 560497.3851964864, 2538562.148352773 560895.7071435443, 2538504.355385357 560971.0280335981, 2538410.009618775 561096.6018393133, 2538222.135968544 561337.8732855758)",5404,"VW6F+6C Knoxville, Tennessee",Publix Super Market at Northshore Town Center,222-224@8g9-m8f-t5f,sg:5783a7f863584f7e8cfcaf1fbf39aac7,35.860586,-84.076468,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }",470930000000.0,470930057091,40.0
