StoreID,customer_Title,customer_PlusCode,placekey,safegraph_place_id,latitude,longitude,visitor_home_cbgs_key,visitor_home_cbgs_value,TotalPop,Hispanic,White,Black,Asian,Hispanic_Frac,White_Frac,Black_Frac,Asian_Frac,census_block_group,PopulDetermPoverty_Under50,PopulDetermPoverty_50to99,PopulDetermPoverty,BelowPovertyLine_frac
17,Food City,"RP9J+MC Lenoir City, Tennessee",222-223@8g8-ytr-7nq,sg:11d414bdee924ccdba097a37a433520a,35.818956,-84.268865,4.71E+11,11,1569,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
37,Food City,"VGP3+78 Kingston, Tennessee",222-222@8g8-yr6-nkf,sg:4c94374c725d43749bf9c48a29faff33,35.885689,-84.496977,4.71E+11,4,1927,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
40,Ingles Markets,"RP2P+RV Lenoir City, Tennessee",222-224@8g8-ywb-9s5,sg:be38cd5a8dfc47538d913e8adff75d64,35.802089,-84.262811,4.71E+11,4,1989,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
50,La Lupita Mexican Store and Restaurant #3,"PJCV+PG Loudon, Tennessee",222-222@8g8-zbv-8vz,sg:132bdcdf1e004782ada61437e6c18aed,35.737358,-84.334684,4.71E+11,4,1032,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
54,Walmart Supercenter,"VVX2+XW Knoxville, Tennessee",222-223@8g9-mbq-rp9,sg:11523b7059fd46dcbdfd5dfea9352337,35.899963,-84.147615,4.71E+11,4,0,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,4,1343,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
67,Food City,"WVXP+9V Knoxville, Tennessee",zzw-222@8g9-m8z-zzz,sg:4f1b9f16ff12461ab417747df93a3935,35.948593,-84.112416,4.71E+11,4,648,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,4,2227,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
119,Ingles Markets,"VRFC+WR Knoxville, Tennessee",zzw-222@8g9-mbt-r8v,sg:d30b6079fa5e41ca9dc8a2caeb85c9b4,35.874661,-84.178427,4.71E+11,4,1822,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
120,ALDI,"RP6P+MW Lenoir City, Tennessee",222-222@8g8-ytr-2kz,sg:479cad52290c4734a873b17aa2b471ba,35.81168,-84.26262,4.71E+11,8,1721,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
122,Walmart Supercenter,"RPCP+R5 Lenoir City, Tennessee",zzw-222@8g8-ytq-kcq,sg:5acb31613ec341fe9d6e344b911e8065,35.822019,-84.264578,4.71E+11,36,1979,0,1066,0,0,0,0.973515982,0,0,4.71E+11,39,177,1095,0.197260274
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.71E+11,4,890,0,913,0,0,0,1,0,0,4.71E+11,0,269,913,0.294633078
34,Kroger Marketplace,"P2R4+G7 Maryville, Tennessee",222-225@8g9-m7g-wp9,sg:578f5c89903e4321a0a91fe0717b013b,35.741258,-83.994402,4.71E+11,4,2427,0,913,0,0,0,1,0,0,4.71E+11,0,269,913,0.294633078
54,Walmart Supercenter,"VVX2+XW Knoxville, Tennessee",222-223@8g9-mbq-rp9,sg:11523b7059fd46dcbdfd5dfea9352337,35.899963,-84.147615,4.71E+11,4,3027,0,913,0,0,0,1,0,0,4.71E+11,0,269,913,0.294633078
122,Walmart Supercenter,"RPCP+R5 Lenoir City, Tennessee",zzw-222@8g8-ytq-kcq,sg:5acb31613ec341fe9d6e344b911e8065,35.822019,-84.264578,4.71E+11,5,635,0,913,0,0,0,1,0,0,4.71E+11,0,269,913,0.294633078
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.71E+11,4,823,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
13,ALDI,"24MJ+RQ Knoxville, Tennessee",223-222@8g9-gv4-6hq,sg:e9311e410ce046e0b288f2f4c318b9d0,36.034539,-83.868061,4.71E+11,6,1179,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
25,The Village Mercantile,"238H+38 Knoxville, Tennessee",222-222@8g9-gwm-zpv,sg:aab3358b114e4ffb9ef39297dd76ab1c,36.015134,-83.921655,4.71E+11,4,899,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
51,Kroger,"243P+M4 Knoxville, Tennessee",222-222@8g9-gxh-p5f,sg:6081a63aab444a6892f1b9803bf94951,36.004151,-83.864662,4.71E+11,4,2740,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
60,Walmart Supercenter,"2P5W+GQ Oak Ridge, Tennessee",zzw-223@8g9-xdy-9s5,sg:e9a6f59e57184a11b8159023f528cff4,36.008913,-84.253074,4.71E+11,4,761,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
65,Walmart Grocery Pickup,"W564+JF Knoxville, Tennessee",222-225@8g9-mj8-s89,sg:0aa89a4868b54511a061fb0bfccc8dfc,35.911584,-83.843819,4.71E+11,5,1061,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
73,Kroger,"23M9+39 Knoxville, Tennessee",222-224@8g9-gx7-qfz,sg:1ca9a4464c044f4aa53456fdad521e78,36.032881,-83.931684,4.71E+11,4,549,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
78,Food City,"269C+RP Knoxville, Tennessee",222-222@8g9-gw3-mkz,sg:aef0c19ed9fa4f2b9daedc916182bc97,36.019509,-83.778225,4.71E+11,4,817,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
81,Copper Cellar Marketplace,"WV6V+M2 Knoxville, Tennessee",zzw-222@8g9-mhn-zmk,sg:bbabc9705cbd44669a7d4c1068cb73d4,35.956155,-83.93433,4.71E+11,4,2043,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,4,2266,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
100,Food City,"24PJ+H8 Knoxville, Tennessee",zzw-222@8g9-gv4-7bk,sg:35f88820e91f4e81a63d4a9895c113fc,36.036471,-83.869124,4.71E+11,7,1257,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
106,Target Grocery,"VW7C+36 Knoxville, Tennessee",zzw-226@8g9-m8f-tn5,sg:53655b1a27234a20ba7353cba8198d88,35.862827,-84.079378,4.71E+11,4,1165,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
114,Whole Foods Market,"WXMM+6Q Knoxville, Tennessee",228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,4.71E+11,4,1363,38,1290,636,0,0.01822542,0.618705036,0.305035971,0,4.71E+11,38,65,2085,0.04940048
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.71E+11,4,744,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,15,1616,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
54,Walmart Supercenter,"VVX2+XW Knoxville, Tennessee",222-223@8g9-mbq-rp9,sg:11523b7059fd46dcbdfd5dfea9352337,35.899963,-84.147615,4.71E+11,16,1567,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
55,ALDI,"WW55+XV Knoxville, Tennessee",222-222@8g9-m95-k75,sg:f7bfb93aaece430f85e02a36a841ee8d,35.90991,-84.090268,4.71E+11,8,1392,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
56,Food City,"47MP+W4 Blaine, Tennessee",222-222@8g9-g88-c3q,sg:11982fd159bb4e42993e22bc8cc928df,36.134503,-83.714827,4.71E+11,4,1384,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,28,925,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
67,Food City,"WVXP+9V Knoxville, Tennessee",zzw-222@8g9-m8z-zzz,sg:4f1b9f16ff12461ab417747df93a3935,35.948593,-84.112416,4.71E+11,11,1855,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
73,Kroger,"23M9+39 Knoxville, Tennessee",222-224@8g9-gx7-qfz,sg:1ca9a4464c044f4aa53456fdad521e78,36.032881,-83.931684,4.71E+11,4,881,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
87,Publix Super Market at Northshore Town Center,"VW6F+6C Knoxville, Tennessee",222-224@8g9-m8f-t5f,sg:5783a7f863584f7e8cfcaf1fbf39aac7,35.860586,-84.076468,4.71E+11,4,1177,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,70,4140,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
104,Walmart Neighborhood Market,"XXGQ+HH Knoxville, Tennessee",222-222@8g9-xqv-pd9,sg:89c3e565fcaa4da1b2c2008f8252c4a6,35.976411,-84.0112,4.71E+11,11,2152,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
118,ALDI,"W2P6+V5 Knoxville, Tennessee",zzw-223@8g9-mkf-h5z,sg:ee4c7779e4ed41b2a6107c51a658cfa5,35.937089,-83.989496,4.71E+11,4,1013,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
119,Ingles Markets,"VRFC+WR Knoxville, Tennessee",zzw-222@8g9-mbt-r8v,sg:d30b6079fa5e41ca9dc8a2caeb85c9b4,35.874661,-84.178427,4.71E+11,4,2369,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
124,Kroger Grocery Pickup and Delivery,"WW76+C9 Knoxville, Tennessee",zzw-222@8g9-m96-68v,sg:6a4ce399508342bf9690543dac6a4bae,35.913714,-84.089227,4.71E+11,15,3526,85,2586,121,0,0.030444126,0.926217765,0.043338109,0,4.71E+11,205,90,2792,0.105659026
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.71E+11,4,1002,0,1245,155,0,0,0.865184156,0.10771369,0,4.71E+11,157,73,1439,0.159833218
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,4,865,0,1245,155,0,0,0.865184156,0.10771369,0,4.71E+11,157,73,1439,0.159833218
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.71E+11,4,584,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,6,2124,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
15,Food City,"2X93+55 Powell, Tennessee",zzw-225@8g9-xn5-mkz,sg:3106c98a771a478fa9e336cb703c4e97,36.017901,-84.047098,4.71E+11,4,951,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
54,Walmart Supercenter,"VVX2+XW Knoxville, Tennessee",222-223@8g9-mbq-rp9,sg:11523b7059fd46dcbdfd5dfea9352337,35.899963,-84.147615,4.71E+11,6,1556,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
55,ALDI,"WW55+XV Knoxville, Tennessee",222-222@8g9-m95-k75,sg:f7bfb93aaece430f85e02a36a841ee8d,35.90991,-84.090268,4.71E+11,8,946,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,10,2126,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,26,1482,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
114,Whole Foods Market,"WXMM+6Q Knoxville, Tennessee",228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,4.71E+11,4,887,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
119,Ingles Markets,"VRFC+WR Knoxville, Tennessee",zzw-222@8g9-mbt-r8v,sg:d30b6079fa5e41ca9dc8a2caeb85c9b4,35.874661,-84.178427,4.71E+11,4,977,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
124,Kroger Grocery Pickup and Delivery,"WW76+C9 Knoxville, Tennessee",zzw-222@8g9-m96-68v,sg:6a4ce399508342bf9690543dac6a4bae,35.913714,-84.089227,4.71E+11,8,888,152,1031,391,20,0.095357591,0.646800502,0.245294856,0.012547051,4.71E+11,124,55,1594,0.11229611
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.71E+11,4,882,47,1978,24,0,0.022871046,0.962530414,0.011678832,0,4.71E+11,18,48,1835,0.035967302
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,8,190,47,1978,24,0,0.022871046,0.962530414,0.011678832,0,4.71E+11,18,48,1835,0.035967302
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,5,1280,47,1978,24,0,0.022871046,0.962530414,0.011678832,0,4.71E+11,18,48,1835,0.035967302
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.70E+11,4,950,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.70E+11,4,1542,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
15,Food City,"2X93+55 Powell, Tennessee",zzw-225@8g9-xn5-mkz,sg:3106c98a771a478fa9e336cb703c4e97,36.017901,-84.047098,4.70E+11,5,671,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
36,ALDI,"2X3G+JQ Knoxville, Tennessee",222-222@8g9-xnf-wzf,sg:c85579b04c03452084cfd79965f33b8a,36.004068,-84.023253,4.70E+11,5,968,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
60,Walmart Supercenter,"2P5W+GQ Oak Ridge, Tennessee",zzw-223@8g9-xdy-9s5,sg:e9a6f59e57184a11b8159023f528cff4,36.008913,-84.253074,4.70E+11,8,524,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
69,Food City,"3VR6+M3 Clinton, Tennessee",zzy-222@8g9-wz9-2kz,sg:6ddc3a996a5f4c21aa25aefa822f2fe6,36.091823,-84.139612,4.70E+11,9,1478,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
80,Food City,"2Q82+QV Oak Ridge, Tennessee",226-224@8g9-xdx-jjv,sg:156c592fc11249df88da869c00313580,36.017084,-84.247569,4.70E+11,4,2151,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
81,Copper Cellar Marketplace,"WV6V+M2 Knoxville, Tennessee",zzw-222@8g9-mhn-zmk,sg:bbabc9705cbd44669a7d4c1068cb73d4,35.956155,-83.93433,4.70E+11,4,1816,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
109,Archer's Food Center Inc,"5WWH+HH Norris, Tennessee",227-222@8g9-xcs-t35,sg:6b8e307d173e4f03b0d0746db34c53ac,36.196364,-84.070993,4.70E+11,4,2239,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
110,Mediterranean Food Market,"WWFR+HR Knoxville, Tennessee",22f-222@8g9-m9s-2hq,sg:bdf81db1a1184158bd686d682928cc56,35.92396,-84.058009,4.70E+11,4,1744,14,1313,101,0,0.009803922,0.919467787,0.070728291,0,4.70E+11,28,0,1145,0.024454148
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.70E+11,4,1434,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.70E+11,5,2955,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
12,La Lupita Mexican Store and Restaurant #1,"QPPH+XM Lenoir City, Tennessee",223-222@8g8-ywb-wx5,sg:da8e4dc6862c429b8cda245c22f70c18,35.787451,-84.270812,4.70E+11,4,1402,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
20,ALDI,"2Q33+M3 Oak Ridge, Tennessee",222-222@8g9-xgj-wc5,sg:0d1cc0c4c3d14a4ebc0de94435029a2d,36.004063,-84.247353,4.70E+11,6,1876,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
35,The Fresh Market,"W2RC+PJ Knoxville, Tennessee",22h-222@8g9-mkj-2zf,sg:a2d5d7505a6348e0a9f46b85b6e82f73,35.941898,-83.978421,4.70E+11,4,1773,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.70E+11,4,1335,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
59,Gordon Food Service Store,"WW65+22 Knoxville, Tennessee",222-222@8g9-m95-kfz,sg:691bef878b834fcc9129b8aeebd57a5e,35.910077,-84.092382,4.70E+11,4,1401,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
60,Walmart Supercenter,"2P5W+GQ Oak Ridge, Tennessee",zzw-223@8g9-xdy-9s5,sg:e9a6f59e57184a11b8159023f528cff4,36.008913,-84.253074,4.70E+11,50,2984,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
80,Food City,"2Q82+QV Oak Ridge, Tennessee",226-224@8g9-xdx-jjv,sg:156c592fc11249df88da869c00313580,36.017084,-84.247569,4.70E+11,25,898,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
124,Kroger Grocery Pickup and Delivery,"WW76+C9 Knoxville, Tennessee",zzw-222@8g9-m96-68v,sg:6a4ce399508342bf9690543dac6a4bae,35.913714,-84.089227,4.70E+11,4,1472,42,1590,28,0,0.024,0.908571429,0.016,0,4.70E+11,216,278,1733,0.285054818
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,24,2349,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
35,The Fresh Market,"W2RC+PJ Knoxville, Tennessee",22h-222@8g9-mkj-2zf,sg:a2d5d7505a6348e0a9f46b85b6e82f73,35.941898,-83.978421,4.71E+11,6,937,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
54,Walmart Supercenter,"VVX2+XW Knoxville, Tennessee",222-223@8g9-mbq-rp9,sg:11523b7059fd46dcbdfd5dfea9352337,35.899963,-84.147615,4.71E+11,4,1542,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,50,556,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
65,Walmart Grocery Pickup,"W564+JF Knoxville, Tennessee",222-225@8g9-mj8-s89,sg:0aa89a4868b54511a061fb0bfccc8dfc,35.911584,-83.843819,4.71E+11,12,1577,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
81,Copper Cellar Marketplace,"WV6V+M2 Knoxville, Tennessee",zzw-222@8g9-mhn-zmk,sg:bbabc9705cbd44669a7d4c1068cb73d4,35.956155,-83.93433,4.71E+11,20,1079,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
87,Publix Super Market at Northshore Town Center,"VW6F+6C Knoxville, Tennessee",222-224@8g9-m8f-t5f,sg:5783a7f863584f7e8cfcaf1fbf39aac7,35.860586,-84.076468,4.71E+11,4,970,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,11,1225,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
104,Walmart Neighborhood Market,"XXGQ+HH Knoxville, Tennessee",222-222@8g9-xqv-pd9,sg:89c3e565fcaa4da1b2c2008f8252c4a6,35.976411,-84.0112,4.71E+11,4,1116,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
106,Target Grocery,"VW7C+36 Knoxville, Tennessee",zzw-226@8g9-m8f-tn5,sg:53655b1a27234a20ba7353cba8198d88,35.862827,-84.079378,4.71E+11,4,955,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
114,Whole Foods Market,"WXMM+6Q Knoxville, Tennessee",228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,4.71E+11,4,4059,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
118,ALDI,"W2P6+V5 Knoxville, Tennessee",zzw-223@8g9-mkf-h5z,sg:ee4c7779e4ed41b2a6107c51a658cfa5,35.937089,-83.989496,4.71E+11,8,1381,68,2233,130,95,0.026356589,0.865503876,0.050387597,0.036821705,4.71E+11,110,36,248,0.588709677
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,19,1323,8,4336,115,322,0.001658375,0.898839138,0.023839138,0.066749585,4.71E+11,368,0,4421,0.083239086
13,ALDI,"24MJ+RQ Knoxville, Tennessee",223-222@8g9-gv4-6hq,sg:e9311e410ce046e0b288f2f4c318b9d0,36.034539,-83.868061,4.71E+11,25,895,8,4336,115,322,0.001658375,0.898839138,0.023839138,0.066749585,4.71E+11,368,0,4421,0.083239086
16,Ingles Markets,"XWM3+8R Knoxville, Tennessee",zzy-222@8g9-xpw-389,sg:0ea44d2ecb514729b09318aedb5d9d44,35.98337,-84.095471,4.71E+11,4,1089,8,4336,115,322,0.001658375,0.898839138,0.023839138,0.066749585,4.71E+11,368,0,4421,0.083239086
17,Food City,"RP9J+MC Lenoir City, Tennessee",222-223@8g8-ytr-7nq,sg:11d414bdee924ccdba097a37a433520a,35.818956,-84.268865,4.71E+11,5,1440,8,4336,115,322,0.001658375,0.898839138,0.023839138,0.066749585,4.71E+11,368,0,4421,0.083239086
24,Food City,"23FC+W9 Knoxville, Tennessee",222-222@8g9-gwn-7wk,sg:39479daf3de34159a6da2945052cfd21,36.024811,-83.929117,4.71E+11,49,2291,8,4336,115,322,0.001658375,0.898839138,0.023839138,0.066749585,4.71E+11,368,0,4421,0.083239086
35,The Fresh Market,"W2RC+PJ Knoxville, Tennessee",22h-222@8g9-mkj-2zf,sg:a2d5d7505a6348e0a9f46b85b6e82f73,35.941898,-83.978421,4.71E+11,4,465,8,4336,115,322,0.001658375,0.898839138,0.023839138,0.066749585,4.71E+11,368,0,4421,0.083239086
