,PlusCode,Visitors,Total_TravelTime,Store_Name,Store_LAT,Store_LON,GEOID,CBG_LAT,CBG_LON
0,"X3JC+HQ Knoxville, Tennessee",4,4.612201911,Three Rivers Market,35.981385,-83.928022,470930001001,35.9649895,-83.9203408
1,"W3X6+X5 Knoxville, Tennessee",4,7.83058496,Publix Super Market at University Commons,35.950105,-83.939675,470930001001,35.9649895,-83.9203408
2,"WXMM+6Q Knoxville, Tennessee",4,10.57695618,Whole Foods Market,35.933085,-84.015477,470930001001,35.9649895,-83.9203408
3,"W2P6+V5 Knoxville, Tennessee",4,11.59855026,ALDI,35.937089,-83.989496,470930001001,35.9649895,-83.9203408
4,"WXC2+HQ Knoxville, Tennessee",11,12.94272241,Target Grocery,35.921766,-84.047911,470930001001,35.9649895,-83.9203408
5,"W564+JF Knoxville, Tennessee",4,14.20867715,Walmart Grocery Pickup,35.911584,-83.843819,470930001001,35.9649895,-83.9203408
6,"W564+JF Knoxville, Tennessee",4,14.20867715,Walmart Grocery Pickup,35.911584,-83.843819,470930001001,35.9649895,-83.9203408
7,"WW55+XV Knoxville, Tennessee",4,16.91607529,ALDI,35.90991,-84.090268,470930001001,35.9649895,-83.9203408
8,"WV6V+M2 Knoxville, Tennessee",4,17.31431092,Copper Cellar Marketplace,35.956155,-83.93433,470930001001,35.9649895,-83.9203408
9,"VRVH+9W Knoxville, Tennessee",4,19.92990823,Publix Super Market at Turkey Creek,35.8934,-84.17021,470930001001,35.9649895,-83.9203408
10,"VW6F+6C Knoxville, Tennessee",4,21.11521041,Publix Super Market at Northshore Town Center,35.860586,-84.076468,470930001001,35.9649895,-83.9203408
11,"VRXX+X7 Knoxville, Tennessee",4,23.14798218,Target Grocery,35.900407,-84.15168,470930001001,35.9649895,-83.9203408
12,"VRXX+X7 Knoxville, Tennessee",4,23.14798218,Target Grocery,35.900407,-84.15168,470930001001,35.9649895,-83.9203408
13,"X3VH+69 Knoxville, Tennessee",4,9.822340654,Kroger,35.992802,-83.921691,470930008001,35.9545461,-83.9011488
14,"X4XF+C6 Knoxville, Tennessee",4,10.65121821,Save A Lot,35.998607,-83.877009,470930008001,35.9545461,-83.9011488
15,"236G+RW Knoxville, Tennessee",4,12.86888265,Tio Conejo,36.012013,-83.922608,470930008001,35.9545461,-83.9011488
16,"W564+JF Knoxville, Tennessee",22,13.45004563,Walmart Grocery Pickup,35.911584,-83.843819,470930008001,35.9545461,-83.9011488
17,"W564+JF Knoxville, Tennessee",22,13.45004563,Walmart Grocery Pickup,35.911584,-83.843819,470930008001,35.9545461,-83.9011488
18,"WXMM+6Q Knoxville, Tennessee",4,14.10919844,Whole Foods Market,35.933085,-84.015477,470930008001,35.9545461,-83.9011488
19,"W2P6+V5 Knoxville, Tennessee",4,14.96937037,ALDI,35.937089,-83.989496,470930008001,35.9545461,-83.9011488
20,"XXGQ+HH Knoxville, Tennessee",4,15.16678688,Walmart Neighborhood Market,35.976411,-84.0112,470930008001,35.9545461,-83.9011488
21,"XXGQ+HH Knoxville, Tennessee",4,15.16678688,Walmart Neighborhood Market,35.976411,-84.0112,470930008001,35.9545461,-83.9011488
22,"WWGP+FW Knoxville, Tennessee",4,15.89229509,Walmart Supercenter,35.926442,-84.062571,470930008001,35.9545461,-83.9011488
23,"WXC2+HQ Knoxville, Tennessee",5,16.47496467,Target Grocery,35.921766,-84.047911,470930008001,35.9545461,-83.9011488
24,"WW76+C9 Knoxville, Tennessee",4,18.88492076,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930008001,35.9545461,-83.9011488
25,"WW76+C9 Knoxville, Tennessee",4,18.88492076,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930008001,35.9545461,-83.9011488
26,"W564+JF Knoxville, Tennessee",7,13.32261675,Walmart Grocery Pickup,35.911584,-83.843819,470930008002,35.9583565,-83.9012011
27,"W564+JF Knoxville, Tennessee",7,13.32261675,Walmart Grocery Pickup,35.911584,-83.843819,470930008002,35.9583565,-83.9012011
28,"W2P6+V5 Knoxville, Tennessee",4,14.20614118,ALDI,35.937089,-83.989496,470930008002,35.9583565,-83.9012011
29,"2X3G+JQ Knoxville, Tennessee",4,16.12228215,ALDI,36.004068,-84.023253,470930008002,35.9583565,-83.9012011
30,"WXC2+HQ Knoxville, Tennessee",7,16.150168,Target Grocery,35.921766,-84.047911,470930008002,35.9583565,-83.9012011
31,"WW55+XV Knoxville, Tennessee",4,20.12352088,ALDI,35.90991,-84.090268,470930008002,35.9583565,-83.9012011
32,"WV6V+M2 Knoxville, Tennessee",4,20.52175651,Copper Cellar Marketplace,35.956155,-83.93433,470930008002,35.9583565,-83.9012011
33,"VRVH+9W Knoxville, Tennessee",4,23.13735383,Publix Super Market at Turkey Creek,35.8934,-84.17021,470930008002,35.9583565,-83.9012011
34,"47MP+W4 Blaine, Tennessee",4,24.29582385,Food City,36.134503,-83.714827,470930008002,35.9583565,-83.9012011
35,"VW6J+V3 Knoxville, Tennessee",4,25.04279007,Kroger,35.862461,-84.068836,470930008002,35.9583565,-83.9012011
36,"VW6J+V3 Knoxville, Tennessee",4,25.04279007,Kroger,35.862461,-84.068836,470930008002,35.9583565,-83.9012011
37,"X384+FG Knoxville, Tennessee",4,8.105388084,Food City,35.96643,-83.942448,470930008003,35.9526806,-83.9099419
38,"X3VH+69 Knoxville, Tennessee",5,9.257927541,Kroger,35.992802,-83.921691,470930008003,35.9526806,-83.9099419
39,"W2Q8+V4 Knoxville, Tennessee",4,13.48040623,Kroger,35.939652,-83.984638,470930008003,35.9526806,-83.9099419
40,"W2Q8+V4 Knoxville, Tennessee",4,13.48040623,Kroger,35.939652,-83.984638,470930008003,35.9526806,-83.9099419
41,"W564+JF Knoxville, Tennessee",27,13.55424849,Walmart Grocery Pickup,35.911584,-83.843819,470930008003,35.9526806,-83.9099419
42,"W564+JF Knoxville, Tennessee",27,13.55424849,Walmart Grocery Pickup,35.911584,-83.843819,470930008003,35.9526806,-83.9099419
43,"W2P6+V5 Knoxville, Tennessee",4,13.86121886,ALDI,35.937089,-83.989496,470930008003,35.9526806,-83.9099419
44,"23FC+W9 Knoxville, Tennessee",4,14.27761266,Food City,36.024811,-83.929117,470930008003,35.9526806,-83.9099419
45,"23M9+39 Knoxville, Tennessee",6,15.14864567,Kroger,36.032881,-83.931684,470930008003,35.9526806,-83.9099419
46,"WWGP+FW Knoxville, Tennessee",6,15.59976788,Walmart Supercenter,35.926442,-84.062571,470930008003,35.9526806,-83.9099419
47,"WXC2+HQ Knoxville, Tennessee",7,16.18243746,Target Grocery,35.921766,-84.047911,470930008003,35.9526806,-83.9099419
48,"VW7C+36 Knoxville, Tennessee",8,23.98605304,Target Grocery,35.862827,-84.079378,470930008003,35.9526806,-83.9099419
49,"VW7C+36 Knoxville, Tennessee",8,23.98605304,Target Grocery,35.862827,-84.079378,470930008003,35.9526806,-83.9099419
50,"Q2F6+95 Alcoa, Tennessee",4,24.55031712,ALDI,35.773467,-83.989599,470930008003,35.9526806,-83.9099419
51,"VRXX+X7 Knoxville, Tennessee",7,26.38769723,Target Grocery,35.900407,-84.15168,470930008003,35.9526806,-83.9099419
52,"VRXX+X7 Knoxville, Tennessee",7,26.38769723,Target Grocery,35.900407,-84.15168,470930008003,35.9526806,-83.9099419
53,"XC75+G5 Kodak, Tennessee",4,27.48647244,Food City,35.963867,-83.592075,470930008003,35.9526806,-83.9099419
54,"W3X6+X5 Knoxville, Tennessee",4,4.952943614,Publix Super Market at University Commons,35.950105,-83.939675,470930009011,35.9542093,-83.9245548
55,"W2Q8+V4 Knoxville, Tennessee",4,9.771666177,Kroger,35.939652,-83.984638,470930009011,35.9542093,-83.9245548
56,"W2Q8+V4 Knoxville, Tennessee",4,9.771666177,Kroger,35.939652,-83.984638,470930009011,35.9542093,-83.9245548
57,"WWGP+FW Knoxville, Tennessee",8,13.98486357,Walmart Supercenter,35.926442,-84.062571,470930009011,35.9542093,-83.9245548
58,"WXC2+HQ Knoxville, Tennessee",15,14.56753314,Target Grocery,35.921766,-84.047911,470930009011,35.9542093,-83.9245548
59,"W564+JF Knoxville, Tennessee",12,15.17470591,Walmart Grocery Pickup,35.911584,-83.843819,470930009011,35.9542093,-83.9245548
60,"W564+JF Knoxville, Tennessee",12,15.17470591,Walmart Grocery Pickup,35.911584,-83.843819,470930009011,35.9542093,-83.9245548
61,"WV6V+M2 Knoxville, Tennessee",9,18.93912165,Copper Cellar Marketplace,35.956155,-83.93433,470930009011,35.9542093,-83.9245548
62,"VVX2+XW Knoxville, Tennessee",4,21.50498277,Walmart Supercenter,35.899963,-84.147615,470930009011,35.9542093,-83.9245548
63,"VVX2+XW Knoxville, Tennessee",4,21.50498277,Walmart Supercenter,35.899963,-84.147615,470930009011,35.9542093,-83.9245548
64,"VRXX+X7 Knoxville, Tennessee",4,24.77279291,Target Grocery,35.900407,-84.15168,470930009011,35.9542093,-83.9245548
65,"VRXX+X7 Knoxville, Tennessee",4,24.77279291,Target Grocery,35.900407,-84.15168,470930009011,35.9542093,-83.9245548
66,"W3X6+X5 Knoxville, Tennessee",7,1.542940414,Publix Super Market at University Commons,35.950105,-83.939675,470930009021,35.9486470,-83.9359168
67,"W2Q8+V4 Knoxville, Tennessee",4,7.421474787,Kroger,35.939652,-83.984638,470930009021,35.9486470,-83.9359168
68,"W2Q8+V4 Knoxville, Tennessee",4,7.421474787,Kroger,35.939652,-83.984638,470930009021,35.9486470,-83.9359168
69,"W2P6+V5 Knoxville, Tennessee",4,7.802287418,ALDI,35.937089,-83.989496,470930009021,35.9486470,-83.9359168
70,"XXGQ+HH Knoxville, Tennessee",4,10.52395209,Walmart Neighborhood Market,35.976411,-84.0112,470930009021,35.9486470,-83.9359168
71,"XXGQ+HH Knoxville, Tennessee",4,10.52395209,Walmart Neighborhood Market,35.976411,-84.0112,470930009021,35.9486470,-83.9359168
72,"WWGP+FW Knoxville, Tennessee",13,11.2494603,Walmart Supercenter,35.926442,-84.062571,470930009021,35.9486470,-83.9359168
73,"WXC2+HQ Knoxville, Tennessee",31,11.83212987,Target Grocery,35.921766,-84.047911,470930009021,35.9486470,-83.9359168
74,"WV6V+M2 Knoxville, Tennessee",10,16.20371838,Copper Cellar Marketplace,35.956155,-83.93433,470930009021,35.9486470,-83.9359168
75,"W564+JF Knoxville, Tennessee",19,17.76584765,Walmart Grocery Pickup,35.911584,-83.843819,470930009021,35.9486470,-83.9359168
76,"W564+JF Knoxville, Tennessee",19,17.76584765,Walmart Grocery Pickup,35.911584,-83.843819,470930009021,35.9486470,-83.9359168
77,"VVX2+XW Knoxville, Tennessee",7,18.7695795,Walmart Supercenter,35.899963,-84.147615,470930009021,35.9486470,-83.9359168
78,"VVX2+XW Knoxville, Tennessee",7,18.7695795,Walmart Supercenter,35.899963,-84.147615,470930009021,35.9486470,-83.9359168
79,"VRXX+X7 Knoxville, Tennessee",6,22.03738964,Target Grocery,35.900407,-84.15168,470930009021,35.9486470,-83.9359168
80,"VRXX+X7 Knoxville, Tennessee",6,22.03738964,Target Grocery,35.900407,-84.15168,470930009021,35.9486470,-83.9359168
81,"W2RC+PJ Knoxville, Tennessee",6,7.476548378,The Fresh Market,35.941898,-83.978421,470930009022,35.9528146,-83.9337984
82,"W2P6+V5 Knoxville, Tennessee",8,9.224895975,ALDI,35.937089,-83.989496,470930009022,35.9528146,-83.9337984
83,"WXMM+6Q Knoxville, Tennessee",4,10.88897219,Whole Foods Market,35.933085,-84.015477,470930009022,35.9528146,-83.9337984
84,"XXGQ+HH Knoxville, Tennessee",4,11.94656064,Walmart Neighborhood Market,35.976411,-84.0112,470930009022,35.9528146,-83.9337984
85,"XXGQ+HH Knoxville, Tennessee",4,11.94656064,Walmart Neighborhood Market,35.976411,-84.0112,470930009022,35.9528146,-83.9337984
86,"WWGP+FW Knoxville, Tennessee",11,12.67206885,Walmart Supercenter,35.926442,-84.062571,470930009022,35.9528146,-83.9337984
87,"WXC2+HQ Knoxville, Tennessee",50,13.25473842,Target Grocery,35.921766,-84.047911,470930009022,35.9528146,-83.9337984
88,"W564+JF Knoxville, Tennessee",12,16.30368508,Walmart Grocery Pickup,35.911584,-83.843819,470930009022,35.9528146,-83.9337984
89,"W564+JF Knoxville, Tennessee",12,16.30368508,Walmart Grocery Pickup,35.911584,-83.843819,470930009022,35.9528146,-83.9337984
90,"WV6V+M2 Knoxville, Tennessee",20,17.62632693,Copper Cellar Marketplace,35.956155,-83.93433,470930009022,35.9528146,-83.9337984
91,"VVX2+XW Knoxville, Tennessee",4,20.19218805,Walmart Supercenter,35.899963,-84.147615,470930009022,35.9528146,-83.9337984
92,"VVX2+XW Knoxville, Tennessee",4,20.19218805,Walmart Supercenter,35.899963,-84.147615,470930009022,35.9528146,-83.9337984
93,"VW7C+36 Knoxville, Tennessee",4,21.05835401,Target Grocery,35.862827,-84.079378,470930009022,35.9528146,-83.9337984
94,"VW7C+36 Knoxville, Tennessee",4,21.05835401,Target Grocery,35.862827,-84.079378,470930009022,35.9528146,-83.9337984
95,"VW6F+6C Knoxville, Tennessee",4,21.09623904,Publix Super Market at Northshore Town Center,35.860586,-84.076468,470930009022,35.9528146,-83.9337984
96,"VRXX+X7 Knoxville, Tennessee",24,23.4599982,Target Grocery,35.900407,-84.15168,470930009022,35.9528146,-83.9337984
97,"VRXX+X7 Knoxville, Tennessee",24,23.4599982,Target Grocery,35.900407,-84.15168,470930009022,35.9528146,-83.9337984
98,"X3VH+69 Knoxville, Tennessee",4,5.647846691,Kroger,35.992802,-83.921691,470930014001,35.9791709,-83.9487006
99,"XXGQ+HH Knoxville, Tennessee",4,9.333954053,Walmart Neighborhood Market,35.976411,-84.0112,470930014001,35.9791709,-83.9487006
100,"XXGQ+HH Knoxville, Tennessee",4,9.333954053,Walmart Neighborhood Market,35.976411,-84.0112,470930014001,35.9791709,-83.9487006
101,"W2R8+Q4 Knoxville, Tennessee",5,10.26987257,El Girasol,35.941991,-83.984688,470930014001,35.9791709,-83.9487006
102,"WWGP+FW Knoxville, Tennessee",10,12.70990157,Walmart Supercenter,35.926442,-84.062571,470930014001,35.9791709,-83.9487006
103,"Q3V3+PQ Maryville, Tennessee",4,21.37099514,La Lupita Mexican Store and Restaurant #2,35.79429,-83.945606,470930014001,35.9791709,-83.9487006
104,"VRXX+X7 Knoxville, Tennessee",4,23.49783092,Target Grocery,35.900407,-84.15168,470930014001,35.9791709,-83.9487006
105,"VRXX+X7 Knoxville, Tennessee",4,23.49783092,Target Grocery,35.900407,-84.15168,470930014001,35.9791709,-83.9487006
106,"X3VH+69 Knoxville, Tennessee",8,4.88331874,Kroger,35.992802,-83.921691,470930014002,35.9775219,-83.9406871
107,"W2W9+25 Knoxville, Tennessee",5,9.417957104,Oriental Super Mart,35.944963,-83.982134,470930014002,35.9775219,-83.9406871
108,"X384+FG Knoxville, Tennessee",4,3.03988442,Food City,35.96643,-83.942448,470930014003,35.9759890,-83.9484384
109,"X3VH+69 Knoxville, Tennessee",4,5.818027517,Kroger,35.992802,-83.921691,470930014003,35.9759890,-83.9484384
110,"X3RH+94 Knoxville, Tennessee",4,5.85342528,Save A Lot,35.990983,-83.92216,470930014003,35.9759890,-83.9484384
111,"XXGQ+HH Knoxville, Tennessee",6,8.926112736,Walmart Neighborhood Market,35.976411,-84.0112,470930014003,35.9759890,-83.9484384
112,"XXGQ+HH Knoxville, Tennessee",6,8.926112736,Walmart Neighborhood Market,35.976411,-84.0112,470930014003,35.9759890,-83.9484384
113,"24PJ+H8 Knoxville, Tennessee",4,12.12617533,Food City,36.036471,-83.869124,470930014003,35.9759890,-83.9484384
114,"X3VH+69 Knoxville, Tennessee",11,2.209929845,Kroger,35.992802,-83.921691,470930015001,35.9909782,-83.9293067
115,"X3RH+94 Knoxville, Tennessee",5,2.245327608,Save A Lot,35.990983,-83.92216,470930015001,35.9909782,-83.9293067
116,"X3JC+HQ Knoxville, Tennessee",4,2.823813307,Three Rivers Market,35.981385,-83.928022,470930015001,35.9909782,-83.9293067
117,"23M9+39 Knoxville, Tennessee",4,8.567181821,Kroger,36.032881,-83.931684,470930015001,35.9909782,-83.9293067
118,"XXGQ+HH Knoxville, Tennessee",4,11.8894129,Walmart Neighborhood Market,35.976411,-84.0112,470930015001,35.9909782,-83.9293067
119,"XXGQ+HH Knoxville, Tennessee",4,11.8894129,Walmart Neighborhood Market,35.976411,-84.0112,470930015001,35.9909782,-83.9293067
120,"X3VH+69 Knoxville, Tennessee",5,2.668613361,Kroger,35.992802,-83.921691,470930015002,35.9974454,-83.9309434
121,"23FC+W9 Knoxville, Tennessee",6,6.463288011,Food City,36.024811,-83.929117,470930015002,35.9974454,-83.9309434
122,"23M9+39 Knoxville, Tennessee",4,7.33432102,Kroger,36.032881,-83.931684,470930015002,35.9974454,-83.9309434
123,"24MJ+RQ Knoxville, Tennessee",4,10.15188567,ALDI,36.034539,-83.868061,470930015002,35.9974454,-83.9309434
124,"24PJ+H8 Knoxville, Tennessee",4,10.81187955,Food City,36.036471,-83.869124,470930015002,35.9974454,-83.9309434
125,"2X3G+JQ Knoxville, Tennessee",4,11.19523818,ALDI,36.004068,-84.023253,470930015002,35.9974454,-83.9309434
126,"WXMM+6Q Knoxville, Tennessee",4,13.38822102,Whole Foods Market,35.933085,-84.015477,470930015002,35.9974454,-83.9309434
127,"269C+RP Knoxville, Tennessee",4,14.46406257,Food City,36.019509,-83.778225,470930015002,35.9974454,-83.9309434
128,"33M8+P9 Knoxville, Tennessee",4,14.60228547,ALDI,36.084456,-83.934116,470930015002,35.9974454,-83.9309434
129,"VRXX+X7 Knoxville, Tennessee",4,25.95924703,Target Grocery,35.900407,-84.15168,470930015002,35.9974454,-83.9309434
130,"VRXX+X7 Knoxville, Tennessee",4,25.95924703,Target Grocery,35.900407,-84.15168,470930015002,35.9974454,-83.9309434
131,"X3VH+69 Knoxville, Tennessee",5,4.536503938,Kroger,35.992802,-83.921691,470930015003,35.9889813,-83.9416089
132,"23FC+W9 Knoxville, Tennessee",4,8.860839895,Food City,36.024811,-83.929117,470930015003,35.9889813,-83.9416089
133,"2X93+55 Powell, Tennessee",4,12.47974699,Food City,36.017901,-84.047098,470930015003,35.9889813,-83.9416089
134,"W2Q8+V4 Knoxville, Tennessee",4,12.50740938,Kroger,35.939652,-83.984638,470930015003,35.9889813,-83.9416089
135,"W2Q8+V4 Knoxville, Tennessee",4,12.50740938,Kroger,35.939652,-83.984638,470930015003,35.9889813,-83.9416089
136,"WWGP+FW Knoxville, Tennessee",4,13.64972459,Walmart Supercenter,35.926442,-84.062571,470930015003,35.9889813,-83.9416089
137,"236G+RW Knoxville, Tennessee",12,1.658795226,Tio Conejo,36.012013,-83.922608,470930016001,36.0096399,-83.9206931
138,"X3VH+69 Knoxville, Tennessee",6,3.497087861,Kroger,35.992802,-83.921691,470930016001,36.0096399,-83.9206931
139,"23FC+W9 Knoxville, Tennessee",8,3.8498025,Food City,36.024811,-83.929117,470930016001,36.0096399,-83.9206931
140,"23M9+39 Knoxville, Tennessee",4,4.720835508,Kroger,36.032881,-83.931684,470930016001,36.0096399,-83.9206931
141,"X3JC+HQ Knoxville, Tennessee",4,6.562958901,Three Rivers Market,35.981385,-83.928022,470930016001,36.0096399,-83.9206931
142,"24PJ+H8 Knoxville, Tennessee",4,8.198394038,Food City,36.036471,-83.869124,470930016001,36.0096399,-83.9206931
143,"WWGP+FW Knoxville, Tennessee",5,15.02852761,Walmart Supercenter,35.926442,-84.062571,470930016001,36.0096399,-83.9206931
144,"WXC2+HQ Knoxville, Tennessee",4,15.61119718,Target Grocery,35.921766,-84.047911,470930016001,36.0096399,-83.9206931
145,"X3VH+69 Knoxville, Tennessee",9,2.242914951,Kroger,35.992802,-83.921691,470930016002,36.0017535,-83.9194016
146,"236G+RW Knoxville, Tennessee",4,3.348380167,Tio Conejo,36.012013,-83.922608,470930016002,36.0017535,-83.9194016
147,"X3JC+HQ Knoxville, Tennessee",5,5.308785991,Three Rivers Market,35.981385,-83.928022,470930016002,36.0017535,-83.9194016
148,"23FC+W9 Knoxville, Tennessee",6,5.954650484,Food City,36.024811,-83.929117,470930016002,36.0017535,-83.9194016
149,"23M9+39 Knoxville, Tennessee",4,6.825683493,Kroger,36.032881,-83.931684,470930016002,36.0017535,-83.9194016
150,"223F+WV Knoxville, Tennessee",4,8.397562311,Food City,36.004704,-83.975308,470930016002,36.0017535,-83.9194016
151,"WXC2+HQ Knoxville, Tennessee",4,15.32828884,Target Grocery,35.921766,-84.047911,470930016002,36.0017535,-83.9194016
152,"VW7C+36 Knoxville, Tennessee",4,23.13190443,Target Grocery,35.862827,-84.079378,470930016002,36.0017535,-83.9194016
153,"VW7C+36 Knoxville, Tennessee",4,23.13190443,Target Grocery,35.862827,-84.079378,470930016002,36.0017535,-83.9194016
154,"X3VH+69 Knoxville, Tennessee",23,1.741720408,Kroger,35.992802,-83.921691,470930017001,35.9964645,-83.9149632
155,"236G+RW Knoxville, Tennessee",4,4.376968934,Tio Conejo,36.012013,-83.922608,470930017001,35.9964645,-83.9149632
156,"X384+FG Knoxville, Tennessee",4,6.653143547,Food City,35.96643,-83.942448,470930017001,35.9964645,-83.9149632
157,"X4XF+C6 Knoxville, Tennessee",4,7.493524784,Save A Lot,35.998607,-83.877009,470930017001,35.9964645,-83.9149632
158,"23FC+W9 Knoxville, Tennessee",10,7.589268069,Food City,36.024811,-83.929117,470930017001,35.9964645,-83.9149632
159,"XXGQ+HH Knoxville, Tennessee",4,13.10963337,Walmart Neighborhood Market,35.976411,-84.0112,470930017001,35.9964645,-83.9149632
160,"XXGQ+HH Knoxville, Tennessee",4,13.10963337,Walmart Neighborhood Market,35.976411,-84.0112,470930017001,35.9964645,-83.9149632
161,"2X3G+JQ Knoxville, Tennessee",4,13.6707497,ALDI,36.004068,-84.023253,470930017001,35.9964645,-83.9149632
162,"WWGP+FW Knoxville, Tennessee",6,13.83514158,Walmart Supercenter,35.926442,-84.062571,470930017001,35.9964645,-83.9149632
163,"WW76+C9 Knoxville, Tennessee",4,16.82776725,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930017001,35.9964645,-83.9149632
164,"WW76+C9 Knoxville, Tennessee",4,16.82776725,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930017001,35.9964645,-83.9149632
165,"VVX2+XW Knoxville, Tennessee",4,21.35526078,Walmart Supercenter,35.899963,-84.147615,470930017001,35.9964645,-83.9149632
166,"VVX2+XW Knoxville, Tennessee",4,21.35526078,Walmart Supercenter,35.899963,-84.147615,470930017001,35.9964645,-83.9149632
167,"X3VH+69 Knoxville, Tennessee",8,2.954662519,Kroger,35.992802,-83.921691,470930017002,35.9901751,-83.9113032
168,"236G+RW Knoxville, Tennessee",4,6.001204513,Tio Conejo,36.012013,-83.922608,470930017002,35.9901751,-83.9113032
169,"24MJ+RQ Knoxville, Tennessee",4,7.513100088,ALDI,36.034539,-83.868061,470930018001,36.0026247,-83.8966770
170,"X3VH+69 Knoxville, Tennessee",13,7.527470471,Kroger,35.992802,-83.921691,470930018001,36.0026247,-83.8966770
171,"24PJ+H8 Knoxville, Tennessee",4,8.173093963,Food City,36.036471,-83.869124,470930018001,36.0026247,-83.8966770
172,"X3JC+HQ Knoxville, Tennessee",4,10.59334151,Three Rivers Market,35.981385,-83.928022,470930018001,36.0026247,-83.8966770
173,"23FC+W9 Knoxville, Tennessee",4,11.15810236,Food City,36.024811,-83.929117,470930018001,36.0026247,-83.8966770
174,"23M9+39 Knoxville, Tennessee",4,12.02913537,Kroger,36.032881,-83.931684,470930018001,36.0026247,-83.8966770
175,"XXGQ+HH Knoxville, Tennessee",4,17.3579383,Walmart Neighborhood Market,35.976411,-84.0112,470930018001,36.0026247,-83.8966770
176,"XXGQ+HH Knoxville, Tennessee",4,17.3579383,Walmart Neighborhood Market,35.976411,-84.0112,470930018001,36.0026247,-83.8966770
177,"WWGP+FW Knoxville, Tennessee",6,18.08344651,Walmart Supercenter,35.926442,-84.062571,470930018001,36.0026247,-83.8966770
178,"X3VH+69 Knoxville, Tennessee",21,4.349066374,Kroger,35.992802,-83.921691,470930018002,36.0016402,-83.9046268
179,"23FC+W9 Knoxville, Tennessee",4,8.143861344,Food City,36.024811,-83.929117,470930018002,36.0016402,-83.9046268
180,"23M9+39 Knoxville, Tennessee",6,9.014894353,Kroger,36.032881,-83.931684,470930018002,36.0016402,-83.9046268
181,"WWGP+FW Knoxville, Tennessee",7,15.20658926,Walmart Supercenter,35.926442,-84.062571,470930018002,36.0016402,-83.9046268
182,"WXC2+HQ Knoxville, Tennessee",4,15.78925883,Target Grocery,35.921766,-84.047911,470930018002,36.0016402,-83.9046268
183,"V3Q7+MM Knoxville, Tennessee",4,16.10432579,Dollar General,35.889214,-83.935744,470930018002,36.0016402,-83.9046268
184,"VW7C+36 Knoxville, Tennessee",4,23.59287442,Target Grocery,35.862827,-84.079378,470930018002,36.0016402,-83.9046268
185,"VW7C+36 Knoxville, Tennessee",4,23.59287442,Target Grocery,35.862827,-84.079378,470930018002,36.0016402,-83.9046268
186,"5WWH+HH Norris, Tennessee",4,29.82215348,Archer's Food Center Inc,36.196364,-84.070993,470930018002,36.0016402,-83.9046268
187,"X4XF+C6 Knoxville, Tennessee",4,2.077618399,Save A Lot,35.998607,-83.877009,470930019001,35.9960373,-83.8876554
188,"X3VH+69 Knoxville, Tennessee",5,6.568577387,Kroger,35.992802,-83.921691,470930019001,35.9960373,-83.8876554
189,"24PJ+H8 Knoxville, Tennessee",4,7.05778446,Food City,36.036471,-83.869124,470930019001,35.9960373,-83.8876554
190,"WXMX+JJ Knoxville, Tennessee",4,14.47775686,Food City,35.934116,-84.000896,470930019001,35.9960373,-83.8876554
191,"XXGQ+HH Knoxville, Tennessee",4,14.84817793,Walmart Neighborhood Market,35.976411,-84.0112,470930019001,35.9960373,-83.8876554
192,"XXGQ+HH Knoxville, Tennessee",4,14.84817793,Walmart Neighborhood Market,35.976411,-84.0112,470930019001,35.9960373,-83.8876554
193,"WWGP+FW Knoxville, Tennessee",7,15.57368614,Walmart Supercenter,35.926442,-84.062571,470930019001,35.9960373,-83.8876554
194,"243P+M4 Knoxville, Tennessee",4,3.664327232,Kroger,36.004151,-83.864662,470930020001,35.9924202,-83.8779423
195,"X3JC+HQ Knoxville, Tennessee",4,9.638423224,Three Rivers Market,35.981385,-83.928022,470930020001,35.9924202,-83.8779423
196,"WWGP+FW Knoxville, Tennessee",4,17.0192209,Walmart Supercenter,35.926442,-84.062571,470930020001,35.9924202,-83.8779423
197,"VW7C+36 Knoxville, Tennessee",4,25.40550606,Target Grocery,35.862827,-84.079378,470930020001,35.9924202,-83.8779423
198,"VW7C+36 Knoxville, Tennessee",4,25.40550606,Target Grocery,35.862827,-84.079378,470930020001,35.9924202,-83.8779423
199,"X4XF+C6 Knoxville, Tennessee",4,4.024174235,Save A Lot,35.998607,-83.877009,470930020002,35.9858216,-83.8858197
200,"243P+M4 Knoxville, Tennessee",4,5.000190011,Kroger,36.004151,-83.864662,470930020002,35.9858216,-83.8858197
201,"X3VH+69 Knoxville, Tennessee",4,6.717446415,Kroger,35.992802,-83.921691,470930020002,35.9858216,-83.8858197
202,"W2R8+Q4 Knoxville, Tennessee",4,14.37702586,El Girasol,35.941991,-83.984688,470930020002,35.9858216,-83.8858197
203,"XXGQ+HH Knoxville, Tennessee",4,14.99704696,Walmart Neighborhood Market,35.976411,-84.0112,470930020002,35.9858216,-83.8858197
204,"XXGQ+HH Knoxville, Tennessee",4,14.99704696,Walmart Neighborhood Market,35.976411,-84.0112,470930020002,35.9858216,-83.8858197
205,"WWGP+FW Knoxville, Tennessee",4,15.72255517,Walmart Supercenter,35.926442,-84.062571,470930020002,35.9858216,-83.8858197
