,PlusCode,Visitors,Total_TravelTime,Store_Name,Store_LAT,Store_LON,GEOID,CBG_LAT,CBG_LON
391,"33M8+P9 Knoxville, Tennessee",4,18.09088665,ALDI,36.084456,-83.934116,470930028002,35.9821296,-83.9707078
392,"VW7C+36 Knoxville, Tennessee",4,18.92496422,Target Grocery,35.862827,-84.079378,470930028002,35.9821296,-83.9707078
393,"VW7C+36 Knoxville, Tennessee",4,18.92496422,Target Grocery,35.862827,-84.079378,470930028002,35.9821296,-83.9707078
394,"W564+JF Knoxville, Tennessee",6,20.71724039,Walmart Grocery Pickup,35.911584,-83.843819,470930028002,35.9821296,-83.9707078
395,"W564+JF Knoxville, Tennessee",6,20.71724039,Walmart Grocery Pickup,35.911584,-83.843819,470930028002,35.9821296,-83.9707078
396,"VRXX+X7 Knoxville, Tennessee",4,21.3266084,Target Grocery,35.900407,-84.15168,470930028002,35.9821296,-83.9707078
397,"VRXX+X7 Knoxville, Tennessee",4,21.3266084,Target Grocery,35.900407,-84.15168,470930028002,35.9821296,-83.9707078
398,"X3VH+69 Knoxville, Tennessee",15,3.843344714,Kroger,35.992802,-83.921691,470930029001,36.0004873,-83.9392540
399,"236G+RW Knoxville, Tennessee",8,3.972747765,Tio Conejo,36.012013,-83.922608,470930029001,36.0004873,-83.9392540
400,"223F+WV Knoxville, Tennessee",4,4.831721289,Food City,36.004704,-83.975308,470930029001,36.0004873,-83.9392540
401,"X384+FG Knoxville, Tennessee",4,6.896463101,Food City,35.96643,-83.942448,470930029001,36.0004873,-83.9392540
402,"23FC+W9 Knoxville, Tennessee",11,7.185046901,Food City,36.024811,-83.929117,470930029001,36.0004873,-83.9392540
403,"23M9+39 Knoxville, Tennessee",4,8.056079909,Kroger,36.032881,-83.931684,470930029001,36.0004873,-83.9392540
404,"2X5G+FG Knoxville, Tennessee",4,9.145701456,Kroger,36.008756,-84.023602,470930029001,36.0004873,-83.9392540
405,"2X3G+JQ Knoxville, Tennessee",4,9.598143548,ALDI,36.004068,-84.023253,470930029001,36.0004873,-83.9392540
406,"XXGQ+HH Knoxville, Tennessee",5,9.767631683,Walmart Neighborhood Market,35.976411,-84.0112,470930029001,36.0004873,-83.9392540
407,"XXGQ+HH Knoxville, Tennessee",5,9.767631683,Walmart Neighborhood Market,35.976411,-84.0112,470930029001,36.0004873,-83.9392540
408,"XXJM+8F Knoxville, Tennessee",4,10.16648087,Food City,35.980887,-84.01625,470930029001,36.0004873,-83.9392540
409,"X4XF+C6 Knoxville, Tennessee",4,10.65547486,Save A Lot,35.998607,-83.877009,470930029001,36.0004873,-83.9392540
410,"W2P6+V5 Knoxville, Tennessee",4,13.31695855,ALDI,35.937089,-83.989496,470930029001,36.0004873,-83.9392540
411,"WWGP+FW Knoxville, Tennessee",5,13.63788929,Walmart Supercenter,35.926442,-84.062571,470930029001,36.0004873,-83.9392540
412,"WXF9+C4 Knoxville, Tennessee",4,14.73572512,Food City,35.92361,-84.032175,470930029001,36.0004873,-83.9392540
413,"W536+GW Knoxville, Tennessee",4,17.78469885,Food City,35.903864,-83.837557,470930029001,36.0004873,-83.9392540
414,"W564+JF Knoxville, Tennessee",4,18.44803065,Walmart Grocery Pickup,35.911584,-83.843819,470930029001,36.0004873,-83.9392540
415,"W564+JF Knoxville, Tennessee",4,18.44803065,Walmart Grocery Pickup,35.911584,-83.843819,470930029001,36.0004873,-83.9392540
416,"47MP+W4 Blaine, Tennessee",4,24.62487716,Food City,36.134503,-83.714827,470930029001,36.0004873,-83.9392540
417,"236G+RW Knoxville, Tennessee",4,3.971146257,Tio Conejo,36.012013,-83.922608,470930029002,36.0060024,-83.9403839
418,"X3VH+69 Knoxville, Tennessee",4,5.586169783,Kroger,35.992802,-83.921691,470930029002,36.0060024,-83.9403839
419,"23FC+W9 Knoxville, Tennessee",7,7.183445393,Food City,36.024811,-83.929117,470930029002,36.0060024,-83.9403839
420,"23M9+39 Knoxville, Tennessee",4,8.054478401,Kroger,36.032881,-83.931684,470930029002,36.0060024,-83.9403839
421,"2X5G+FG Knoxville, Tennessee",4,14.64279836,Kroger,36.008756,-84.023602,470930029002,36.0060024,-83.9403839
422,"2X3G+JQ Knoxville, Tennessee",4,15.09524045,ALDI,36.004068,-84.023253,470930029002,36.0060024,-83.9403839
423,"269C+RP Knoxville, Tennessee",4,15.76748292,Food City,36.019509,-83.778225,470930029002,36.0060024,-83.9403839
424,"WWGP+FW Knoxville, Tennessee",4,18.0888741,Walmart Supercenter,35.926442,-84.062571,470930029002,36.0060024,-83.9403839
425,"W564+JF Knoxville, Tennessee",4,23.76141964,Walmart Grocery Pickup,35.911584,-83.843819,470930029002,36.0060024,-83.9403839
426,"W564+JF Knoxville, Tennessee",4,23.76141964,Walmart Grocery Pickup,35.911584,-83.843819,470930029002,36.0060024,-83.9403839
427,"VVX2+XW Knoxville, Tennessee",4,25.6089933,Walmart Supercenter,35.899963,-84.147615,470930029002,36.0060024,-83.9403839
428,"VVX2+XW Knoxville, Tennessee",4,25.6089933,Walmart Supercenter,35.899963,-84.147615,470930029002,36.0060024,-83.9403839
429,"24MJ+RQ Knoxville, Tennessee",4,4.820977207,ALDI,36.034539,-83.868061,470930030001,36.0224498,-83.8910352
430,"24PJ+H8 Knoxville, Tennessee",13,5.480971083,Food City,36.036471,-83.869124,470930030001,36.0224498,-83.8910352
431,"X3VH+69 Knoxville, Tennessee",6,6.251925711,Kroger,35.992802,-83.921691,470930030001,36.0224498,-83.8910352
432,"23FC+W9 Knoxville, Tennessee",8,7.546839419,Food City,36.024811,-83.929117,470930030001,36.0224498,-83.8910352
433,"23M9+39 Knoxville, Tennessee",4,8.417872428,Kroger,36.032881,-83.931684,470930030001,36.0224498,-83.8910352
434,"W3X6+X5 Knoxville, Tennessee",4,14.44818936,Publix Super Market at University Commons,35.950105,-83.939675,470930030001,36.0224498,-83.8910352
435,"2X3G+JQ Knoxville, Tennessee",4,14.48707965,ALDI,36.004068,-84.023253,470930030001,36.0224498,-83.8910352
436,"33M8+P9 Knoxville, Tennessee",4,15.68583688,ALDI,36.084456,-83.934116,470930030001,36.0224498,-83.8910352
437,"WXMM+6Q Knoxville, Tennessee",4,15.76841739,Whole Foods Market,35.933085,-84.015477,470930030001,36.0224498,-83.8910352
438,"WWGP+FW Knoxville, Tennessee",4,17.55151405,Walmart Supercenter,35.926442,-84.062571,470930030001,36.0224498,-83.8910352
439,"WXC2+HQ Knoxville, Tennessee",4,18.13418362,Target Grocery,35.921766,-84.047911,470930030001,36.0224498,-83.8910352
440,"VVX2+XW Knoxville, Tennessee",4,25.07163325,Walmart Supercenter,35.899963,-84.147615,470930030001,36.0224498,-83.8910352
441,"VVX2+XW Knoxville, Tennessee",4,25.07163325,Walmart Supercenter,35.899963,-84.147615,470930030001,36.0224498,-83.8910352
442,"23FC+W9 Knoxville, Tennessee",9,4.912345124,Food City,36.024811,-83.929117,470930030002,36.0212623,-83.9057896
443,"23M9+39 Knoxville, Tennessee",7,5.783378133,Kroger,36.032881,-83.931684,470930030002,36.0212623,-83.9057896
444,"X3VH+69 Knoxville, Tennessee",9,5.859471126,Kroger,35.992802,-83.921691,470930030002,36.0212623,-83.9057896
445,"24PJ+H8 Knoxville, Tennessee",4,8.346156692,Food City,36.036471,-83.869124,470930030002,36.0212623,-83.9057896
446,"WWGP+FW Knoxville, Tennessee",4,16.09107024,Walmart Supercenter,35.926442,-84.062571,470930030002,36.0212623,-83.9057896
447,"WXC2+HQ Knoxville, Tennessee",4,16.67373981,Target Grocery,35.921766,-84.047911,470930030002,36.0212623,-83.9057896
448,"W564+JF Knoxville, Tennessee",4,23.32907564,Walmart Grocery Pickup,35.911584,-83.843819,470930030002,36.0212623,-83.9057896
449,"W564+JF Knoxville, Tennessee",4,23.32907564,Walmart Grocery Pickup,35.911584,-83.843819,470930030002,36.0212623,-83.9057896
450,"2P5W+GQ Oak Ridge, Tennessee",4,33.76036101,Walmart Supercenter,36.008913,-84.253074,470930030002,36.0212623,-83.9057896
451,"X3VH+69 Knoxville, Tennessee",21,4.924497417,Kroger,35.992802,-83.921691,470930030003,36.0117900,-83.9040845
452,"236G+RW Knoxville, Tennessee",4,5.192470806,Tio Conejo,36.012013,-83.922608,470930030003,36.0117900,-83.9040845
453,"23FC+W9 Knoxville, Tennessee",13,7.14246166,Food City,36.024811,-83.929117,470930030003,36.0117900,-83.9040845
454,"24PJ+H8 Knoxville, Tennessee",13,7.437835345,Food City,36.036471,-83.869124,470930030003,36.0117900,-83.9040845
455,"X3JC+HQ Knoxville, Tennessee",4,7.990368457,Three Rivers Market,35.981385,-83.928022,470930030003,36.0117900,-83.9040845
456,"23M9+39 Knoxville, Tennessee",4,8.013494668,Kroger,36.032881,-83.931684,470930030003,36.0117900,-83.9040845
457,"W3MV+W7 Knoxville, Tennessee",4,14.6550699,United Grocery Outlet,35.934756,-83.906981,470930030003,36.0117900,-83.9040845
458,"2X5G+FG Knoxville, Tennessee",4,14.80431028,Kroger,36.008756,-84.023602,470930030003,36.0117900,-83.9040845
459,"WWGP+FW Knoxville, Tennessee",5,17.42720174,Walmart Supercenter,35.926442,-84.062571,470930030003,36.0117900,-83.9040845
460,"WW55+XV Knoxville, Tennessee",4,21.98322419,ALDI,35.90991,-84.090268,470930030003,36.0117900,-83.9040845
461,"WV6V+M2 Knoxville, Tennessee",4,22.38145982,Copper Cellar Marketplace,35.956155,-83.93433,470930030003,36.0117900,-83.9040845
462,"VVX2+XW Knoxville, Tennessee",4,24.94732094,Walmart Supercenter,35.899963,-84.147615,470930030003,36.0117900,-83.9040845
463,"VVX2+XW Knoxville, Tennessee",4,24.94732094,Walmart Supercenter,35.899963,-84.147615,470930030003,36.0117900,-83.9040845
464,"VW7C+36 Knoxville, Tennessee",4,25.81348689,Target Grocery,35.862827,-84.079378,470930030003,36.0117900,-83.9040845
465,"VW7C+36 Knoxville, Tennessee",4,25.81348689,Target Grocery,35.862827,-84.079378,470930030003,36.0117900,-83.9040845
466,"7634+6M Maynardville, Tennessee",4,32.62493602,Food City,36.253005,-83.793257,470930030003,36.0117900,-83.9040845
467,"24MJ+RQ Knoxville, Tennessee",7,3.059394091,ALDI,36.034539,-83.868061,470930031001,36.0207158,-83.8724541
468,"24PJ+H8 Knoxville, Tennessee",25,3.719387967,Food City,36.036471,-83.869124,470930031001,36.0207158,-83.8724541
469,"243P+M4 Knoxville, Tennessee",4,4.520023841,Kroger,36.004151,-83.864662,470930031001,36.0207158,-83.8724541
470,"X3VH+69 Knoxville, Tennessee",4,7.805019771,Kroger,35.992802,-83.921691,470930031001,36.0207158,-83.8724541
471,"23FC+W9 Knoxville, Tennessee",4,8.049886189,Food City,36.024811,-83.929117,470930031001,36.0207158,-83.8724541
472,"269C+RP Knoxville, Tennessee",4,9.541030329,Food City,36.019509,-83.778225,470930031001,36.0207158,-83.8724541
473,"WXMM+6Q Knoxville, Tennessee",4,15.02703187,Whole Foods Market,35.933085,-84.015477,470930031001,36.0207158,-83.8724541
474,"W2Q8+V4 Knoxville, Tennessee",4,15.66781332,Kroger,35.939652,-83.984638,470930031001,36.0207158,-83.8724541
475,"W2Q8+V4 Knoxville, Tennessee",4,15.66781332,Kroger,35.939652,-83.984638,470930031001,36.0207158,-83.8724541
476,"WWGP+FW Knoxville, Tennessee",6,16.81012853,Walmart Supercenter,35.926442,-84.062571,470930031001,36.0207158,-83.8724541
477,"W536+GW Knoxville, Tennessee",4,19.73184569,Food City,35.903864,-83.837557,470930031001,36.0207158,-83.8724541
478,"VVX2+XW Knoxville, Tennessee",4,24.33024773,Walmart Supercenter,35.899963,-84.147615,470930031001,36.0207158,-83.8724541
479,"VVX2+XW Knoxville, Tennessee",4,24.33024773,Walmart Supercenter,35.899963,-84.147615,470930031001,36.0207158,-83.8724541
480,"VRVH+9W Knoxville, Tennessee",4,24.37998392,Publix Super Market at Turkey Creek,35.8934,-84.17021,470930031001,36.0207158,-83.8724541
481,"VW7C+36 Knoxville, Tennessee",5,25.19641368,Target Grocery,35.862827,-84.079378,470930031001,36.0207158,-83.8724541
482,"VW7C+36 Knoxville, Tennessee",5,25.19641368,Target Grocery,35.862827,-84.079378,470930031001,36.0207158,-83.8724541
483,"24MJ+RQ Knoxville, Tennessee",6,6.592224597,ALDI,36.034539,-83.868061,470930031002,36.0107710,-83.8849430
484,"24PJ+H8 Knoxville, Tennessee",4,7.252218472,Food City,36.036471,-83.869124,470930031002,36.0107710,-83.8849430
485,"X3VH+69 Knoxville, Tennessee",4,7.624238592,Kroger,35.992802,-83.921691,470930031002,36.0107710,-83.8849430
486,"23M9+39 Knoxville, Tennessee",4,10.98327336,Kroger,36.032881,-83.931684,470930031002,36.0107710,-83.8849430
487,"WWGP+FW Knoxville, Tennessee",4,17.35536836,Walmart Supercenter,35.926442,-84.062571,470930031002,36.0107710,-83.8849430
488,"WXC2+HQ Knoxville, Tennessee",4,17.93803793,Target Grocery,35.921766,-84.047911,470930031002,36.0107710,-83.8849430
489,"WXF9+C4 Knoxville, Tennessee",4,18.45320419,Food City,35.92361,-84.032175,470930031002,36.0107710,-83.8849430
490,"VRXX+X7 Knoxville, Tennessee",4,28.1432977,Target Grocery,35.900407,-84.15168,470930031002,36.0107710,-83.8849430
491,"VRXX+X7 Knoxville, Tennessee",4,28.1432977,Target Grocery,35.900407,-84.15168,470930031002,36.0107710,-83.8849430
492,"243P+M4 Knoxville, Tennessee",4,1.888414136,Kroger,36.004151,-83.864662,470930032001,36.0076000,-83.8602139
493,"X4XF+C6 Knoxville, Tennessee",10,3.50941818,Save A Lot,35.998607,-83.877009,470930032001,36.0076000,-83.8602139
494,"269C+RP Knoxville, Tennessee",4,7.919993081,Food City,36.019509,-83.778225,470930032001,36.0076000,-83.8602139
495,"X3VH+69 Knoxville, Tennessee",6,8.889709877,Kroger,35.992802,-83.921691,470930032001,36.0076000,-83.8602139
496,"W2RC+PJ Knoxville, Tennessee",4,15.38496846,The Fresh Market,35.941898,-83.978421,470930032001,36.0076000,-83.8602139
497,"W2Q8+V4 Knoxville, Tennessee",4,16.75250342,Kroger,35.939652,-83.984638,470930032001,36.0076000,-83.8602139
498,"W2Q8+V4 Knoxville, Tennessee",4,16.75250342,Kroger,35.939652,-83.984638,470930032001,36.0076000,-83.8602139
499,"WWGP+FW Knoxville, Tennessee",4,17.89481863,Walmart Supercenter,35.926442,-84.062571,470930032001,36.0076000,-83.8602139
500,"WXC2+HQ Knoxville, Tennessee",4,18.4774882,Target Grocery,35.921766,-84.047911,470930032001,36.0076000,-83.8602139
501,"W564+JF Knoxville, Tennessee",4,20.52047716,Walmart Grocery Pickup,35.911584,-83.843819,470930032001,36.0076000,-83.8602139
502,"W564+JF Knoxville, Tennessee",4,20.52047716,Walmart Grocery Pickup,35.911584,-83.843819,470930032001,36.0076000,-83.8602139
503,"VVX2+XW Knoxville, Tennessee",4,25.41493783,Walmart Supercenter,35.899963,-84.147615,470930032001,36.0076000,-83.8602139
504,"VVX2+XW Knoxville, Tennessee",4,25.41493783,Walmart Supercenter,35.899963,-84.147615,470930032001,36.0076000,-83.8602139
505,"RPCP+R5 Lenoir City, Tennessee",4,35.33471671,Walmart Supercenter,35.822019,-84.264578,470930032001,36.0076000,-83.8602139
506,"243P+M4 Knoxville, Tennessee",6,2.142433222,Kroger,36.004151,-83.864662,470930032002,35.9998569,-83.8649224
507,"X4XF+C6 Knoxville, Tennessee",8,2.900473426,Save A Lot,35.998607,-83.877009,470930032002,35.9998569,-83.8649224
508,"24PJ+H8 Knoxville, Tennessee",5,7.351780207,Food City,36.036471,-83.869124,470930032002,35.9998569,-83.8649224
509,"269C+RP Knoxville, Tennessee",4,9.060295304,Food City,36.019509,-83.778225,470930032002,35.9998569,-83.8649224
510,"X384+FG Knoxville, Tennessee",4,10.22859502,Food City,35.96643,-83.942448,470930032002,35.9998569,-83.8649224
511,"W2RC+PJ Knoxville, Tennessee",5,14.90074287,The Fresh Market,35.941898,-83.978421,470930032002,35.9998569,-83.8649224
512,"XXGQ+HH Knoxville, Tennessee",4,16.68508484,Walmart Neighborhood Market,35.976411,-84.0112,470930032002,35.9998569,-83.8649224
513,"XXGQ+HH Knoxville, Tennessee",4,16.68508484,Walmart Neighborhood Market,35.976411,-84.0112,470930032002,35.9998569,-83.8649224
514,"WXC2+HQ Knoxville, Tennessee",4,17.99326262,Target Grocery,35.921766,-84.047911,470930032002,35.9998569,-83.8649224
515,"WW76+C9 Knoxville, Tennessee",4,20.40321872,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930032002,35.9998569,-83.8649224
516,"WW76+C9 Knoxville, Tennessee",4,20.40321872,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930032002,35.9998569,-83.8649224
517,"W564+JF Knoxville, Tennessee",4,21.66077938,Walmart Grocery Pickup,35.911584,-83.843819,470930032002,35.9998569,-83.8649224
518,"W564+JF Knoxville, Tennessee",4,21.66077938,Walmart Grocery Pickup,35.911584,-83.843819,470930032002,35.9998569,-83.8649224
519,"VRXX+X7 Knoxville, Tennessee",4,28.19852239,Target Grocery,35.900407,-84.15168,470930032002,35.9998569,-83.8649224
520,"VRXX+X7 Knoxville, Tennessee",4,28.19852239,Target Grocery,35.900407,-84.15168,470930032002,35.9998569,-83.8649224
521,"243P+M4 Knoxville, Tennessee",4,4.169419257,Kroger,36.004151,-83.864662,470930033001,36.0020586,-83.8371218
522,"24MJ+RQ Knoxville, Tennessee",6,7.900925512,ALDI,36.034539,-83.868061,470930033001,36.0020586,-83.8371218
523,"269C+RP Knoxville, Tennessee",4,8.412924301,Food City,36.019509,-83.778225,470930033001,36.0020586,-83.8371218
524,"24PJ+H8 Knoxville, Tennessee",7,8.560919387,Food City,36.036471,-83.869124,470930033001,36.0020586,-83.8371218
525,"238H+38 Knoxville, Tennessee",4,11.70950404,The Village Mercantile,36.015134,-83.921655,470930033001,36.0020586,-83.8371218
526,"23M9+39 Knoxville, Tennessee",4,12.8159406,Kroger,36.032881,-83.931684,470930033001,36.0020586,-83.8371218
527,"WXMM+6Q Knoxville, Tennessee",4,17.97291906,Whole Foods Market,35.933085,-84.015477,470930033001,36.0020586,-83.8371218
528,"WWGP+FW Knoxville, Tennessee",4,19.75601572,Walmart Supercenter,35.926442,-84.062571,470930033001,36.0020586,-83.8371218
529,"W564+JF Knoxville, Tennessee",5,21.01340838,Walmart Grocery Pickup,35.911584,-83.843819,470930033001,36.0020586,-83.8371218
530,"W564+JF Knoxville, Tennessee",5,21.01340838,Walmart Grocery Pickup,35.911584,-83.843819,470930033001,36.0020586,-83.8371218
531,"WV6V+M2 Knoxville, Tennessee",4,24.7102738,Copper Cellar Marketplace,35.956155,-83.93433,470930033001,36.0020586,-83.8371218
532,"VRVH+9W Knoxville, Tennessee",4,27.32587111,Publix Super Market at Turkey Creek,35.8934,-84.17021,470930033001,36.0020586,-83.8371218
533,"VW7C+36 Knoxville, Tennessee",4,28.14230087,Target Grocery,35.862827,-84.079378,470930033001,36.0020586,-83.8371218
534,"VW7C+36 Knoxville, Tennessee",4,28.14230087,Target Grocery,35.862827,-84.079378,470930033001,36.0020586,-83.8371218
535,"2P5W+GQ Oak Ridge, Tennessee",4,37.42530649,Walmart Supercenter,36.008913,-84.253074,470930033001,36.0020586,-83.8371218
536,"W536+GW Knoxville, Tennessee",11,6.465382028,Food City,35.903864,-83.837557,470930034001,35.9290269,-83.8721965
537,"W564+JF Knoxville, Tennessee",38,7.128713827,Walmart Grocery Pickup,35.911584,-83.843819,470930034001,35.9290269,-83.8721965
538,"W564+JF Knoxville, Tennessee",38,7.128713827,Walmart Grocery Pickup,35.911584,-83.843819,470930034001,35.9290269,-83.8721965
539,"V3Q7+MM Knoxville, Tennessee",4,12.02087969,Dollar General,35.889214,-83.935744,470930034001,35.9290269,-83.8721965
540,"X3JC+HQ Knoxville, Tennessee",4,13.22743682,Three Rivers Market,35.981385,-83.928022,470930034001,35.9290269,-83.8721965
541,"223F+WV Knoxville, Tennessee",5,16.32389656,Food City,36.004704,-83.975308,470930034001,35.9290269,-83.8721965
542,"WXMM+6Q Knoxville, Tennessee",4,18.7815287,Whole Foods Market,35.933085,-84.015477,470930034001,35.9290269,-83.8721965
543,"W2P6+V5 Knoxville, Tennessee",4,19.64170063,ALDI,35.937089,-83.989496,470930034001,35.9290269,-83.8721965
544,"WWGP+FW Knoxville, Tennessee",4,20.56462536,Walmart Supercenter,35.926442,-84.062571,470930034001,35.9290269,-83.8721965
545,"WXC2+HQ Knoxville, Tennessee",6,21.14729493,Target Grocery,35.921766,-84.047911,470930034001,35.9290269,-83.8721965
546,"Q2JX+88 Maryville, Tennessee",8,25.23256056,Food City,35.780773,-83.951619,470930034001,35.9290269,-83.8721965
547,"WV6V+M2 Knoxville, Tennessee",4,25.51888344,Copper Cellar Marketplace,35.956155,-83.93433,470930034001,35.9290269,-83.8721965
548,"VVX2+XW Knoxville, Tennessee",4,28.08474456,Walmart Supercenter,35.899963,-84.147615,470930034001,35.9290269,-83.8721965
549,"VVX2+XW Knoxville, Tennessee",4,28.08474456,Walmart Supercenter,35.899963,-84.147615,470930034001,35.9290269,-83.8721965
550,"VRXX+X7 Knoxville, Tennessee",4,31.3525547,Target Grocery,35.900407,-84.15168,470930034001,35.9290269,-83.8721965
551,"VRXX+X7 Knoxville, Tennessee",4,31.3525547,Target Grocery,35.900407,-84.15168,470930034001,35.9290269,-83.8721965
552,"W3MV+W7 Knoxville, Tennessee",4,3.376418284,United Grocery Outlet,35.934756,-83.906981,470930034002,35.9205715,-83.8928382
553,"W3MV+39 Knoxville, Tennessee",4,3.637702723,Kroger,35.932513,-83.905888,470930034002,35.9205715,-83.8928382
554,"W3MV+39 Knoxville, Tennessee",4,3.637702723,Kroger,35.932513,-83.905888,470930034002,35.9205715,-83.8928382
555,"W536+GW Knoxville, Tennessee",20,7.583490534,Food City,35.903864,-83.837557,470930034002,35.9205715,-83.8928382
556,"W564+JF Knoxville, Tennessee",63,8.246822334,Walmart Grocery Pickup,35.911584,-83.843819,470930034002,35.9205715,-83.8928382
557,"W564+JF Knoxville, Tennessee",63,8.246822334,Walmart Grocery Pickup,35.911584,-83.843819,470930034002,35.9205715,-83.8928382
558,"X4XF+C6 Knoxville, Tennessee",4,14.91064084,Save A Lot,35.998607,-83.877009,470930034002,35.9205715,-83.8928382
559,"V69V+HH Seymour, Tennessee",4,15.02486893,Food City,35.868904,-83.75611,470930034002,35.9205715,-83.8928382
560,"W2RC+PJ Knoxville, Tennessee",4,15.64101045,The Fresh Market,35.941898,-83.978421,470930034002,35.9205715,-83.8928382
561,"24PJ+H8 Knoxville, Tennessee",4,17.1940266,Food City,36.036471,-83.869124,470930034002,35.9205715,-83.8928382
562,"WWGP+FW Knoxville, Tennessee",6,18.9517208,Walmart Supercenter,35.926442,-84.062571,470930034002,35.9205715,-83.8928382
563,"W3X6+X5 Knoxville, Tennessee",4,5.747290547,Publix Super Market at University Commons,35.950105,-83.939675,470930035001,35.9331144,-83.9414002
564,"W3MV+W7 Knoxville, Tennessee",9,6.381671903,United Grocery Outlet,35.934756,-83.906981,470930035001,35.9331144,-83.9414002
565,"V3Q7+MM Knoxville, Tennessee",4,7.942365775,Dollar General,35.889214,-83.935744,470930035001,35.9331144,-83.9414002
566,"W2RC+PJ Knoxville, Tennessee",9,7.952067658,The Fresh Market,35.941898,-83.978421,470930035001,35.9331144,-83.9414002
567,"W2Q8+V4 Knoxville, Tennessee",11,9.319602623,Kroger,35.939652,-83.984638,470930035001,35.9331144,-83.9414002
568,"W2Q8+V4 Knoxville, Tennessee",11,9.319602623,Kroger,35.939652,-83.984638,470930035001,35.9331144,-83.9414002
569,"W2W9+25 Knoxville, Tennessee",4,9.632186904,Oriental Super Mart,35.944963,-83.982134,470930035001,35.9331144,-83.9414002
570,"W2P6+V5 Knoxville, Tennessee",7,9.700415255,ALDI,35.937089,-83.989496,470930035001,35.9331144,-83.9414002
571,"XXGQ+HH Knoxville, Tennessee",7,12.03257366,Walmart Neighborhood Market,35.976411,-84.0112,470930035001,35.9331144,-83.9414002
572,"XXGQ+HH Knoxville, Tennessee",7,12.03257366,Walmart Neighborhood Market,35.976411,-84.0112,470930035001,35.9331144,-83.9414002
573,"WWGP+FW Knoxville, Tennessee",30,12.75808187,Walmart Supercenter,35.926442,-84.062571,470930035001,35.9331144,-83.9414002
574,"WXC2+HQ Knoxville, Tennessee",39,13.34075144,Target Grocery,35.921766,-84.047911,470930035001,35.9331144,-83.9414002
575,"W536+GW Knoxville, Tennessee",4,14.24185095,Food City,35.903864,-83.837557,470930035001,35.9331144,-83.9414002
576,"W564+JF Knoxville, Tennessee",47,14.90518275,Walmart Grocery Pickup,35.911584,-83.843819,470930035001,35.9331144,-83.9414002
577,"W564+JF Knoxville, Tennessee",47,14.90518275,Walmart Grocery Pickup,35.911584,-83.843819,470930035001,35.9331144,-83.9414002
578,"WW76+C9 Knoxville, Tennessee",4,15.75070754,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930035001,35.9331144,-83.9414002
579,"WW76+C9 Knoxville, Tennessee",4,15.75070754,Kroger Grocery Pickup and Delivery,35.913714,-84.089227,470930035001,35.9331144,-83.9414002
580,"WV6V+M2 Knoxville, Tennessee",9,17.71233995,Copper Cellar Marketplace,35.956155,-83.93433,470930035001,35.9331144,-83.9414002
581,"2X93+55 Powell, Tennessee",5,17.9593198,Food City,36.017901,-84.047098,470930035001,35.9331144,-83.9414002
582,"VW7C+36 Knoxville, Tennessee",6,19.4579779,Target Grocery,35.862827,-84.079378,470930035001,35.9331144,-83.9414002
583,"VW7C+36 Knoxville, Tennessee",6,19.4579779,Target Grocery,35.862827,-84.079378,470930035001,35.9331144,-83.9414002
584,"V6GG+R7 Seymour, Tennessee",4,19.55673238,Kroger,35.876967,-83.774314,470930035001,35.9331144,-83.9414002
585,"V6GG+R7 Seymour, Tennessee",4,19.55673238,Kroger,35.876967,-83.774314,470930035001,35.9331144,-83.9414002
586,"VVX2+XW Knoxville, Tennessee",6,20.27820107,Walmart Supercenter,35.899963,-84.147615,470930035001,35.9331144,-83.9414002
587,"VVX2+XW Knoxville, Tennessee",6,20.27820107,Walmart Supercenter,35.899963,-84.147615,470930035001,35.9331144,-83.9414002
588,"P2R4+G7 Maryville, Tennessee",4,21.39765179,Kroger Marketplace,35.741258,-83.994402,470930035001,35.9331144,-83.9414002
589,"VRXX+X7 Knoxville, Tennessee",13,23.54601122,Target Grocery,35.900407,-84.15168,470930035001,35.9331144,-83.9414002
590,"VRXX+X7 Knoxville, Tennessee",13,23.54601122,Target Grocery,35.900407,-84.15168,470930035001,35.9331144,-83.9414002
591,"47MP+W4 Blaine, Tennessee",4,25.90857749,Food City,36.134503,-83.714827,470930035001,35.9331144,-83.9414002
592,"RPCP+R5 Lenoir City, Tennessee",4,30.19797995,Walmart Supercenter,35.822019,-84.264578,470930035001,35.9331144,-83.9414002
593,"V3Q7+MM Knoxville, Tennessee",8,4.51496867,Dollar General,35.889214,-83.935744,470930035002,35.9132024,-83.9420043
594,"W3X6+X5 Knoxville, Tennessee",4,7.492996286,Publix Super Market at University Commons,35.950105,-83.939675,470930035002,35.9132024,-83.9420043
595,"W2RC+PJ Knoxville, Tennessee",4,9.697773397,The Fresh Market,35.941898,-83.978421,470930035002,35.9132024,-83.9420043
596,"W2Q8+V4 Knoxville, Tennessee",4,11.06530836,Kroger,35.939652,-83.984638,470930035002,35.9132024,-83.9420043
597,"W2Q8+V4 Knoxville, Tennessee",4,11.06530836,Kroger,35.939652,-83.984638,470930035002,35.9132024,-83.9420043
598,"W2P6+V5 Knoxville, Tennessee",7,11.44612099,ALDI,35.937089,-83.989496,470930035002,35.9132024,-83.9420043
