,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visitor_home_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type,poi_cbg,visitor_daytime_cbgs
143,zzw-224@8g9-m4z-789,sg:3021f3ea29d0459ea3a40563b3c52039,,,Kroger,SG_BRAND_1f852a23da4b7250,Kroger,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.754733,-83.950282,1602 E Lamar Alexander Pkwy,Maryville,TN,37804,US,,,,,,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,601.0,380.0,"[21,16,18,22,34,18,18,13,25,23,16,28,37,20,16,22,24,24,14,19,4,14,14,14,27,24,19,17,15,14,11]","{""470090110013"":27,""470090110022"":19,""470090107003"":17,""470090110012"":16,""470090111013"":16,""470090110021"":15,""470090110011"":15,""470090114024"":14,""470090109004"":14,""470090110023"":14,""470090110014"":12,""470090114023"":10,""470090114012"":9,""470090113021"":9,""470090113013"":8,""470090111012"":7,""470090111022"":7,""470090114022"":7,""470090112002"":6,""470090109003"":5,""471550803002"":5,""470090113012"":5,""470090106002"":5,""471050605015"":5,""470090111024"":4,""471550808022"":4,""470090105002"":4,""470930056031"":4,""470090115022"":4,""470090102004"":4,""470090107002"":4,""470090113023"":4,""470090114021"":4,""470090115031"":4,""470090111023"":4,""470090116024"":4,""470090111021"":4,""470090111011"":4,""481576727012"":4,""470090113022"":4,""470930061021"":4,""470090107004"":4,""470090116041"":4,""470090116033"":4,""470090109002"":4,""470090115033"":4,""470090104001"":4,""470930061032"":4,""470090116031"":4,""400137961003"":4,""470090116023"":4}","{""US"":379}",6060.0,10.0,"{""<5"":37,""5-10"":274,""11-20"":124,""21-60"":88,""61-120"":10,""121-240"":22,"">240"":46}","{""Firehouse Subs"":12,""Exxon Mobil"":10,""Jimmy John's"":7,""Publix Super Markets"":7,""Texas Roadhouse"":6,""Goodwill Industries"":6}","{""Walmart"":44,""McDonald's"":36,""Chick-fil-A"":35,""Sonic"":35,""Food City"":35,""Dollar General"":34,""Food Lion"":33,""Shell Oil"":33,""Target"":28,""Exxon Mobil"":28,""EZ Stop"":27,""Lowe's"":25,""Taco Bell"":24,""Walgreens"":23,""Weigel's"":22,""Zaxby's"":22,""Goodwill Industries"":20,""Wendy's"":20,""Dunkin'"":18,""Kroger Fuel Center"":17}","[0,1,0,0,0,1,0,21,58,51,61,71,95,111,100,120,116,103,77,53,38,30,10,0]","{""Monday"":91,""Tuesday"":90,""Wednesday"":89,""Thursday"":100,""Friday"":93,""Saturday"":59,""Sunday"":79}","{""android"":184,""ios"":192}",470090110013.0,"{""470090110013"":26,""470090110022"":17,""470090107003"":16,""470090110021"":15,""470090111013"":14,""470090114024"":14,""470090110012"":14,""470090110023"":13,""470090110014"":13,""470090109004"":11,""470090110011"":11,""470090114023"":10,""470090107004"":10,""470090114012"":9,""470090113021"":8,""470090111012"":7,""470090111022"":7,""470090114022"":7,""470090113023"":6,""470090106001"":5,""470090116033"":5,""470090112002"":5,""470090109003"":5,""470090113022"":5,""470090102004"":5,""470930045001"":5,""470090106002"":5,""470090104002"":4,""470090111011"":4,""470090115022"":4,""470930061032"":4,""471550803002"":4,""130771706021"":4,""470090113012"":4,""470090116051"":4,""470090111024"":4,""471239254005"":4,""470090114011"":4,""470090113013"":4,""471550806011"":4,""470090111021"":4,""470090115031"":4,""470090103011"":4,""470930057111"":4,""470090111023"":4,""470090114021"":4,""470090112001"":4,""470090104001"":4,""471050604002"":4,""470090116023"":4,""470090116031"":4,""470879604001"":4,""470090107002"":4,""470090115034"":4,""470090103022"":4,""470090115033"":4}"
144,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,,,Save-A-Lot,SG_BRAND_c5a2c9092cad648bc1ee9c9be08f83ab,Save-A-Lot,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.998607,-83.877009,3850 Holston Dr,Knoxville,TN,37914,US,18655463570.0,,,,,2019-12,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,445.0,263.0,"[7,12,13,14,12,12,12,8,21,13,16,19,19,24,19,22,29,13,21,14,12,18,12,8,11,7,12,12,12,15,6]","{""470930019001"":25,""470930032002"":17,""470930021001"":13,""470930032001"":10,""470930020002"":9,""470930068003"":8,""470930021002"":7,""470930031001"":7,""470930053022"":6,""470930067003"":6,""470930068001"":5,""470930033001"":5,""470930062032"":4,""470930024001"":4,""470930050003"":4,""470930046071"":4,""470930065022"":4,""470930027002"":4,""471730401001"":4,""470930054011"":4,""470370119002"":4,""470930065021"":4,""470890703001"":4,""470930070002"":4,""470930068002"":4,""470930028001"":4,""470930028002"":4,""470090112003"":4,""470930052022"":4,""470575003002"":4,""471550802011"":4,""471291104001"":4,""470930020001"":4,""470930047001"":4,""470090113011"":4,""470930026002"":4,""470930064022"":4,""470930065012"":4,""470930058071"":4,""211739203024"":4}","{""US"":259}",3905.0,14.0,"{""<5"":15,""5-10"":156,""11-20"":107,""21-60"":110,""61-120"":20,""121-240"":14,"">240"":23}","{""EZPAWN"":15,""Shell Oil"":13,""Dollar General"":10,""CITGO"":10,""Food City"":9,""Burger King"":9,""Sonic"":8,""Krystal"":8,""Weigel's"":6,""Boys & Girls Clubs of America"":6,""Walgreens"":5,""Pet Depot"":5,""Exxon Mobil"":5}","{""Dollar General"":52,""Walmart"":47,""Kroger"":47,""McDonald's"":41,""Weigel's"":40,""Food City"":29,""Dollar Tree"":27,""Shell Oil"":25,""Walgreens"":22,""Sonic"":22,""Arby's"":21,""Family Dollar Stores"":20,""Exxon Mobil"":20,""Sam's Club"":20,""Burger King"":19,""Kroger Fuel Center"":19,""Taco Bell"":19,""Wendy's"":19,""KFC"":19,""Lowe's"":19}","[1,0,1,1,1,2,5,26,40,59,44,72,74,73,74,72,60,54,36,43,10,2,0,0]","{""Monday"":82,""Tuesday"":69,""Wednesday"":54,""Thursday"":59,""Friday"":57,""Saturday"":60,""Sunday"":64}","{""android"":197,""ios"":69}",470930019001.0,"{""470930019001"":22,""470930032002"":15,""470930021001"":13,""470930068003"":10,""470930021002"":9,""470930020002"":7,""470930020001"":7,""470930068001"":6,""470930056022"":6,""470930032001"":6,""470930050003"":5,""470930033001"":5,""470930067003"":5,""470930029002"":4,""470930068002"":4,""470930059081"":4,""470930051001"":4,""470575003002"":4,""470890705003"":4,""470930026002"":4,""471550801023"":4,""470010208001"":4,""470930070001"":4,""470930052022"":4,""470930053022"":4,""470010202022"":4,""470930031001"":4,""470930053013"":4,""470930062021"":4,""470930070002"":4,""471730401002"":4,""471730401001"":4,""470930035001"":4,""470930065021"":4,""470930047001"":4,""470930020003"":4,""470930046151"":4,""470930028001"":4,""470930024001"":4,""471730402013"":4,""470890705002"":4,""470930050002"":4}"
145,222-222@8g8-xsp-z4v,sg:327eea7668334dd7b3f1d899d1a177a5,,,Ingles Markets,SG_BRAND_e092603330cf86134b1426d0d3238169,Ingles Markets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.509754,-84.365381,4629 Highway 411,Madisonville,TN,37354,US,,,,,,2020-12,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,596.0,380.0,"[21,12,15,10,16,9,14,17,14,12,11,25,26,23,36,33,25,21,21,31,20,24,23,22,19,14,13,18,16,14,21]","{""471239253005"":31,""471239254005"":29,""471239254004"":27,""471239253002"":23,""471239254001"":21,""471239255012"":18,""471239253003"":16,""471239254002"":16,""471239253001"":15,""471239253004"":14,""471239255023"":13,""471239254003"":12,""471079705001"":10,""471239255011"":8,""471239250002"":7,""471239253006"":7,""471239255022"":6,""471079706001"":6,""471239250003"":6,""471239255024"":6,""471239255021"":5,""471079702003"":5,""471239250004"":4,""471219602001"":4,""471079702002"":4,""471399501001"":4,""471079707002"":4,""471399502022"":4,""471399502023"":4,""471239251004"":4,""471050606003"":4,""471079707001"":4,""471079705002"":4}","{""US"":377}",8170.0,16.0,"{""<5"":21,""5-10"":164,""11-20"":183,""21-60"":208,""61-120"":8,""121-240"":9,"">240"":3}","{""Hardee's"":22,""KFC"":12,""Walmart"":12,""Shell Oil"":9,""Food Lion"":8,""The Fresh Market"":8,""Save-A-Lot"":6}","{""Walmart"":67,""Dollar General"":51,""Shell Oil"":49,""McDonald's"":35,""Exxon Mobil"":32,""Sonic"":31,""Hardee's"":31,""Walgreens"":25,""Weigel's"":23,""Taco Bell"":20,""Marathon"":20,""Rural King"":19,""BP"":17,""Waffle House"":17,""KFC"":17,""Dollar Tree"":16,""Murphy USA"":16,""Mobil"":16,""Lowe's"":16,""Save-A-Lot"":15}","[0,0,0,0,0,1,0,15,19,32,45,58,72,71,50,71,79,91,78,52,36,19,5,0]","{""Monday"":96,""Tuesday"":95,""Wednesday"":61,""Thursday"":76,""Friday"":79,""Saturday"":75,""Sunday"":114}","{""android"":220,""ios"":159}",471239253004.0,"{""471239253005"":32,""471239254005"":26,""471239254004"":23,""471239253002"":22,""471239254003"":20,""471239254001"":20,""471239253004"":19,""471239255012"":16,""471239253003"":15,""471239254002"":13,""471239253001"":13,""471239250002"":11,""471239255023"":11,""471079705001"":10,""471239253006"":10,""471239255011"":9,""471239255022"":8,""471239255021"":5,""471079706001"":5,""471079706003"":4,""471050605015"":4,""471079706004"":4,""471079705002"":4,""471239251003"":4,""471239251004"":4,""471239255024"":4,""470090112001"":4,""470930053021"":4,""471050605022"":4,""471219602001"":4,""471050605021"":4,""471239250003"":4,""471239250001"":4,""471079707002"":4}"
146,222-222@8g9-gsp-xwk,sg:9845a718d37d48189d7b1152e2da6eb1,,,Riverdale Nursery,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.946056,-83.785026,3220 Rush Miller Rd,Knoxville,TN,37914,US,18655462829.0,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,1.0,1.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},,,64.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":0}",{},{},"[0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":1,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",470930054012.0,{}
147,222-222@8g9-x6n-kcq,sg:d9e9e4bfedca4f8ca79e1291c3f1b94d,222-223@8g9-x6n-kcq,sg:b660626fc6cd4d13b3453afb37c3a3df,E Z Stop Market & Deli,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.146443,-83.912622,8920 Maynardville Pike,Knoxville,TN,37938,US,,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,31.0,22.0,"[0,0,2,0,1,0,2,2,0,2,1,2,2,2,0,0,0,1,0,0,0,2,1,1,1,2,1,1,3,0,2]","{""471730402023"":4,""470930063021"":4,""470930064012"":4}","{""US"":20}",7362.0,9.0,"{""<5"":2,""5-10"":16,""11-20"":5,""21-60"":4,""61-120"":3,""121-240"":0,"">240"":1}","{""Sunoco"":100,""Pilot Flying J"":100,""SiteOne Landscape Supply"":50,""Boys & Girls Clubs of America"":50}","{""Sunoco"":98,""Weigel's"":50,""Dollar General"":48,""Exxon Mobil"":47,""Walmart"":45,""McDonald's"":43,""Hardee's"":40,""Dollar Tree"":36,""Family Dollar Stores"":33,""Taco Bell"":27,""Food City"":27,""KFC"":25,""Marathon"":25,""Arby's"":25,""United States Postal Service (USPS)"":25,""Wendy's"":23,""Bargain Hunt"":23,""CVS"":23,""Krystal"":23,""O'Reilly Auto Parts"":22}","[2,2,1,1,2,2,1,1,1,1,2,5,2,1,6,2,3,4,3,1,1,4,1,1]","{""Monday"":1,""Tuesday"":7,""Wednesday"":3,""Thursday"":5,""Friday"":3,""Saturday"":5,""Sunday"":7}","{""android"":16,""ios"":7}",470930063022.0,"{""470930063021"":6,""471730401004"":4,""470930062021"":4,""471730402023"":4,""470930044042"":4}"
148,225-222@8g9-m78-fvf,sg:40dd012d31224a5a8ccaa067a18e41b3,,,Rapid Flow Food Market,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.773884,-83.992797,931 Louisville Rd,Alcoa,TN,37701,US,18659848154.0,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,83.0,45.0,"[4,0,1,1,1,5,5,2,2,2,4,2,8,3,2,4,6,5,1,1,2,5,3,2,3,1,0,4,3,1,0]","{""470090105001"":6,""470090111013"":4,""470090113022"":4,""470090104002"":4,""470090116031"":4,""470090109004"":4,""470090116022"":4,""470090115011"":4,""470090102003"":4,""470090116024"":4,""470090112002"":4,""470090103013"":4}","{""US"":46}",9376.0,12.0,"{""<5"":0,""5-10"":40,""11-20"":8,""21-60"":20,""61-120"":7,""121-240"":6,"">240"":2}",{},"{""Walmart"":59,""Kroger"":42,""McDonald's"":41,""Dollar General"":40,""Weigel's"":35,""Food City"":33,""Marathon"":31,""Shell Oil"":30,""The Home Depot"":26,""Exxon Mobil"":26,""Chick-fil-A"":26,""Sonic"":25,""Rural King"":24,""Burger King"":23,""Texas Roadhouse"":21,""Pizza Hut"":20,""Target"":18,""EZ Stop"":18,""Lowe's"":18,""Taco Bell"":18}","[3,3,2,3,2,1,0,0,3,2,8,6,11,10,8,11,12,13,5,8,9,8,6,2]","{""Monday"":10,""Tuesday"":11,""Wednesday"":13,""Thursday"":5,""Friday"":14,""Saturday"":14,""Sunday"":16}","{""android"":23,""ios"":20}",470090102003.0,"{""470090102003"":5,""470090110011"":4,""470090115034"":4,""470090104002"":4,""470930038011"":4,""470090116031"":4,""470090109004"":4,""470090115032"":4,""470090111013"":4,""470090115011"":4}"
149,225-223@8g9-m56-mrk,sg:ca709044c0e2489fb85c140dea7bde71,225-222@8g9-m56-mrk,sg:538e4f4dbcc14df8bda8f2e24aeee964,KenJo Markets,SG_BRAND_52d289c0a104ae10,KenJo Markets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.775739,-83.954557,2003 E Broadway Ave,Maryville,TN,37804,US,,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,99.0,68.0,"[4,4,2,4,2,4,1,1,1,3,3,1,11,4,5,2,3,2,5,6,2,5,4,2,4,4,2,2,2,2,2]","{""470090108001"":10,""470090114021"":6,""470090109003"":5,""470090101001"":5,""470090109001"":5,""470090109004"":5,""470090102004"":4,""470090104002"":4,""470090110021"":4,""470090107001"":4,""470090112002"":4,""470090108002"":4,""470010201002"":4,""470090115022"":4}","{""US"":65}",3207.0,6.0,"{""<5"":9,""5-10"":73,""11-20"":2,""21-60"":7,""61-120"":4,""121-240"":1,"">240"":3}","{""Shell Oil"":99,""Domino's Pizza"":33,""United Grocery Outlet"":25,""Food City"":25,""Whataburger"":25,""Sonic"":24,""Walmart"":9}","{""Shell Oil"":94,""Food City"":56,""Walmart"":50,""Dollar General"":50,""Exxon Mobil"":46,""Weigel's"":44,""McDonald's"":44,""EZ Stop"":40,""Sonic"":35,""Kroger"":33,""Taco Bell"":31,""Marathon"":30,""Burger King"":26,""Family Dollar Stores"":25,""Rural King"":25,""CVS"":25,""Target"":25,""BP"":24,""Hardee's"":23,""Chick-fil-A"":23}","[4,3,4,3,3,3,6,8,4,7,8,13,10,13,9,16,14,6,7,5,9,8,5,4]","{""Monday"":13,""Tuesday"":12,""Wednesday"":13,""Thursday"":12,""Friday"":23,""Saturday"":9,""Sunday"":17}","{""android"":45,""ios"":20}",470090108002.0,"{""470090109001"":7,""470090108001"":6,""470090101001"":6,""470090108002"":4,""470090102004"":4,""470090109004"":4,""470090109003"":4,""470930062081"":4,""470090116024"":4,""470930056022"":4,""470299203003"":4,""470090112002"":4,""470090113021"":4}"
150,222-222@8g9-gwn-5pv,sg:af382d875c3341f390e10dd3ebb43ff8,,,Pratt's Country Store,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.02766,-83.92205600000001,3100 Tazewell Pike,Knoxville,TN,37918,US,18656887093.0,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,259.0,176.0,"[4,7,5,7,9,8,13,0,10,10,2,10,12,12,1,10,15,11,6,6,6,2,13,13,7,10,11,21,0,12,6]","{""470930051001"":21,""470930043001"":8,""470930033001"":7,""470930042002"":7,""470930064011"":7,""470930064031"":6,""470930030001"":6,""471730402012"":5,""470930064022"":5,""470930046131"":5,""470930042001"":4,""470930016001"":4,""470930062031"":4,""470930062022"":4,""470930049002"":4,""470930063021"":4,""470930062062"":4,""470930052022"":4,""470930050002"":4,""481130181182"":4,""470930049001"":4,""470930062033"":4,""470930041002"":4,""470930051002"":4,""470930061042"":4,""470930050001"":4,""371190059112"":4,""470190702001"":4,""470930035002"":4,""470930028002"":4,""471730402024"":4}","{""US"":175}",6308.0,10.0,"{""<5"":11,""5-10"":128,""11-20"":35,""21-60"":44,""61-120"":7,""121-240"":4,"">240"":30}","{""Exxon Mobil"":22,""Sam's Club"":19,""Cook Out"":17,""CVS"":12,""Papa Murphy's"":11,""First Watch Restaurants"":10,""Kohl's"":10,""Chick-fil-A"":9}","{""Chick-fil-A"":45,""Walmart"":45,""Weigel's"":43,""Food City"":41,""Kroger"":39,""Dollar General"":35,""McDonald's"":32,""Exxon Mobil"":30,""Target"":30,""Sam's Club"":30,""Sonic"":28,""Lowe's"":27,""Starbucks"":25,""Arby's"":24,""Zaxby's"":22,""Walgreens"":20,""Shell Oil"":19,""Dollar Tree"":18,""Wendy's"":18,""Taco Bell"":18}","[0,0,0,0,0,0,23,25,36,44,52,69,61,50,57,53,34,22,14,1,0,2,0,0]","{""Monday"":52,""Tuesday"":49,""Wednesday"":27,""Thursday"":35,""Friday"":37,""Saturday"":52,""Sunday"":7}","{""android"":82,""ios"":92}",470930043001.0,"{""470930051001"":20,""470930043001"":12,""470930062061"":7,""470930050002"":6,""470930053022"":6,""470930064011"":6,""470930065012"":5,""470930044011"":5,""470930064031"":5,""470930050001"":5,""470930065021"":4,""470930046151"":4,""470930051002"":4,""470930057091"":4,""470930063021"":4,""470930061023"":4,""470930056022"":4,""470930053012"":4,""470930032001"":4,""470930028002"":4,""470930052022"":4,""470930042002"":4,""471730402024"":4,""470930035002"":4,""470930062022"":4,""470930015001"":4,""470930062032"":4,""470575003001"":4,""470930041002"":4,""470890709001"":4,""471730401002"":4,""470930069002"":4,""470930030001"":4,""470930053011"":4}"
151,zzy-222@8g9-mbn-3bk,sg:96bd09d1c74f47e6a915f2e979dcfbf3,,,China Pearl,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.882102,-84.157551,11248 Kingston Pike,Farragut,TN,37934,US,18659666937.0,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,830.0,664.0,"[33,30,29,27,37,51,30,47,32,28,36,53,39,36,25,38,18,20,22,18,7,18,23,15,18,16,28,13,11,13,19]","{""470930058121"":85,""470930058082"":56,""470930058131"":49,""470930058111"":36,""470930058081"":35,""470930058132"":28,""470930058091"":28,""470930058031"":26,""470930058092"":14,""470930058101"":14,""471050603024"":14,""470930059042"":11,""470930058071"":11,""470930059051"":9,""470930059071"":9,""470930057091"":7,""470930059031"":7,""470930061032"":6,""470930059043"":6,""471050603011"":6,""120730026051"":6,""471050603021"":6,""470930046103"":5,""470090116024"":5,""470930057081"":5,""470930059061"":5,""470930057043"":4,""471050604001"":4,""470930046112"":4,""471050602023"":4,""181199557004"":4,""470090106002"":4,""470930046111"":4,""470930071002"":4,""470930057111"":4,""471450307001"":4,""471450301002"":4,""470010206001"":4,""470090114011"":4,""470090113012"":4,""471239254004"":4,""470930046121"":4,""470930038022"":4,""340297170022"":4,""470090112003"":4,""470930057061"":4,""470930057072"":4,""470930059032"":4,""470930060011"":4,""471050602012"":4,""470930057071"":4,""471050603023"":4,""470930032002"":4,""470930046131"":4,""471050605014"":4,""471050604003"":4,""471450302013"":4}","{""US"":660}",5375.0,6.0,"{""<5"":96,""5-10"":594,""11-20"":80,""21-60"":47,""61-120"":8,""121-240"":2,"">240"":3}","{""Kroger Fuel Center"":22,""The Home Depot"":12,""Chick-fil-A"":11,""Wendy's"":7,""Weigel's"":6,""Firestone Complete Auto Care"":5}","{""Kroger Fuel Center"":67,""Chick-fil-A"":45,""Weigel's"":34,""Starbucks"":33,""Walmart"":33,""Kroger"":31,""Target"":26,""Sonic"":22,""McDonald's"":22,""Costco Wholesale Corp."":20,""The Home Depot"":20,""Ingles Markets"":18,""Walgreens"":17,""Wendy's"":17,""Petco"":17,""Publix Super Markets"":15,""Cracker Barrel"":14,""Zaxby's"":14,""Taco Bell"":13,""Shell Oil"":13}","[1,1,1,1,1,1,5,25,32,29,50,65,77,63,81,96,103,85,84,66,46,30,5,2]","{""Monday"":136,""Tuesday"":109,""Wednesday"":101,""Thursday"":128,""Friday"":136,""Saturday"":86,""Sunday"":134}","{""android"":230,""ios"":432}",470930058132.0,"{""470930058121"":77,""470930058082"":48,""470930058131"":47,""470930058111"":33,""470930058132"":32,""470930058031"":32,""470930058081"":29,""470930058091"":26,""470930058092"":17,""470930058071"":16,""471050603024"":15,""470930058101"":14,""470930057061"":11,""471050603021"":10,""470930059051"":10,""470930059031"":9,""470930059071"":8,""471550804002"":7,""471450306002"":7,""470930059043"":6,""470930057072"":6,""470930057081"":6,""470930059042"":6,""470930059061"":5,""470370103032"":5,""471050604003"":5,""470930047002"":4,""471550807003"":4,""470930057101"":4,""470930057121"":4,""471050605012"":4,""470930046062"":4,""470930058102"":4,""471450307001"":4,""470019801001"":4,""470930046132"":4,""470930057112"":4,""471870501021"":4,""470930059081"":4,""471050602012"":4,""470090116042"":4,""471550802022"":4,""470930057091"":4,""470090115033"":4,""181199557004"":4,""470930057042"":4,""470930046121"":4,""470930045002"":4,""471450301002"":4,""471050602011"":4,""471050602021"":4,""471050605021"":4,""470930001001"":4,""470930055011"":4,""470930057043"":4,""470010209012"":4,""470930046082"":4,""470930061041"":4,""470930059032"":4,""470010213023"":4,""471050603011"":4,""470930059041"":4,""470930026001"":4,""471239250004"":4,""120830009012"":4,""470930035001"":4,""470930032001"":4,""471450302012"":4,""470930038013"":4}"
152,223-222@8g9-m5w-jsq,sg:31ccb0f52b624af18365312cbb866ff2,,,Teffeteller Sales,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.766289,-83.907501,1508 Amerine Rd,Maryville,TN,37804,US,18659841664.0,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,24.0,5.0,"[0,0,2,0,0,2,2,1,2,2,2,2,0,0,0,2,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0]",{},"{""US"":4}",,133.5,"{""<5"":0,""5-10"":3,""11-20"":1,""21-60"":3,""61-120"":3,""121-240"":5,"">240"":9}","{""Food Lion"":50}","{""EZ Stop"":60,""Food Lion"":59,""BP"":57,""Exxon Mobil"":57,""Dollar General"":54,""Walmart"":41,""Shoney's"":40,""Weigel's"":40,""Food City"":40,""Rural King"":40,""Zaxby's"":39,""O'Reilly Auto Parts"":39,""Little Caesars"":39,""Marathon"":38,""Goodwill Industries"":38,""Sonic"":37,""Burger King"":36,""Taco Bell"":35,""Subway"":35,""McDonald's"":28}","[7,7,7,7,7,7,7,5,4,4,5,4,7,6,5,7,10,6,5,5,7,7,7,7]","{""Monday"":4,""Tuesday"":6,""Wednesday"":5,""Thursday"":2,""Friday"":4,""Saturday"":2,""Sunday"":1}","{""android"":4,""ios"":4}",470090110011.0,"{""470090110011"":4}"
153,222-222@8g9-snf-tgk,sg:59c4e951f1c8494dad32b1bbc093a609,zzy-222@8g9-snf-tgk,sg:8fedcfa8731d44ba84a9dae75f76a757,Lee's Super Food Mart,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.429046,-84.021403,4270 General Carl W Stiner Hwy,La Follette,TN,37766,US,,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,8.0,8.0,"[0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0]","{""470139508002"":4,""470139505001"":4,""470139507004"":4}","{""US"":8}",10541.0,7.0,"{""<5"":0,""5-10"":6,""11-20"":2,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},"{""Marathon"":98,""Dollar General"":81,""McDonald's"":76,""Burger King"":71,""Food Lion"":62,""Murphy USA"":61,""Goodwill Industries"":61,""Taco Bell"":58,""Shell Oil"":57,""Walmart"":56,""Weigel's"":50,""United States Postal Service (USPS)"":48,""Family Dollar Stores"":47,""Sonic"":47,""Walgreens"":44,""Bassett Furniture"":37,""Petsense"":37,""Tractor Supply Co."":36,""Domino's Pizza"":36,""GameStop"":36}","[0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,1,0,0]","{""Monday"":3,""Tuesday"":2,""Wednesday"":0,""Thursday"":1,""Friday"":0,""Saturday"":0,""Sunday"":2}","{""android"":6,""ios"":0}",470139508001.0,"{""470139505001"":4,""470139506003"":4,""470139510001"":4}"
154,223-223@8g9-sph-sdv,sg:27afe765afc148d7aea1df5fa4c57d11,,,IGA,SG_BRAND_5294233e5c7e4164,IGA,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.366637,-84.135561,1221 Jacksboro Pike,La Follette,TN,37766,US,,,,,,,2019-07,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,48.0,37.0,"[1,2,1,4,2,2,2,1,0,0,3,0,0,0,0,2,3,1,1,1,1,0,1,1,4,1,3,3,1,2,5]","{""470139509002"":5,""211259709002"":4,""470139510001"":4,""470890705002"":4,""470139501003"":4,""470139508001"":4,""470139506003"":4}","{""US"":37}",8635.0,11.5,"{""<5"":4,""5-10"":20,""11-20"":7,""21-60"":13,""61-120"":3,""121-240"":1,"">240"":0}","{""Hardee's"":66,""Coffee Beanery"":25,""Rocky Top Market"":25}","{""Walmart"":46,""Weigel's"":43,""Dollar General"":37,""Marathon"":33,""Family Dollar Stores"":32,""Shell Oil"":32,""McDonald's"":29,""Lowe's"":28,""Walgreens"":27,""Wendy's"":25,""Burkes Outlet"":24,""Sonic"":24,""Arby's"":22,""Burger King"":21,""Zaxby's"":21,""Dairy Queen"":19,""Krystal"":19,""Bojangles'"":18,""Food Lion"":18,""Goodwill Industries"":17}","[1,0,0,0,0,4,5,3,3,5,4,4,2,2,2,3,4,6,3,2,7,2,1,2]","{""Monday"":7,""Tuesday"":10,""Wednesday"":12,""Thursday"":4,""Friday"":6,""Saturday"":6,""Sunday"":3}","{""android"":16,""ios"":19}",470139506003.0,"{""470930057042"":4,""470139506004"":4,""211259710024"":4,""470139508001"":4,""470139509002"":4,""471490409022"":4,""470430607002"":4}"
