,customer_Title,customer_StreetAddress,customer_FullAddress,customer_NumReviews,customer_PlusCode,customer_GMAPReviewURL,customer_GMAPPOIURL,customer_Category,customer_Street,customer_City,customer_State,customer_ZipCode,other_match_candidates,number_of_candidate_matches,warnings,is_closed,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,safegraph_brand_ids,location_name,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,open_hours,category_tags,polygon_wkt,polygon_class,building_height,enclosed,phone_number,is_synthetic,includes_parking_lot,iso_country_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,Food City,,"123 US-70, Dandridge, TN 37725",1179,"2H8F+VQ Dandridge, Tennessee","https://www.google.com/maps/place/Food+City/@35.9988316,-83.5982627,11.25z/data=!4m10!1m2!2m1!1sFood+City%09123+W+Highway+25+70%09Dandridge%09TN%0937725!3m6!1s0x885bf39678a4e045:0x186cbc6639ce7338!8m2!3d36.017186!4d-83.4255467!9m1!1b1","https://www.google.com/maps/search/Food+City%09123+W+Highway+25+70%09Dandridge%09TN%0937725/@36.0171903,-83.4277354,17z",Grocery,123 US-70,Dandridge,TN,37725,,1,,FALSE,224-224@8g9-jsj-rrk,sg:2cd8573f80c040d39dbaaba17ddfae02,zzw-222@8g9-jsj-rp9,sg:260628d2f3a84bbf94dbd5890ea8b555,SG_BRAND_0c6c4ce554bb53513678968c086c5457,Food City,Food City,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,36.016732,-83.42559,123 W Highway 25 70,Dandridge,TN,37725,,,"POLYGON ((-83.4254422835817 36.01687474236751, -83.4255182632613 36.01668989499644, -83.42556989822451 36.0165566055392, -83.42544383596042 36.01652254836868, -83.42546229264995 36.01648074814754, -83.42548226930214 36.016484787665675, -83.42549399472846 36.01645457909027, -83.42550376591701 36.01645703792824, -83.4255309081075 36.01639047364482, -83.42562289466821 36.0164198015835, -83.42565866380536 36.01642896407599, -83.42568268723673 36.0163709785538, -83.42592761836369 36.01643736722239, -83.42590496127691 36.01649205474326, -83.42611469115597 36.01654363713634, -83.42613737321183 36.01648742214171, -83.42636080772395 36.01654801487907, -83.42633857081745 36.01660312659094, -83.42644283387489 36.01662983423767, -83.42626379550363 36.0170815022296, -83.4262652842102 36.017081936505264, -83.42624634666312 36.01712372656879, -83.42592839494051 36.01704064676973, -83.42590547033629 36.01704961564109, -83.42562710003064 36.016979012365525, -83.42561410144745 36.016960680589925, -83.42542798492116 36.016913326674135, -83.4254422835817 36.01687474236751))",SHARED_POLYGON,,FALSE,,FALSE,,US,2021-02-01T00:00:00-05:00,2021-03-01T00:00:00-05:00,260,219,"[10,7,6,5,13,9,7,7,14,4,2,12,19,6,5,9,11,13,16,12,15,7,9,4,8,15,9,6]",4.70891E+11,"{""470890707004"":28,""470890707002"":22,""470890708004"":18,""470890707003"":16,""470890707001"":14,""470890708001"":11,""470890708002"":11,""470890701004"":10,""470890709001"":10,""470890709002"":9,""470890708003"":7,""471550802021"":6,""471550801022"":4,""470299205021"":4,""471550811012"":4,""470890701005"":4,""470890704002"":4,""370210018022"":4,""470890701003"":4,""470890709003"":4,""471550806023"":4,""470890706002"":4,""470890702002"":4}","{""470890707004"":28,""470890707003"":16,""470890708004"":16,""470890707002"":15,""470890707001"":11,""470890708001"":11,""470890709002"":7,""470890709001"":7,""470299205012"":6,""470890706002"":6,""470890708003"":5,""471550810002"":5,""470890701004"":5,""470890701002"":4,""470631008001"":4,""470890706003"":4,""470299202003"":4,""120310132001"":4,""471550810001"":4,""471550801023"":4,""470890703002"":4,""471550801022"":4,""470631002003"":4,""470930038022"":4,""471550808021"":4,""470890708002"":4,""132330105004"":4,""471550806021"":4,""470299207001"":4,""470590904004"":4}","{""US"":217}",6614,16,"{""<5"":0,""5-10"":79,""11-20"":101,""21-60"":74,""61-120"":0,""121-240"":3,"">240"":3}","{""Exxon Mobil"":28,""Speedway"":19,""Dollar General"":18,""Starbucks"":14,""Shoney's"":11,""TangerOutlets"":11,""Papa John's"":6,""Texas Roadhouse"":6}","{""Walmart"":56,""Dollar General"":53,""Weigel's"":52,""Starbucks"":49,""McDonald's"":48,""Sonic"":40,""Exxon Mobil"":35,""BP"":26,""Chick-fil-A"":26,""Cracker Barrel"":25,""Family Dollar Stores"":23,""Taco Bell"":23,""Arby's"":22,""Long John Silver's"":21,""Marathon"":21,""Lowe's"":20,""Wendy's"":20,""Shell Oil"":19,""Burger King"":19,""Zaxby's"":18}","[1,0,0,0,0,2,3,4,4,4,5,10,26,29,25,26,23,28,28,81,30,18,6,4]","{""Monday"":29,""Tuesday"":39,""Wednesday"":25,""Thursday"":28,""Friday"":56,""Saturday"":49,""Sunday"":34}","{""android"":100,""ios"":116}"
1,Save A Lot,3850 Holston Dr,"3850 Holston Dr, Knoxville, TN 37914",490,"X4XF+C6 Knoxville, Tennessee","https://www.google.com/maps/place/Save+A+Lot/@35.9985716,-83.8791791,17z/data=!3m1!4b1!4m7!3m6!1s0x885c1692d644ab83:0xde336fef205496d8!8m2!3d35.9985716!4d-83.8769958!9m1!1b1","https://www.google.com/maps/place/Save+A+Lot/@35.9985716,-83.8791791,17z/data=!3m1!4b1!4m5!3m4!1s0x885c1692d644ab83:0xde336fef205496d8!8m2!3d35.9985716!4d-83.8769958",Grocery,3850 Holston Dr,Knoxville,TN,37914,,1,,FALSE,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,,,SG_BRAND_c5a2c9092cad648bc1ee9c9be08f83ab,Save-A-Lot,Save-A-Lot,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,35.998607,-83.877009,3850 Holston Dr,Knoxville,TN,37914,,,"POLYGON ((-83.877018 35.998293, -83.87708 35.998248, -83.877358 35.998511, -83.876958 35.99879, -83.876731 35.998577, -83.877069 35.998341, -83.877018 35.998293))",OWNED_POLYGON,,FALSE,18655463570,FALSE,FALSE,US,2021-02-01T00:00:00-05:00,2021-03-01T00:00:00-05:00,224,145,"[9,7,5,10,11,7,3,7,8,5,10,7,7,8,12,6,7,7,6,8,9,15,11,8,8,9,8,6]",4.7093E+11,"{""470930032001"":10,""470930021001"":9,""470930032002"":8,""470930068003"":7,""470930021002"":7,""470930023002"":5,""470930029001"":4,""470930008001"":4,""471730402021"":4,""470930068001"":4,""210930010025"":4,""470930020002"":4,""470930065022"":4,""470930053022"":4,""471550806024"":4,""470930017001"":4,""470930052022"":4,""470090113022"":4,""470930054012"":4,""470930054021"":4,""470930052013"":4,""470930019001"":4,""470930034002"":4,""470930061021"":4}","{""470930021001"":8,""470930032001"":6,""470930019001"":5,""470930052013"":5,""470930068003"":5,""470930032002"":5,""470930020003"":4,""291094705003"":4,""470575002001"":4,""470930061032"":4,""470930054011"":4,""470930053022"":4,""470930062062"":4,""470930068001"":4,""470930066002"":4,""470930017001"":4,""470930020002"":4,""470930059071"":4,""470890704002"":4,""470930021002"":4,""470010202023"":4,""470930046151"":4,""470930040002"":4,""470930066001"":4,""470930070002"":4,""470930054012"":4}","{""US"":133}",5345,11,"{""<5"":11,""5-10"":98,""11-20"":46,""21-60"":44,""61-120"":13,""121-240"":9,"">240"":3}","{""Citi Trends"":40,""Boost Mobile"":14,""Lowe's"":14,""Sonic"":14,""Wendy's"":13,""Ross Stores"":12,""McDonald's"":12,""Marathon"":12,""Sam's Club"":12,""Dollar Tree"":11,""Weigel's"":10}","{""Weigel's"":51,""Walmart"":46,""McDonald's"":45,""Dollar General"":43,""Kroger"":40,""Dollar Tree"":31,""Shell Oil"":30,""Wendy's"":26,""Food City"":25,""Exxon Mobil"":23,""Walgreens"":23,""Kroger Fuel Center"":22,""Taco Bell"":20,""Sonic"":20,""Arby's"":19,""Sam's Club"":19,""Burger King"":19,""Family Dollar Stores"":17,""Chick-fil-A"":16,""Zaxby's"":15}","[1,2,2,1,1,1,3,13,12,24,19,26,28,28,26,27,28,29,14,19,9,7,3,3]","{""Monday"":43,""Tuesday"":32,""Wednesday"":25,""Thursday"":35,""Friday"":33,""Saturday"":30,""Sunday"":26}","{""android"":82,""ios"":65}"
2,Kroger,2217 N Broadway,"2217 N Broadway, Knoxville, TN 37917",488,"X3VH+69 Knoxville, Tennessee","https://www.google.com/maps/place/Kroger/@35.9930322,-83.923766,17z/data=!3m2!4b1!5s0x885c1624d5ecf8a3:0xe1022aacbdc79c89!4m7!3m6!1s0x885c163adf9ffd07:0x2063bfd3ad148b89!8m2!3d35.9930322!4d-83.9215827!9m1!1b1","https://www.google.com/maps/place/Kroger/@35.9930322,-83.923766,17z/data=!3m2!4b1!5s0x885c1624d5ecf8a3:0xe1022aacbdc79c89!4m5!3m4!1s0x885c163adf9ffd07:0x2063bfd3ad148b89!8m2!3d35.9930322!4d-83.9215827",Grocery,2217 N Broadway,Knoxville,TN,37917,sg:75f0547e52d1447092d0fa05fde1c861,2,,FALSE,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,223-222@8g9-gww-2tv,sg:ea6ab265396841baa3b302408ca9599c,SG_BRAND_1f852a23da4b7250,Kroger,Kroger,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,35.992802,-83.921691,2217 N Broadway St,Knoxville,TN,37917,,,"POLYGON ((-83.92145895887245 35.99245797648153, -83.92208960958982 35.9925382723675, -83.92208097531022 35.99257679266217, -83.92221292719108 35.99259564589812, -83.92218662874006 35.992725177001724, -83.9220562477766 35.992710799737885, -83.92197997061908 35.99308515028162, -83.92133868695606 35.99300594002492, -83.92136328364484 35.99289797523181, -83.92132411343891 35.99289207514153, -83.9213841849666 35.9926149060338, -83.92142386175146 35.992622637213685, -83.92145895887245 35.99245797648153))",OWNED_POLYGON,,FALSE,,FALSE,FALSE,US,2021-02-01T00:00:00-05:00,2021-03-01T00:00:00-05:00,944,550,"[39,34,35,26,30,44,33,27,44,31,26,34,31,25,31,32,33,28,25,27,36,47,40,38,29,49,33,37]",4.7093E+11,"{""470930017001"":23,""470930018002"":21,""470930030003"":21,""470930029001"":15,""470930066002"":14,""470930018001"":13,""470930015001"":11,""470930063011"":10,""470930016002"":9,""470930068003"":9,""470930030002"":9,""470930017002"":8,""470930014002"":8,""470930020003"":7,""470930067001"":7,""470930065021"":6,""470930032001"":6,""470930030001"":6,""470930016001"":6,""470930008003"":5,""470930043002"":5,""470930049002"":5,""470930068002"":5,""470930028001"":5,""470930052013"":5,""470930040001"":5,""470930015002"":5,""470930067003"":5,""120210104131"":5,""470930019001"":5,""470930015003"":5,""470930070001"":5,""470090116031"":4,""471550801021"":4,""471730401003"":4,""470010205003"":4,""470930064031"":4,""470930069003"":4,""471630428022"":4,""470930014003"":4,""470930014001"":4,""470010213012"":4,""470930031001"":4,""470930054011"":4,""470090113011"":4,""470930063021"":4,""470930070002"":4,""470930059081"":4,""470930059051"":4,""470930050001"":4,""470930031002"":4,""470930068001"":4,""470930060022"":4,""470930044041"":4,""470930067002"":4,""470890708004"":4,""471450305001"":4,""470010209013"":4,""470930021002"":4,""470930059071"":4,""470930028002"":4,""470930062061"":4,""471730402012"":4,""470090113013"":4,""470890705002"":4,""470930054021"":4,""470930046142"":4,""470930022003"":4,""470930029002"":4,""470930061021"":4,""470930024002"":4,""470930020002"":4,""470930027001"":4,""470930062021"":4,""471730402011"":4,""470930069001"":4,""470930066001"":4,""470930049001"":4,""470930042001"":4,""470010209021"":4,""470930048003"":4,""470930062062"":4,""470930008001"":4,""470890708001"":4,""470930041002"":4,""471550810002"":4,""470930060011"":4,""470930048001"":4,""470930054012"":4,""470259705001"":4,""470930039011"":4,""470930023001"":4}","{""470930015001"":20,""470930017001"":17,""470930066002"":15,""470930018002"":14,""470930030003"":14,""470930016002"":12,""470930018001"":11,""470930030002"":10,""470930067001"":10,""470930068002"":10,""470930015002"":8,""470930064012"":7,""470930067003"":7,""470930029002"":6,""470930068003"":6,""470930043002"":6,""471550803001"":6,""470930066001"":6,""470930029001"":6,""470930014002"":6,""470930041002"":5,""470930015003"":5,""470930014001"":5,""470930062062"":5,""470930028001"":4,""470930037003"":4,""471730402021"":4,""471050603011"":4,""470930033001"":4,""470930044031"":4,""470930070001"":4,""470930057061"":4,""470930046151"":4,""470930052013"":4,""470930042002"":4,""470930058031"":4,""470930008001"":4,""471550805002"":4,""470259705001"":4,""470930054021"":4,""470930044041"":4,""130590001001"":4,""470930067002"":4,""470930020003"":4,""470930060031"":4,""470930054011"":4,""470930056031"":4,""471450305001"":4,""470139504001"":4,""470930024002"":4,""470930016001"":4,""470930034002"":4,""470930038011"":4,""261635386002"":4,""470930062081"":4,""470930048003"":4,""470930021001"":4,""470930062021"":4,""470930023002"":4,""470930063021"":4,""471630416002"":4,""470930061023"":4,""470930068001"":4,""470930038012"":4,""470010213012"":4,""010890110132"":4,""470930031001"":4,""471730401005"":4,""470930009021"":4,""470090113023"":4,""470930062052"":4,""470139507004"":4,""470930001001"":4,""470930019001"":4,""470930040001"":4,""470930069002"":4,""470090111011"":4,""130670314053"":4,""470930028002"":4,""470890705002"":4,""470930060023"":4,""471519751001"":4,""470930060011"":4,""470930039011"":4,""471450309005"":4,""470970503003"":4,""470930042001"":4,""470930060022"":4,""470930026002"":4,""470930017002"":4,""470930037001"":4,""470930049002"":4,""470930055012"":4}","{""US"":519}",3852,18,"{""<5"":31,""5-10"":285,""11-20"":213,""21-60"":303,""61-120"":31,""121-240"":32,"">240"":49}","{""Weigel's"":16,""Kroger Fuel Center"":10,""Walmart"":8,""McDonald's"":7,""Zaxby's"":7,""CVS"":7,""Food City"":7,""Taco Bell"":6,""Subway"":6}","{""Walmart"":51,""Weigel's"":46,""McDonald's"":44,""Dollar General"":36,""Taco Bell"":32,""Kroger Fuel Center"":32,""Dollar Tree"":28,""Shell Oil"":27,""Walgreens"":26,""Food City"":25,""Sonic"":24,""Exxon Mobil"":23,""Wendy's"":22,""Burger King"":22,""Chick-fil-A"":22,""Sam's Club"":20,""Starbucks"":19,""Subway"":18,""Arby's"":17,""Krystal"":16}","[3,2,3,19,15,19,34,52,72,71,92,107,111,129,127,152,176,149,128,100,76,51,28,10]","{""Monday"":144,""Tuesday"":150,""Wednesday"":137,""Thursday"":109,""Friday"":138,""Saturday"":135,""Sunday"":131}","{""android"":307,""ios"":242}"
3,Save A Lot,,"2010 Jacksboro Pike Suite 2, LaFollette, TN 37766",319,"9R3V+3C LaFollette, Tennessee","https://www.google.com/maps/place/Save+A+Lot/@36.3527324,-84.1586451,17z/data=!4m7!3m6!1s0x885c51172cc4ce25:0x5410936f6e9dab1c!8m2!3d36.3527281!4d-84.1564564!9m1!1b1","https://www.google.com/maps/place/Save+A+Lot/@36.3527324,-84.1586451,17z/data=!3m1!4b1!4m5!3m4!1s0x885c51172cc4ce25:0x5410936f6e9dab1c!8m2!3d36.3527281!4d-84.1564564",Grocery,2010 Jacksboro Pike Suite 2,LaFollette,TN,37766,,1,,FALSE,zzw-225@8g9-x9h-hbk,sg:106c37de7e6e4f7db7e8de9bb774fb5e,222-222@8g9-x9h-hh5,sg:5bd9e62f617f4254821a0c9ec163c721,SG_BRAND_c5a2c9092cad648bc1ee9c9be08f83ab,Save-A-Lot,Save-A-Lot,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,36.352668,-84.156581,2010 Jacksboro Pike,La Follette,TN,37766,,,"POLYGON ((-84.15673466121353 36.35285721310846, -84.15651556147621 36.352974107797365, -84.156475 36.352926, -84.1564722288959 36.35292753359734, -84.15626429198286 36.35267768844885, -84.15658615706465 36.35251351252292, -84.15678640903245 36.35275365976364, -84.156784 36.352755, -84.156827 36.352806, -84.15673466121353 36.35285721310846))",OWNED_POLYGON,,FALSE,14235667655,FALSE,FALSE,US,2021-02-01T00:00:00-05:00,2021-03-01T00:00:00-05:00,49,35,"[3,0,4,1,2,1,0,2,1,4,2,3,2,1,1,1,3,4,4,0,1,1,1,0,1,3,3,0]",4.7014E+11,"{""470139511002"":4,""470010208003"":4,""470139501003"":4,""470139501001"":4,""470139504001"":4,""470139505001"":4,""470139505004"":4,""470139511003"":4,""470139507003"":4}","{""470139511002"":7,""470139507003"":4,""470139506001"":4,""470139504001"":4,""470139506004"":4,""470139505001"":4}","{""US"":34}",6286,11,"{""<5"":1,""5-10"":23,""11-20"":11,""21-60"":3,""61-120"":1,""121-240"":5,"">240"":5}","{""Habitat for Humanity ReStore"":100,""Burkes Outlet"":33,""Long John Silver's"":33,""McDonald's"":20}","{""Walmart"":71,""McDonald's"":61,""Weigel's"":54,""Burkes Outlet"":48,""Shell Oil"":45,""Goodwill Industries"":44,""Wendy's"":41,""Marathon"":41,""Dollar General"":39,""Hardee's"":31,""Sonic"":30,""Family Dollar Stores"":29,""CVS"":27,""Murphy USA"":27,""Dairy Queen"":26,""Walgreens"":26,""Burger King"":24,""Shoney's"":23,""Food City"":23,""Habitat for Humanity ReStore"":23}","[0,0,0,0,0,0,0,0,4,10,10,11,7,8,14,12,7,11,8,4,0,0,0,0]","{""Monday"":7,""Tuesday"":3,""Wednesday"":11,""Thursday"":8,""Friday"":12,""Saturday"":6,""Sunday"":2}","{""android"":24,""ios"":8}"
4,Dollar General,3130 Circle Oak Dr,"3130 Circle Oak Dr, Knoxville, TN 37920",233,"V3Q7+MM Knoxville, Tennessee","https://www.google.com/maps/place/Dollar+General/@35.889148,-83.9379509,17z/data=!3m1!4b1!4m7!3m6!1s0x885c227ee9c5876b:0x37c3304dcaaaf62f!8m2!3d35.8891437!4d-83.9357622!9m1!1b1","https://www.google.com/maps/place/Dollar+General/@35.8731138,-83.8320102,12z/data=!4m5!3m4!1s0x885c227ee9c5876b:0x37c3304dcaaaf62f!8m2!3d35.8891437!4d-83.9357622",Department,3130 Circle Oak Dr,Knoxville,TN,37920,,1,,FALSE,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,,,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,Dollar General,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,35.889214,-83.935744,3130 Circle Oak Dr,Knoxville,TN,37920,,,"POLYGON ((-83.93570889889195 35.88897501113405, -83.93594225107624 35.88927379856355, -83.93572365104153 35.88938570774692, -83.93549566327526 35.88908800723998, -83.93570889889195 35.88897501113405))",OWNED_POLYGON,,FALSE,,FALSE,FALSE,US,2021-02-01T00:00:00-05:00,2021-03-01T00:00:00-05:00,380,242,"[11,8,16,11,10,14,15,11,16,16,9,13,17,13,6,9,20,18,12,19,11,6,24,15,13,11,18,18]",4.7093E+11,"{""470930056041"":32,""470930056022"":28,""470930056042"":16,""470930056032"":13,""470930056031"":11,""470930035002"":8,""471550803002"":5,""470930057071"":5,""470090103013"":5,""470090104001"":5,""470930055022"":5,""470930061021"":4,""470930058081"":4,""470930055011"":4,""470930053012"":4,""470930062083"":4,""131210077051"":4,""470090113013"":4,""470090102004"":4,""471550807001"":4,""470930054012"":4,""470930059032"":4,""470930035001"":4,""470930024001"":4,""470930058131"":4,""470090101002"":4,""470930049002"":4,""470359705021"":4,""471550807003"":4,""470090113023"":4,""470090115031"":4,""470930049001"":4,""470930046102"":4,""470930034001"":4,""471550802021"":4,""471050602021"":4,""470090111024"":4,""471550802022"":4,""470930018002"":4,""470930022002"":4,""471550802011"":4}","{""470930056041"":31,""470930056022"":19,""470930056042"":13,""470930056032"":12,""470930035002"":8,""470930034001"":6,""470090104001"":6,""470930056031"":5,""470930059032"":5,""470090109003"":5,""471550802013"":4,""470090115021"":4,""470930035001"":4,""470090103023"":4,""470090114021"":4,""470090108001"":4,""471550809022"":4,""470930022002"":4,""470010209011"":4,""470930054012"":4,""470890702002"":4,""470930019001"":4,""470090114011"":4,""470359705021"":4,""470090113023"":4,""470930058031"":4,""470930055012"":4,""470090102004"":4,""470930043002"":4,""470930055011"":4,""470930024001"":4,""470090102001"":4,""470930057071"":4,""470930028002"":4,""471550802021"":4,""470930009021"":4,""470090111012"":4,""470930058081"":4,""470090103013"":4,""470930046111"":4}","{""US"":230}",5863,8,"{""<5"":30,""5-10"":227,""11-20"":78,""21-60"":35,""61-120"":3,""121-240"":4,"">240"":3}","{""Weigel's"":11,""Git 'N Go Market"":9,""Marathon"":9,""WoodSpring Hotels"":8,""Salsarita's Fresh Cantina"":8,""Cracker Barrel"":7,""Arby's"":7,""Sam's Club"":7,""The ChopHouse"":7,""Captain D's Seafood Restaurant"":7,""Wendy's"":6,""Cato Fashions"":6,""Cellular Sales"":6}","{""Weigel's"":64,""Walmart"":50,""McDonald's"":44,""Chick-fil-A"":39,""Food City"":36,""Sonic"":34,""Kroger"":32,""Exxon Mobil"":30,""Wendy's"":30,""Dollar Tree"":27,""Taco Bell"":24,""Shell Oil"":23,""Target"":23,""Walgreens"":22,""Burger King"":21,""Murphy USA"":21,""Subway"":20,""Lowe's"":19,""Marathon"":19,""Pet Supplies Plus"":17}","[3,3,1,1,1,1,1,2,8,13,14,18,30,44,39,51,54,53,55,31,26,18,5,6]","{""Monday"":34,""Tuesday"":57,""Wednesday"":67,""Thursday"":51,""Friday"":46,""Saturday"":68,""Sunday"":57}","{""android"":113,""ios"":130}"
5,Taste of Europe,,"3985 Parkway, Pigeon Forge, TN 37863",29,"QFG4+V6 Pigeon Forge, Tennessee","https://www.google.com/maps/place/Taste+of+Europe/@35.7772278,-83.5450018,19z/data=!3m1!4b1!4m16!1m8!3m7!1s0x885bfe522987d9e7:0x4fa1544f2e9ada65!2sTaste+of+Europe!8m2!3d35.7772267!4d-83.5444546!14m1!1BCgIgAQ!3m6!1s0x885bfe522987d9e7:0x4fa1544f2e9ada65!8m2!3d35.7772267!4d-83.5444546!9m1!1b1","https://www.google.com/maps/place/Taste+of+Europe/@35.7772267,-83.5444546,17z/data=!4m14!1m8!3m7!1s0x885bfe522987d9e7:0x4fa1544f2e9ada65!2sTaste+of+Europe!8m2!3d35.7772267!4d-83.5444546!14m1!1BCgIgAQ!3m4!1s0x885bfe522987d9e7:0x4fa1544f2e9ada65!8m2!3d35.7772267!4d-83.5444546",Grocery,3985 Parkway,Pigeon Forge,TN,37863,,1,,FALSE,zzw-222@8g9-f8z-x89,sg:71ce019f6a6f462a9c2b72db33581d9b,,,,Taste Of Europe,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,35.777208,-83.544315,3985 Parkway,Pigeon Forge,TN,37863,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""15:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }",,"POLYGON ((-83.54431646109006 35.7773324365866, -83.5441919257465 35.77723655196297, -83.54425696931511 35.77717888619663, -83.54421405397088 35.77714570116117, -83.54434663594148 35.77703105125642, -83.5444666647949 35.777122990223724, -83.5445129329004 35.7770827329375, -83.54455920100591 35.777118094068385, -83.54431646109006 35.7773324365866))",OWNED_POLYGON,,FALSE,18656214760,FALSE,FALSE,US,2021-02-01T00:00:00-05:00,2021-03-01T00:00:00-05:00,459,303,"[10,8,11,11,12,33,8,8,10,6,11,16,42,13,11,5,18,18,21,41,26,8,4,9,8,27,46,18]",4.71551E+11,"{""130719701001"":9,""471079705002"":6,""132930106001"":5,""220510279023"":5,""181650203002"":5,""450479701023"":5,""470730501002"":5,""471490408062"":5,""211739201001"":5,""471550808011"":4,""470575004023"":4,""471550804001"":4,""471550811011"":4,""470890708002"":4,""450070105001"":4,""471550808022"":4,""471550811022"":4,""450910612011"":4,""132270505001"":4,""471550809012"":4,""130339501001"":4,""010399617001"":4,""221090007001"":4,""050379502003"":4,""471251017002"":4,""120860182001"":4,""450019502002"":4,""471550802021"":4,""130179605001"":4,""470631007002"":4,""371719312001"":4,""221030401041"":4,""471550810002"":4,""471790616021"":4,""210399601001"":4,""470650104113"":4,""470890707002"":4,""471550805002"":4,""181399744002"":4,""280750106003"":4,""470090110021"":4,""130470304012"":4,""390351525013"":4,""421257310001"":4,""130570903001"":4,""470419203003"":4,""450830223041"":4,""051219602001"":4,""500219634002"":4,""371619609002"":4,""181179516001"":4,""470930058081"":4,""130771703031"":4,""471251010021"":4,""010770116023"":4,""132070501021"":4,""132910001022"":4,""471630428011"":4,""483610216002"":4,""450450023032"":4,""210190310024"":4,""470010201001"":4,""511970503022"":4,""180670005001"":4,""370510016043"":4,""120710014013"":4,""011091893003"":4}","{""470299207003"":8,""470730509002"":6,""391130210002"":6,""471550806022"":5,""211739201001"":5,""370210031042"":5,""471490403061"":4,""470650113113"":4,""210930017004"":4,""390351525013"":4,""210190310024"":4,""131530215003"":4,""130570903001"":4,""470419203003"":4,""133059703003"":4,""220119601004"":4,""500219634002"":4,""220890631003"":4,""471550804001"":4,""470730501002"":4,""470631008002"":4,""471550811011"":4,""210259203004"":4,""280819504023"":4,""482450114001"":4,""470890701004"":4,""470890705002"":4,""132930106001"":4,""120759703012"":4,""010730123022"":4,""010770116041"":4,""181650203002"":4,""470631007002"":4,""280750106002"":4,""471550805002"":4,""470010201001"":4,""130771703031"":4,""181650204002"":4,""010550111001"":4,""370030407001"":4,""370510016043"":4,""130570902001"":4,""471550805003"":4,""120710014013"":4,""450910609011"":4,""470590901005"":4,""470631004005"":4,""470370137001"":4,""130339501001"":4,""132470604062"":4,""371619609002"":4,""370350116012"":4,""470730502003"":4,""010550112001"":4,""131390008003"":4,""471550805001"":4,""130719701001"":4}","{""US"":290}",275461,27,"{""<5"":11,""5-10"":93,""11-20"":82,""21-60"":165,""61-120"":86,""121-240"":14,"">240"":8}","{""Sperry Top-Sider"":25,""Skechers"":25,""Dave & Buster's"":12,""Christopher & Banks"":11,""Cicis"":11,""Dollar General"":11,""Hampton"":9,""Marathon"":9,""Courtyard by Marriott"":8,""KFC"":7,""Victoria's Secret"":7,""Mellow Mushroom"":7,""Baskin Robbins"":7,""Old Navy"":6,""Harley Davidson"":6,""Taco Bell"":6,""TravelCenters of America"":5}","{""Walmart"":60,""McDonald's"":51,""Shell Oil"":46,""Dollar General"":45,""Marathon"":34,""Exxon Mobil"":34,""BP"":28,""TangerOutlets"":27,""Wendy's"":23,""Kroger"":22,""Chick-fil-A"":22,""Subway"":21,""Cracker Barrel"":20,""Sonic"":20,""Waffle House"":19,""Murphy USA"":19,""Starbucks"":19,""Taco Bell"":19,""Walgreens"":18,""Dollar Tree"":17}","[1,0,0,0,0,0,0,5,20,38,29,30,34,36,28,55,110,121,124,69,28,15,5,7]","{""Monday"":37,""Tuesday"":27,""Wednesday"":44,""Thursday"":48,""Friday"":76,""Saturday"":162,""Sunday"":65}","{""android"":163,""ios"":141}"
