,customer_PlusCode,customer_Title,placekey,safegraph_place_id,latitude,longitude,open_hours,poi_cbg,visitor_home_cbg,cbg_visitor_name
23,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930032001,10
24,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930021001,9
25,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930032002,8
26,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930068003,7
27,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930021002,7
28,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930023002,5
29,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930029001,4
30,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930008001,4
32,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930068001,4
34,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930020002,4
35,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930065022,4
36,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930053022,4
38,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930017001,4
39,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930052022,4
41,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930054012,4
42,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930054021,4
43,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930052013,4
44,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930019001,4
45,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930034002,4
46,"X4XF+C6 Knoxville, Tennessee",Save A Lot,226-222@8g9-gwq-nh5,sg:8ae56cf8c6874025bab13582f1b29d26,35.998607,-83.877009,,470930000000.0,470930061021,4
47,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930017001,23
48,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930018002,21
49,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930030003,21
50,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930029001,15
51,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930066002,14
52,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930018001,13
53,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930015001,11
54,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930063011,10
55,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930016002,9
56,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930068003,9
57,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930030002,9
58,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930017002,8
59,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930014002,8
60,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930020003,7
61,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930067001,7
62,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930065021,6
63,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930032001,6
64,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930030001,6
65,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930016001,6
66,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930008003,5
67,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930043002,5
68,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930049002,5
69,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930068002,5
70,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930028001,5
71,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930052013,5
72,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930040001,5
73,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930015002,5
74,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930067003,5
76,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930019001,5
77,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930015003,5
78,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930070001,5
83,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930064031,4
84,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930069003,4
86,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930014003,4
87,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930014001,4
89,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930031001,4
90,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930054011,4
92,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930063021,4
93,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930070002,4
94,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930059081,4
95,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930059051,4
96,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930050001,4
97,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930031002,4
98,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930068001,4
99,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930060022,4
100,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930044041,4
101,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930067002,4
105,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930021002,4
106,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930059071,4
107,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930028002,4
108,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930062061,4
112,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930054021,4
113,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930046142,4
114,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930022003,4
115,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930029002,4
116,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930061021,4
117,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930024002,4
118,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930020002,4
119,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930027001,4
120,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930062021,4
122,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930069001,4
123,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930066001,4
124,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930049001,4
125,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930042001,4
127,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930048003,4
128,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930062062,4
129,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930008001,4
131,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930041002,4
133,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930060011,4
134,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930048001,4
135,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930054012,4
137,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930039011,4
138,"X3VH+69 Knoxville, Tennessee",Kroger,222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,,470930000000.0,470930023001,4
148,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930056041,32
149,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930056022,28
150,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930056042,16
151,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930056032,13
152,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930056031,11
153,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930035002,8
155,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930057071,5
158,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930055022,5
159,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930061021,4
160,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930058081,4
161,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930055011,4
162,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930053012,4
163,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930062083,4
168,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930054012,4
169,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930059032,4
170,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930035001,4
171,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930024001,4
172,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930058131,4
174,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930049002,4
179,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930049001,4
180,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930046102,4
181,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930034001,4
186,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930018002,4
187,"V3Q7+MM Knoxville, Tennessee",Dollar General,223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,,470930000000.0,470930022002,4
240,"QFG4+V6 Pigeon Forge, Tennessee",Taste of Europe,zzw-222@8g9-f8z-x89,sg:71ce019f6a6f462a9c2b72db33581d9b,35.777208,-83.544315,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""15:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }",471551000000.0,470930058081,4
280,"VCGG+MM Sevierville, Tennessee",ALDI,22c-222@8g9-ff7-nkf,sg:748665854fd9444fb8eb07a6a506056a,35.87666,-83.573365,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",471551000000.0,470930022002,4
303,"VCGG+MM Sevierville, Tennessee",ALDI,22c-222@8g9-ff7-nkf,sg:748665854fd9444fb8eb07a6a506056a,35.87666,-83.573365,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",471551000000.0,470930055023,4
312,"VCGG+MM Sevierville, Tennessee",ALDI,22c-222@8g9-ff7-nkf,sg:748665854fd9444fb8eb07a6a506056a,35.87666,-83.573365,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",471551000000.0,470930057072,4
320,"VCGG+MM Sevierville, Tennessee",ALDI,22c-222@8g9-ff7-nkf,sg:748665854fd9444fb8eb07a6a506056a,35.87666,-83.573365,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",471551000000.0,470930064012,4
322,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930049002,24
323,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930047002,19
324,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930048001,18
325,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930060031,18
326,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930046071,17
327,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930061031,13
328,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930039011,13
329,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930047001,13
330,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930062071,13
331,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930061041,12
332,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930060022,11
333,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930048003,11
334,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930039012,10
335,"2X5G+FG Knoxville, Tennessee",Kroger,zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,,470930000000.0,470930060032,10
